context_id,context_group,label,scenario_id,scenario_group,baseline_tier,tier,tier_short,tier_changed,proxy_status_changed,n_criterion_conditions_changed,changed_criterion_conditions,quantitative_fidelity_vector_changed,n_quantitative_fidelity_conditions_changed,changed_quantitative_fidelity_conditions,reference_reliability_pass,fidelity_complete,quantitative_fidelity_pass,ranking_fidelity_pass,quantitative_recovery_pass,quantitative_rank_pass,quantitative_amplitude_pass,quantitative_hit_recall_pass,measurement_required_eligible
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:all gates:looser,joint4,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:all gates:tighter,joint4,not_identifiable,not_identifiable,N,False,False,3,recoverability_min;top5pct_quantitative_min;variance_ratio_min,True,3,quantitative_recovery_pass;quantitative_amplitude_pass;quantitative_hit_recall_pass,False,True,False,True,False,True,False,False,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:recoverability_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:recoverability_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,1,recoverability_min,True,1,quantitative_recovery_pass,False,True,False,True,False,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:magnitude_spearman_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:magnitude_spearman_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:top5pct_quantitative_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:top5pct_quantitative_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,1,top5pct_quantitative_min,True,1,quantitative_hit_recall_pass,False,True,False,True,True,True,True,False,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:top5pct_ranking_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:top5pct_ranking_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:reliability_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:reliability_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:measurement_recoverability_max_exclusive:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:measurement_recoverability_max_exclusive:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:variance_ratio_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:variance_ratio_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,1,variance_ratio_min,True,1,quantitative_amplitude_pass,False,True,False,True,True,True,False,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:variance_ratio_max:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_cells:tomm20_mito,main4,PERISCOPE anti-TOMM20 (cell),relative:variance_ratio_max:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),baseline,baseline,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:all gates:looser,joint4,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:all gates:tighter,joint4,not_identifiable,not_identifiable,N,False,False,1,recoverability_min,True,1,quantitative_recovery_pass,False,True,False,True,False,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:recoverability_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:recoverability_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,1,recoverability_min,True,1,quantitative_recovery_pass,False,True,False,True,False,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:magnitude_spearman_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:magnitude_spearman_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:top5pct_quantitative_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:top5pct_quantitative_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:top5pct_ranking_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:top5pct_ranking_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:reliability_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:reliability_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:measurement_recoverability_max_exclusive:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:measurement_recoverability_max_exclusive:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:variance_ratio_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:variance_ratio_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:variance_ratio_max:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),absolute:variance_ratio_max:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),relative:all gates:looser,joint4,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),relative:all gates:tighter,joint4,not_identifiable,not_identifiable,N,False,False,1,recoverability_min,True,1,quantitative_recovery_pass,False,True,False,True,False,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),relative:recoverability_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),relative:recoverability_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,1,recoverability_min,True,1,quantitative_recovery_pass,False,True,False,True,False,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),relative:magnitude_spearman_min:looser,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
periscope_guide:tomm20_mito,main4,PERISCOPE anti-TOMM20 (guide),relative:magnitude_spearman_min:tighter,single32,not_identifiable,not_identifiable,N,False,False,0,,False,0,,False,True,True,True,True,True,True,True,False
