context_id,rank_threshold,analysis_group,baseline_tier,tier,tier_short,tier_changed,recoverability_r,magnitude_spearman,variance_ratio,top5pct_recall,reliability,reference_reliability_pass,fidelity_complete,quantitative_fidelity_pass,ranking_fidelity_pass,quantitative_recovery_pass,quantitative_rank_pass,quantitative_amplitude_pass,quantitative_hit_recall_pass,measurement_required_eligible
oasis:mtt_viability,0.65,historical_rank_only_not_in_36,unresolved,unresolved,U,False,0.826094403561396,0.6041505188442152,0.89703992643403,0.7272727272727273,0.7162720741260995,True,True,False,False,True,False,True,True,False
oasis:mtt_viability,0.6,historical_rank_only_not_in_36,unresolved,quantitative_proxy,Q,True,0.826094403561396,0.6041505188442152,0.89703992643403,0.7272727272727273,0.7162720741260995,True,True,True,True,True,True,True,True,False
oasis:mtt_viability,0.55,historical_rank_only_not_in_36,unresolved,quantitative_proxy,Q,True,0.826094403561396,0.6041505188442152,0.89703992643403,0.7272727272727273,0.7162720741260995,True,True,True,True,True,True,True,True,False
oasis:ldh_release,0.65,historical_rank_only_not_in_36,unresolved,unresolved,U,False,0.6703210612939918,0.6325800814554884,0.7360849367366954,0.7272727272727273,0.6383702228050183,True,True,False,False,False,False,True,True,False
oasis:ldh_release,0.6,historical_rank_only_not_in_36,unresolved,ranking_proxy,R,True,0.6703210612939918,0.6325800814554884,0.7360849367366954,0.7272727272727273,0.6383702228050183,True,True,False,True,False,True,True,True,False
oasis:ldh_release,0.55,historical_rank_only_not_in_36,unresolved,ranking_proxy,R,True,0.6703210612939918,0.6325800814554884,0.7360849367366954,0.7272727272727273,0.6383702228050183,True,True,False,True,False,True,True,True,False
