panel	context	model	fraction	compound	source_pair	reference_loss	predicted_loss	reference_rank	predicted_rank	reference_top	predicted_top	recovered	n_compounds	k	overlap	recall	recall_lower95	recall_upper95	random_expected_overlap	random_expected_recall	enrichment_over_random	random_overlap_lower95	random_overlap_upper95	random_selection_tail_probability	signed_spearman	signed_pearson	selected_reference_loss_mean	selected_reference_loss_min	selected_reference_loss_max	true_top_loss_mean	n_bootstrap	interpretation	measured_repeat_recall	measured_repeat_overlap	recall_difference_from_repeat	difference_lower95	difference_upper95
Figure6d	A_all_heldout	BF_Ridge100	0.05	Methoxsalen	assayworks_prod_25|assayworks_prod_27	-0.02825455702301382	0.0027977956186457714	152.0	117.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Methyl carbamate	assayworks_prod_26|assayworks_prod_27	-0.005841517847949146	-0.011343678309617106	120.0	155.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Metoclopramide	assayworks_prod_26|assayworks_prod_27	-0.02957854006925352	-0.021872601338849197	154.0	184.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Monocrotaline	assayworks_prod_25|assayworks_prod_27	-0.046346511907767556	-0.0048745960732489695	184.0	139.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Moxonidine	assayworks_prod_25|assayworks_prod_26	-0.02206720352388808	-0.010121570137518007	137.0	153.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	N,N-Dicyclohexylcarbodiimide(DCC)	assayworks_prod_26|assayworks_prod_27	0.05075518734267227	0.07416136896618168	62.0	37.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	N-(4-fluorophenyl)-N-isopropyl-2-((5-(trifluoromethyl)-1,3,4-thiadiazol-2-yl)oxy)acetamide	assayworks_prod_26|assayworks_prod_27	-0.030932697292039325	-0.004518512514889145	156.0	138.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	N-Nitrosodiethylamine	assayworks_prod_26|assayworks_prod_30	0.007667105617946486	-0.04055907434475367	96.0	210.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Niacin	assayworks_prod_25|assayworks_prod_27	0.0013586801031361465	-0.0006467792737130142	102.0	128.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Niflumic acid	assayworks_prod_25|assayworks_prod_27	-0.06620779174609458	-0.02877108735584057	206.0	196.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Nisoldipine	assayworks_prod_26|assayworks_prod_27	-0.004154926246922923	0.027504358686543502	115.0	67.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Nitrofurazone	assayworks_prod_26|assayworks_prod_30	0.23103877247405658	0.2197870527359245	11.0	8.0	True	True	True																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Norepinephrine	assayworks_prod_26|assayworks_prod_27	-0.04271234064430427	-0.01163289852160487	176.0	156.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Norethindrone	assayworks_prod_26|assayworks_prod_30	-0.03608599302453406	-0.014213239198383113	164.0	163.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Olmesartan	assayworks_prod_25|assayworks_prod_26	0.04297967028358711	0.013470058048606293	67.0	94.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Omeprazole	assayworks_prod_25|assayworks_prod_27	0.0422985444682232	0.013742292912286997	68.0	92.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Oseltamivir	assayworks_prod_25|assayworks_prod_27	0.04486266475008882	0.041481462228051894	66.0	56.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Osilodrostat	assayworks_prod_25|assayworks_prod_27	-0.018171128263508057	-0.0245227947534562	134.0	193.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Oxadiazon	assayworks_prod_25|assayworks_prod_27	0.017897296588921918	-0.0039693354230302715	83.0	136.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Oxyfluorfen	assayworks_prod_25|assayworks_prod_27	0.05241870091877123	0.01880807104228964	60.0	79.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Ozagrel	assayworks_prod_25|assayworks_prod_27	-0.0031435568479524015	0.023813702522213237	112.0	72.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Pentagastrin	assayworks_prod_26|assayworks_prod_30	0.010281849625533919	-0.00629896291604606	92.0	143.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Perindopril	assayworks_prod_26|assayworks_prod_30	-0.02630209814811097	-0.018851704772378953	146.0	176.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Phenothiazine	assayworks_prod_25|assayworks_prod_27	-0.019598916604898965	-0.004464051851186593	135.0	137.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Phenothrin	assayworks_prod_25|assayworks_prod_27	-0.0527203822697418	-0.030467578489148255	194.0	199.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Phentolamine	assayworks_prod_25|assayworks_prod_27	0.054119724942290275	0.025824778894001945	58.0	68.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Phenylephrine	assayworks_prod_25|assayworks_prod_27	-0.00830311371364454	0.001268730767271728	122.0	122.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Pindolol	assayworks_prod_25|assayworks_prod_27	-0.05838319324496863	-0.011850775662263951	199.0	159.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Pirinixic acid	assayworks_prod_25|assayworks_prod_27	-0.021574962668228823	0.016151774889042216	136.0	85.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Pralsetinib	assayworks_prod_26|assayworks_prod_30	0.236852008268993	0.1989137168381389	10.0	10.0	True	True	True																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Prednisolone	assayworks_prod_26|assayworks_prod_30	0.07617616688535699	0.013770685694503248	47.0	90.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Probenecid	assayworks_prod_25|assayworks_prod_27	-0.03353540561553358	0.0008221861412751564	160.0	124.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Probucol	assayworks_prod_26|assayworks_prod_30	-0.05750158394052497	-0.022378153943842155	197.0	186.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Prochloraz	assayworks_prod_25|assayworks_prod_27	-0.023753105730250232	0.03336748121229577	140.0	62.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Proguanil	assayworks_prod_26|assayworks_prod_30	0.19794713554606924	0.1751399064136804	15.0	13.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Quinoxyfen	assayworks_prod_26|assayworks_prod_30	0.05974360998126045	0.005696554459997645	55.0	113.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Ramelteon	assayworks_prod_26|assayworks_prod_30	-0.047974769053035875	-0.0074835162673672585	187.0	147.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Relugolix	assayworks_prod_25|assayworks_prod_27	-0.009138331681058015	0.015303484637404215	123.0	86.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Rifaximin	assayworks_prod_25|assayworks_prod_27	0.07493545201377595	-0.008724959399832248	48.0	149.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Rilpivirine	assayworks_prod_25|assayworks_prod_27	0.13450733035046986	0.09548903357217152	26.0	30.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Risdiplam	assayworks_prod_26|assayworks_prod_30	-0.0692489288639331	0.008232775982234647	209.0	105.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Risperidone	assayworks_prod_25|assayworks_prod_27	0.26049369269226125	0.08170978813593706	5.0	35.0	True	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Roxatidine	assayworks_prod_25|assayworks_prod_26	0.018766862866671216	0.022381310868613207	81.0	74.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Selinexor	assayworks_prod_25|assayworks_prod_27	0.35214057537740556	0.19188795734322261	4.0	11.0	True	True	True																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Sildenafil	assayworks_prod_25|assayworks_prod_26	0.047445563194544446	-0.013528627111309147	65.0	161.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Simethicone	assayworks_prod_26|assayworks_prod_27	-0.04612001736202963	-0.03227575622519448	183.0	202.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Siponimod	assayworks_prod_25|assayworks_prod_27	0.06509580792508265	0.08844373990144974	52.0	32.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Sodium 2-((hydroxymethyl)amino)acetate	assayworks_prod_26|assayworks_prod_30	-0.04386645531200843	-0.060078341405601754	177.0	217.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Sonidegib	assayworks_prod_25|assayworks_prod_27	0.08283000768742702	0.06769676232884944	45.0	42.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Spiroxamine	assayworks_prod_26|assayworks_prod_27	7.39560826965302e-05	0.04865431181811016	105.0	52.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Succimer	assayworks_prod_26|assayworks_prod_30	-0.03894890437199584	-0.030960427754044274	169.0	200.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Succinic anhydride	assayworks_prod_26|assayworks_prod_27	-0.04155148525276907	-0.021028997966818293	175.0	180.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Sulfamethizole	assayworks_prod_26|assayworks_prod_30	-0.01727091067511101	-0.021955496111487213	133.0	185.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Tacrine	assayworks_prod_26|assayworks_prod_30	0.004421297811727606	0.04375848134136945	98.0	53.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Tebuconazole	assayworks_prod_25|assayworks_prod_27	0.013201519468988204	0.07309702847653292	88.0	38.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Tegaserod	assayworks_prod_25|assayworks_prod_27	0.24606621305734946	0.23254608043877956	9.0	5.0	True	True	True																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Telotristat ethyl	assayworks_prod_25|assayworks_prod_27	0.07146338087277139	0.12288350420079754	50.0	25.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Temafloxacin	assayworks_prod_26|assayworks_prod_27	-0.026581607192106844	-0.017998726903993817	147.0	171.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Teniposide	assayworks_prod_25|assayworks_prod_27	0.13151622701274313	0.07186605534115079	28.0	39.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Tetraconazole	assayworks_prod_26|assayworks_prod_30	-0.035597513902230524	0.013746176157518507	163.0	91.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Tetracycline	assayworks_prod_26|assayworks_prod_27	0.00039797743269501945	0.006387383937609851	103.0	109.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Theophylline	assayworks_prod_26|assayworks_prod_30	-0.03226670998054137	-0.03372521091581483	159.0	204.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Tivozanib	assayworks_prod_25|assayworks_prod_27	0.19725550091622965	0.13412260588407954	16.0	20.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Tizanidine	assayworks_prod_25|assayworks_prod_27	0.01650987581714341	0.03413777555250694	85.0	61.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Tocainide	assayworks_prod_26|assayworks_prod_30	-0.08064901342858438	-0.016246759712796904	212.0	168.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Tofacitinib	assayworks_prod_26|assayworks_prod_30	-0.05740743465181709	-0.023660552966597068	196.0	189.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Tolmetin	assayworks_prod_25|assayworks_prod_27	-0.0456144205038098	0.011655804506286196	181.0	98.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Trabectedin	assayworks_prod_26|assayworks_prod_27	0.8994912047443602	0.8919063245126488	1.0	1.0	True	True	True																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Triclopyr	assayworks_prod_26|assayworks_prod_27	-0.017097681355865077	0.017982886008470637	131.0	82.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Trimetazidine	assayworks_prod_25|assayworks_prod_27	0.008986461421717773	0.0007857105984090118	95.0	125.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Trimethoprim	assayworks_prod_26|assayworks_prod_30	0.012152589830583434	0.013128617996299632	89.0	95.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Troxipide	assayworks_prod_25|assayworks_prod_27	0.039725843439067626	-0.014590482529667624	69.0	165.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Tucatinib	assayworks_prod_26|assayworks_prod_30	0.02002262359188088	0.011684842433492862	78.0	97.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Venlafaxine	assayworks_prod_25|assayworks_prod_27	-0.0007988659368044909	-0.005557429475467423	109.0	142.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Vibegron	assayworks_prod_26|assayworks_prod_27	-0.025379182689863673	0.013608181084444292	143.0	93.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Voglibose	assayworks_prod_25|assayworks_prod_27	-0.03969613127950308	0.006132949120788386	172.0	110.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Vorapaxar	assayworks_prod_26|assayworks_prod_30	0.05367110777592315	0.0057604324338825005	59.0	112.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Vortioxetine	assayworks_prod_25|assayworks_prod_27	0.2151392012314898	0.21880935809235885	12.0	9.0	False	True	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Zafirlukast	assayworks_prod_25|assayworks_prod_27	-0.11902078214114989	-0.02105121561191786	216.0	181.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	Zileuton	assayworks_prod_26|assayworks_prod_30	0.01691576463264833	0.01684947249321695	84.0	84.0	False	False	False																									
Figure6d	A_all_heldout	BF_Ridge100	0.05	β-Naphthoflavone	assayworks_prod_25|assayworks_prod_27	-0.03912274204734442	0.028705390622706568	171.0	65.0	False	False	False																									
Figure6e	A_all_heldout	BF_Ridge100	0.05										217.0	11.0	10.0	0.9090909090909091	0.5454545454545454	1.0	0.5576036866359447	0.05069124423963134	17.93388429752066	0.0	2.0	2.3304744126040963e-15	0.7767971645598163	0.9101738181890027	0.3335543918143897	0.2151392012314898	0.8994912047443602	0.3376775274017325	2000.0	use_specific_retention_not_substitution_certificate					
Figure6e	A_all_heldout	BF_HGB100	0.05										217.0	11.0	10.0	0.9090909090909091	0.45454545454545453	1.0	0.5576036866359447	0.05069124423963134	17.93388429752066	0.0	2.0	2.3304744126040963e-15	0.7782780666770013	0.9087237610696632	0.3335543918143897	0.2151392012314898	0.8994912047443602	0.3376775274017325	2000.0	use_specific_retention_not_substitution_certificate					
Figure6e	A_all_heldout	FluorescenceCount_Ridge100	0.05										217.0	11.0	8.0	0.7272727272727273	0.36363636363636365	0.9090909090909091	0.5576036866359447	0.05069124423963134	14.347107438016529	0.0	2.0	2.447397942721971e-10	0.5503249970420354	0.8326358807840557	0.309711300431136	0.07146338087277139	0.8994912047443602	0.3376775274017325	2000.0	use_specific_retention_not_substitution_certificate					
Figure6e	A_all_heldout	FluorescenceCount_HGB100	0.05										217.0	11.0	7.0	0.6363636363636364	0.36363636363636365	0.9090909090909091	0.5576036866359447	0.05069124423963134	12.553719008264462	0.0	2.0	2.4964417479135266e-08	0.5691620043499298	0.8486741651054783	0.28862495080639067	0.07146338087277139	0.8994912047443602	0.3376775274017325	2000.0	use_specific_retention_not_substitution_certificate					
Figure6e	A_all_heldout	AcquisitionMetadata_Ridge100	0.05										217.0	11.0	0.0	0.0	0.0	0.09090909090909091	0.5576036866359447	0.05069124423963134	0.0	0.0	2.0	1.0	0.07911141175420548	-0.008390014463460604	0.01553084746945519	-0.0527203822697418	0.13151622701274313	0.3376775274017325	2000.0	use_specific_retention_not_substitution_certificate					
Figure6e	A_all_heldout	AcquisitionMetadata_HGB100	0.05										217.0	11.0	1.0	0.09090909090909091	0.0	0.2727272727272727	0.5576036866359447	0.05069124423963134	1.7933884297520661	0.0	2.0	0.4435804581866124	0.4604783513484313	0.1717406574281616	0.08339578057630102	-0.0005665227392877073	0.24645379319807276	0.3376775274017325	2000.0	use_specific_retention_not_substitution_certificate					
SupplementaryFigure4c	C_source0_to_source1	BF_Ridge100	0.05										94.0	5.0	4.0	0.8	0.4	1.0	0.26595744680851063	0.05319148936170213	15.040000000000001	0.0	1.0	8.12519090099586e-06	0.4892750063215692	0.9029887411968895	0.3774120463922188	0.1663393990771062	0.893143200447135	0.38325900203089464	2000.0	use_specific_retention_not_substitution_certificate	0.8	4.0	0.0	-0.6	0.4
SupplementaryFigure4c	C_source1_to_source0	BF_Ridge100	0.05										94.0	5.0	4.0	0.8	0.4	1.0	0.26595744680851063	0.05319148936170213	15.040000000000001	0.0	1.0	8.12519090099586e-06	0.4638008886320124	0.9016691342678033	0.3846930561226158	0.20032009382165322	0.9058392090415852	0.38589761677177864	2000.0	use_specific_retention_not_substitution_certificate	0.8	4.0	0.0	-0.4	0.20000000000000007
SupplementaryFigure4d	A_all_heldout	BF_Ridge100	0.05										217.0	11.0	10.0	0.9090909090909091	0.5454545454545454	1.0	0.5576036866359447	0.05069124423963134	17.93388429752066	0.0	2.0	2.3304744126040963e-15	0.7767971645598163	0.9101738181890027	0.3335543918143897	0.2151392012314898	0.8994912047443602	0.3376775274017325	2000.0	use_specific_retention_not_substitution_certificate					
SupplementaryFigure4d	A_all_heldout	BF_Ridge100	0.1										217.0	22.0	17.0	0.7727272727272727	0.5909090909090909	0.9090909090909091	2.230414746543779	0.10138248847926268	7.62190082644628	0.0	5.0	7.929807657296907e-17	0.7767971645598163	0.9101738181890027	0.23836612628376522	0.03011744299336621	0.8994912047443602	0.2622749796123409	2000.0	use_specific_retention_not_substitution_certificate					
SupplementaryFigure4d	A_all_heldout	BF_Ridge100	0.2										217.0	44.0	34.0	0.7727272727272727	0.6590909090909091	0.8636363636363636	8.921658986175116	0.20276497695852536	3.81095041322314	4.0	14.0	5.787430142823016e-22	0.7767971645598163	0.9101738181890027	0.17711133588052064	0.013201519468988204	0.8994912047443602	0.18749597607280488	2000.0	use_specific_retention_not_substitution_certificate					
SupplementaryFigure4d	B_complete_paired	BF_Ridge100	0.05										94.0	5.0	4.0	0.8	0.4	1.0	0.26595744680851063	0.05319148936170213	15.040000000000001	0.0	1.0	8.12519090099586e-06	0.7817144095654371	0.9546167431971696	0.3776961484004447	0.1665477321645164	0.8994912047443602	0.38413740731893864	2000.0	use_specific_retention_not_substitution_certificate					
SupplementaryFigure4d	B_complete_paired	BF_Ridge100	0.1										94.0	10.0	9.0	0.9	0.6	1.0	1.0638297872340425	0.10638297872340426	8.46	0.0	3.0	9.301804104295157e-11	0.7817144095654371	0.9546167431971696	0.2732785871958502	0.12019072950520703	0.8994912047443602	0.2746519062172898	2000.0	use_specific_retention_not_substitution_certificate					
SupplementaryFigure4d	B_complete_paired	BF_Ridge100	0.2										94.0	19.0	15.0	0.7894736842105263	0.5263157894736842	0.8947368421052632	3.8404255319148937	0.20212765957446807	3.905817174515236	1.0	7.0	1.325821435102264e-10	0.7817144095654371	0.9546167431971696	0.1744937367686589	7.39560826965302e-05	0.8994912047443602	0.18974237553822376	2000.0	use_specific_retention_not_substitution_certificate					
SupplementaryFigure4d	C_source0_to_source1	BF_Ridge100	0.05										94.0	5.0	4.0	0.8	0.4	1.0	0.26595744680851063	0.05319148936170213	15.040000000000001	0.0	1.0	8.12519090099586e-06	0.4892750063215692	0.9029887411968895	0.3774120463922188	0.1663393990771062	0.893143200447135	0.38325900203089464	2000.0	use_specific_retention_not_substitution_certificate	0.8	4.0	0.0	-0.6	0.4
SupplementaryFigure4d	C_source0_to_source1	BF_Ridge100	0.1										94.0	10.0	8.0	0.8	0.5	1.0	1.0638297872340425	0.10638297872340426	7.5200000000000005	0.0	3.0	1.7443481891706223e-08	0.4892750063215692	0.9029887411968895	0.2592825428721076	0.045376997980950545	0.893143200447135	0.2787396907978489	2000.0	use_specific_retention_not_substitution_certificate	0.8	8.0	0.0	-0.30000000000000004	0.19999999999999996
SupplementaryFigure4d	C_source0_to_source1	BF_Ridge100	0.2										94.0	19.0	13.0	0.6842105263157895	0.47368421052631576	0.8421052631578947	3.8404255319148937	0.20212765957446807	3.3850415512465375	1.0	7.0	1.5733246065952235e-07	0.4892750063215692	0.9029887411968895	0.16316968304425492	-0.0521674889369287	0.893143200447135	0.19151234257757427	2000.0	use_specific_retention_not_substitution_certificate	0.7894736842105263	15.0	-0.10526315789473684	-0.368421052631579	0.0
SupplementaryFigure4d	C_source1_to_source0	BF_Ridge100	0.05										94.0	5.0	4.0	0.8	0.4	1.0	0.26595744680851063	0.05319148936170213	15.040000000000001	0.0	1.0	8.12519090099586e-06	0.4638008886320124	0.9016691342678033	0.3846930561226158	0.20032009382165322	0.9058392090415852	0.38589761677177864	2000.0	use_specific_retention_not_substitution_certificate	0.8	4.0	0.0	-0.4	0.20000000000000007
SupplementaryFigure4d	C_source1_to_source0	BF_Ridge100	0.1										94.0	10.0	8.0	0.8	0.6	1.0	1.0638297872340425	0.10638297872340426	7.5200000000000005	0.0	3.0	1.7443481891706223e-08	0.4638008886320124	0.9016691342678033	0.2726958156730372	0.13569026177182147	0.9058392090415852	0.27639729650033157	2000.0	use_specific_retention_not_substitution_certificate	0.8	8.0	0.0	-0.20000000000000007	0.20000000000000007
SupplementaryFigure4d	C_source1_to_source0	BF_Ridge100	0.2										94.0	19.0	15.0	0.7894736842105263	0.47368421052631576	0.9473684210526315	3.8404255319148937	0.20212765957446807	3.905817174515236	1.0	7.0	1.325821435102264e-10	0.4638008886320124	0.9016691342678033	0.17350425326162744	-0.022505087265069917	0.9058392090415852	0.1905551357476274	2000.0	use_specific_retention_not_substitution_certificate	0.7894736842105263	15.0	0.0	-0.368421052631579	0.10526315789473684
