reporter_index,metric_index,reporter_slug,short_name,tier,metric,source_column,value,threshold,scaled_margin,passes
37,0,p53,p53*,measurement_required,Recovery,ensemble_recoverability_r,0.5897136792901746,0.7,-0.36762106903275116,False
37,1,p53,p53*,measurement_required,Rank,magnitude_spearman,0.6648243888243889,0.7,-0.11725203725203691,False
37,2,p53,p53*,measurement_required,Amplitude,magnitude_variance_ratio,0.1358458864429194,"[0.5, 1.5]",-0.7283082271141612,False
37,3,p53,p53*,measurement_required,Top-5%,top5pct_recall,0.4,0.6,-0.4999999999999999,False
37,4,p53,p53*,measurement_required,Reliability,reliability,0.6790572976946833,0.3,0.541510425278119,True
38,0,caspase_activity_cellevent-caspase_live-cell_dye,CellEvent-Caspase live-cell dye,measurement_required,Recovery,ensemble_recoverability_r,0.5980371807000908,0.7,-0.3398760643330304,False
38,1,caspase_activity_cellevent-caspase_live-cell_dye,CellEvent-Caspase live-cell dye,measurement_required,Rank,magnitude_spearman,0.5789962469962471,0.7,-0.4033458433458429,False
38,2,caspase_activity_cellevent-caspase_live-cell_dye,CellEvent-Caspase live-cell dye,measurement_required,Amplitude,magnitude_variance_ratio,0.4672157078550862,"[0.5, 1.5]",-0.06556858428982759,False
38,3,caspase_activity_cellevent-caspase_live-cell_dye,CellEvent-Caspase live-cell dye,measurement_required,Top-5%,top5pct_recall,0.42,0.6,-0.44999999999999996,False
38,4,caspase_activity_cellevent-caspase_live-cell_dye,CellEvent-Caspase live-cell dye,measurement_required,Reliability,reliability,0.3152966465946273,0.3,0.021852352278039024,True
39,0,ps6,pS6*,measurement_required,Recovery,ensemble_recoverability_r,0.5893811845368762,0.7,-0.3687293848770793,False
39,1,ps6,pS6*,measurement_required,Rank,magnitude_spearman,0.6643925683925684,0.7,-0.11869143869143838,False
39,2,ps6,pS6*,measurement_required,Amplitude,magnitude_variance_ratio,0.067433058982859,"[0.5, 1.5]",-0.865133882034282,False
39,3,ps6,pS6*,measurement_required,Top-5%,top5pct_recall,0.28,0.6,-0.7999999999999998,False
39,4,ps6,pS6*,measurement_required,Reliability,reliability,0.3470813638953472,0.3,0.06725909127906747,True
40,0,prb,pRb*,not_identifiable,Recovery,ensemble_recoverability_r,0.5147917575055067,0.7,-0.6173608083149776,False
40,1,prb,pRb*,not_identifiable,Rank,magnitude_spearman,0.7083289323289323,0.7,0.02776310776310797,True
40,2,prb,pRb*,not_identifiable,Amplitude,magnitude_variance_ratio,0.0169407424247728,"[0.5, 1.5]",-0.9661185151504544,False
40,3,prb,pRb*,not_identifiable,Top-5%,top5pct_recall,0.6,0.6,0.0,True
40,4,prb,pRb*,not_identifiable,Reliability,reliability,0.1509084849662904,0.3,-0.21298787861958515,False
41,0,nuclei_hoechst,Hoechst*,not_identifiable,Recovery,ensemble_recoverability_r,0.7552751627234884,0.7,0.18425054241162805,True
41,1,nuclei_hoechst,Hoechst*,not_identifiable,Rank,magnitude_spearman,0.670925242925243,0.7,-0.09691585691585641,False
41,2,nuclei_hoechst,Hoechst*,not_identifiable,Amplitude,magnitude_variance_ratio,0.6970531092744202,"[0.5, 1.5]",0.3941062185488404,True
41,3,nuclei_hoechst,Hoechst*,not_identifiable,Top-5%,top5pct_recall,0.52,0.6,-0.1999999999999999,False
41,4,nuclei_hoechst,Hoechst*,not_identifiable,Reliability,reliability,0.187063345712023,0.3,-0.16133807755425286,False
42,0,nucleoli_npm1,NPM1*,not_identifiable,Recovery,ensemble_recoverability_r,0.5498100329077995,0.7,-0.5006332236406681,False
42,1,nucleoli_npm1,NPM1*,not_identifiable,Rank,magnitude_spearman,0.4887014367014367,0.7,-0.7043285443285442,False
42,2,nucleoli_npm1,NPM1*,not_identifiable,Amplitude,magnitude_variance_ratio,0.4743451980311171,"[0.5, 1.5]",-0.051309603937765846,False
42,3,nucleoli_npm1,NPM1*,not_identifiable,Top-5%,top5pct_recall,0.42,0.6,-0.44999999999999996,False
42,4,nucleoli_npm1,NPM1*,not_identifiable,Reliability,reliability,0.2156298259088717,0.3,-0.12052882013018328,False
43,0,b-catenin,b-catenin*,not_identifiable,Recovery,ensemble_recoverability_r,0.5709871635927863,0.7,-0.43004278802404533,False
43,1,b-catenin,b-catenin*,not_identifiable,Rank,magnitude_spearman,0.6645843525843527,0.7,-0.11805215805215762,False
43,2,b-catenin,b-catenin*,not_identifiable,Amplitude,magnitude_variance_ratio,0.4643259821575786,"[0.5, 1.5]",-0.07134803568484283,False
43,3,b-catenin,b-catenin*,not_identifiable,Top-5%,top5pct_recall,0.5,0.6,-0.24999999999999994,False
43,4,b-catenin,b-catenin*,not_identifiable,Reliability,reliability,0.2160133604189748,0.3,-0.11998091368717886,False
44,0,c-myc,c-Myc*,not_identifiable,Recovery,ensemble_recoverability_r,0.5667739586418341,0.7,-0.44408680452721944,False
44,1,c-myc,c-Myc*,not_identifiable,Rank,magnitude_spearman,0.6272016392016392,0.7,-0.24266120266120253,False
44,2,c-myc,c-Myc*,not_identifiable,Amplitude,magnitude_variance_ratio,0.3962574389284445,"[0.5, 1.5]",-0.207485122143111,False
44,3,c-myc,c-Myc*,not_identifiable,Top-5%,top5pct_recall,0.5,0.6,-0.24999999999999994,False
44,4,c-myc,c-Myc*,not_identifiable,Reliability,reliability,0.2166304258685255,0.3,-0.11909939161639214,False
45,0,er_cona,ConA*,not_identifiable,Recovery,ensemble_recoverability_r,0.715259638635678,0.7,0.05086546211892676,True
45,1,er_cona,ConA*,not_identifiable,Rank,magnitude_spearman,0.7217280977280978,0.7,0.07242699242699267,True
45,2,er_cona,ConA*,not_identifiable,Amplitude,magnitude_variance_ratio,0.5309365644444025,"[0.5, 1.5]",0.06187312888880503,True
45,3,er_cona,ConA*,not_identifiable,Top-5%,top5pct_recall,0.56,0.6,-0.09999999999999981,False
45,4,er_cona,ConA*,not_identifiable,Reliability,reliability,0.2319836986715685,0.3,-0.09716614475490212,False
46,0,microtubules_tubulin,Tubulin*,not_identifiable,Recovery,ensemble_recoverability_r,0.7284577421088885,0.7,0.09485914036296171,True
46,1,microtubules_tubulin,Tubulin*,not_identifiable,Rank,magnitude_spearman,0.7399994599994602,0.7,0.13333153333153397,True
46,2,microtubules_tubulin,Tubulin*,not_identifiable,Amplitude,magnitude_variance_ratio,0.5857511505265177,"[0.5, 1.5]",0.17150230105303543,True
46,3,microtubules_tubulin,Tubulin*,not_identifiable,Top-5%,top5pct_recall,0.6,0.6,0.0,True
46,4,microtubules_tubulin,Tubulin*,not_identifiable,Reliability,reliability,0.2737965813011502,0.3,-0.03743345528407113,False
47,0,nucleolus-dfc_fbl,FBL,not_identifiable,Recovery,ensemble_recoverability_r,0.7957789914412075,0.7,0.3192633048040249,True
47,1,nucleolus-dfc_fbl,FBL,not_identifiable,Rank,magnitude_spearman,0.8226278946278948,0.7,0.4087596487596493,True
47,2,nucleolus-dfc_fbl,FBL,not_identifiable,Amplitude,magnitude_variance_ratio,0.7610209142882526,"[0.5, 1.5]",0.5220418285765052,True
47,3,nucleolus-dfc_fbl,FBL,not_identifiable,Top-5%,top5pct_recall,0.8,0.6,0.5000000000000001,True
47,4,nucleolus-dfc_fbl,FBL,not_identifiable,Reliability,reliability,0.2774818093462274,0.3,-0.03216884379110369,False
48,0,plasma_membrane_wga,WGA*,not_identifiable,Recovery,ensemble_recoverability_r,0.7535324862592845,0.7,0.17844162086428172,True
48,1,plasma_membrane_wga,WGA*,not_identifiable,Rank,magnitude_spearman,0.7645170085170087,0.7,0.21505669505669564,True
48,2,plasma_membrane_wga,WGA*,not_identifiable,Amplitude,magnitude_variance_ratio,0.6043069062375509,"[0.5, 1.5]",0.2086138124751018,True
48,3,plasma_membrane_wga,WGA*,not_identifiable,Top-5%,top5pct_recall,0.6,0.6,0.0,True
48,4,plasma_membrane_wga,WGA*,not_identifiable,Reliability,reliability,0.2955940866884624,0.3,-0.006294161873625161,False
49,0,microtubules_map4,MAP4,unresolved,Recovery,ensemble_recoverability_r,0.8231292524393403,0.7,0.41043084146446784,True
49,1,microtubules_map4,MAP4,unresolved,Rank,magnitude_spearman,0.6780510060510061,0.7,-0.07316331316331284,False
49,2,microtubules_map4,MAP4,unresolved,Amplitude,magnitude_variance_ratio,0.8142748720121701,"[0.5, 1.5]",0.6285497440243402,True
49,3,microtubules_map4,MAP4,unresolved,Top-5%,top5pct_recall,0.66,0.6,0.15000000000000013,True
49,4,microtubules_map4,MAP4,unresolved,Reliability,reliability,0.557891172634394,0.3,0.3684159609062772,True
50,0,lipid_droplet_plin2,PLIN2,unresolved,Recovery,ensemble_recoverability_r,0.7182798950958886,0.7,0.06093298365296224,True
50,1,lipid_droplet_plin2,PLIN2,unresolved,Rank,magnitude_spearman,0.5638696318696319,0.7,-0.45376789376789345,False
50,2,lipid_droplet_plin2,PLIN2,unresolved,Amplitude,magnitude_variance_ratio,0.443161027867824,"[0.5, 1.5]",-0.11367794426435196,False
50,3,lipid_droplet_plin2,PLIN2,unresolved,Top-5%,top5pct_recall,0.44,0.6,-0.3999999999999999,False
50,4,lipid_droplet_plin2,PLIN2,unresolved,Reliability,reliability,0.3164645586840825,0.3,0.023520798120117904,True
51,0,cell_proliferation_marker_mki67,MKI67*,unresolved,Recovery,ensemble_recoverability_r,0.7042952594051338,0.7,0.01431753135044622,True
51,1,cell_proliferation_marker_mki67,MKI67*,unresolved,Rank,magnitude_spearman,0.6634308394308395,0.7,-0.1218972018972016,False
51,2,cell_proliferation_marker_mki67,MKI67*,unresolved,Amplitude,magnitude_variance_ratio,0.5366833306482973,"[0.5, 1.5]",0.07336666129659464,True
51,3,cell_proliferation_marker_mki67,MKI67*,unresolved,Top-5%,top5pct_recall,0.62,0.6,0.050000000000000044,True
51,4,cell_proliferation_marker_mki67,MKI67*,unresolved,Reliability,reliability,0.3279687777331082,0.3,0.03995539676158313,True
