method_id,method,method_color,method_family,method_order,split,split_label,screen_id,n_assays,ko_pearson
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0046,1,0.8087254243631868
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0047,1,0.9040837338361228
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0048,1,0.7900794329030013
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0050,1,0.6069347593726122
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0051,1,0.7509794967548401
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0052,1,0.6471421090989158
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0053,1,0.6227862610603049
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0054,1,0.7010087595653176
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0055,1,0.9386584862460512
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0056,1,0.933524337498527
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0057,2,0.7701930872224729
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0058,1,0.8333931903360537
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0059,1,0.6574887528948915
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0060,1,0.870249492185789
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0061,2,0.6849498161264693
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0062,2,0.768542413861628
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0063,1,0.7984023877325099
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0064,2,0.7391237735822691
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0065,2,0.7333778754999614
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0066,1,0.9196903177039564
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0067,1,0.4393062904383116
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0068,1,0.6957854113786063
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0069,2,0.6447218427897731
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0070,1,0.545602510589711
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0071,1,0.7448092679989523
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0072,2,0.8674998074362203
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0073,1,0.5603068976886721
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0074,2,0.8581512104404296
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0075,1,0.794445723022109
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0076,1,0.8545024906092853
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,gene_holdout_main,Gene,Biohub_OPS0077,6,0.5553670248211354
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0001,2,0.8553783098856609
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0002,1,0.6522083083788554
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0003,1,0.9058999344706536
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0004,1,0.922558548549811
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0005,2,0.8311818187435468
