unit,split,entity_id,rank_low_to_high,rank_percentile,component_index,n_components,biological_category,category_color
Physical screen,Gene,Biohub_OPS0005,42,56.94444444444444,2,2,Stress/PQC,#CC79A7
Physical screen,Gene,Biohub_OPS0063,43,58.33333333333333,1,1,Mitochondria,#C85A3C
Physical screen,Gene,Biohub_OPS0020,44,59.72222222222222,1,1,ER/Golgi,#4F9A70
Physical screen,Gene,Biohub_OPS0042,45,61.11111111111111,1,1,Nucleus,#3E6F9C
Physical screen,Gene,Biohub_OPS0012,46,62.5,1,1,Lysosome,#E8943A
Physical screen,Gene,Biohub_OPS0046,47,63.888888888888886,1,1,Cytoskeleton,#4FA7B8
Physical screen,Gene,Biohub_OPS0058,48,65.27777777777777,1,1,Nucleus,#3E6F9C
Physical screen,Gene,Biohub_OPS0001,49,66.66666666666666,1,2,ER/Golgi,#4F9A70
Physical screen,Gene,Biohub_OPS0001,49,66.66666666666666,2,2,Stress/PQC,#CC79A7
Physical screen,Gene,Biohub_OPS0025,50,68.05555555555556,1,1,Endosome,#C6A16A
Physical screen,Gene,Biohub_OPS0076,51,69.44444444444444,1,1,Cytoskeleton,#4FA7B8
Physical screen,Gene,Biohub_OPS0027,52,70.83333333333333,1,1,Endosome,#C6A16A
Physical screen,Gene,Biohub_OPS0074,53,72.22222222222221,1,2,ER/Golgi,#4F9A70
Physical screen,Gene,Biohub_OPS0074,53,72.22222222222221,2,2,Cytoskeleton,#4FA7B8
Physical screen,Gene,Biohub_OPS0072,54,73.61111111111111,1,2,Cytoskeleton,#4FA7B8
Physical screen,Gene,Biohub_OPS0072,54,73.61111111111111,2,2,Stress/PQC,#CC79A7
Physical screen,Gene,Biohub_OPS0028,55,75.0,1,1,Stress/PQC,#CC79A7
Physical screen,Gene,Biohub_OPS0060,56,76.38888888888889,1,1,Endosome,#C6A16A
Physical screen,Gene,Biohub_OPS0018,57,77.77777777777777,1,1,Lysosome,#E8943A
Physical screen,Gene,Biohub_OPS0014,58,79.16666666666666,1,1,Endosome,#C6A16A
Physical screen,Gene,Biohub_OPS0047,59,80.55555555555556,1,1,Signaling,#7B6597
Physical screen,Gene,Biohub_OPS0003,60,81.94444444444444,1,1,Plasma Membrane,#9C8C72
Physical screen,Gene,Biohub_OPS0034,61,83.33333333333333,1,1,Lysosome,#E8943A
Physical screen,Gene,Biohub_OPS0044,62,84.72222222222221,1,1,Lysosome,#E8943A
Physical screen,Gene,Biohub_OPS0040,63,86.11111111111111,1,1,Lysosome,#E8943A
Physical screen,Gene,Biohub_OPS0004,64,87.5,1,1,Plasma Membrane,#9C8C72
Physical screen,Gene,Biohub_OPS0039,65,88.88888888888889,1,1,Endosome,#C6A16A
Physical screen,Gene,Biohub_OPS0026,66,90.27777777777777,1,1,Endosome,#C6A16A
Physical screen,Gene,Biohub_OPS0066,67,91.66666666666666,1,1,Lysosome,#E8943A
Physical screen,Gene,Biohub_OPS0033,68,93.05555555555556,1,1,Cytoskeleton,#4FA7B8
Physical screen,Gene,Biohub_OPS0035,69,94.44444444444444,1,1,ER/Golgi,#4F9A70
Physical screen,Gene,Biohub_OPS0037,70,95.83333333333333,1,1,Stress/PQC,#CC79A7
Physical screen,Gene,Biohub_OPS0019,71,97.22222222222221,1,1,Lysosome,#E8943A
Physical screen,Gene,Biohub_OPS0056,72,98.61111111111111,1,1,Lysosome,#E8943A
Physical screen,Gene,Biohub_OPS0055,73,100.0,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0067,1,0.0,1,1,Signaling,#7B6597
Physical screen,Whole-screen,Biohub_OPS0047,2,1.5384615384615385,1,1,Signaling,#7B6597
Physical screen,Whole-screen,Biohub_OPS0053,3,3.076923076923077,1,1,Signaling,#7B6597
Physical screen,Whole-screen,Biohub_OPS0022,4,4.615384615384616,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0062,5,6.153846153846154,1,1,Nucleus,#3E6F9C
Physical screen,Whole-screen,Biohub_OPS0041,6,7.6923076923076925,1,1,Nucleus,#3E6F9C
Physical screen,Whole-screen,Biohub_OPS0061,7,9.230769230769232,1,1,Nucleus,#3E6F9C
Physical screen,Whole-screen,Biohub_OPS0023,8,10.76923076923077,1,1,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0064,9,12.307692307692308,1,2,Nucleus,#3E6F9C
Physical screen,Whole-screen,Biohub_OPS0064,9,12.307692307692308,2,2,Signaling,#7B6597
Physical screen,Whole-screen,Biohub_OPS0069,10,13.846153846153847,1,2,Nucleus,#3E6F9C
Physical screen,Whole-screen,Biohub_OPS0069,10,13.846153846153847,2,2,Signaling,#7B6597
Physical screen,Whole-screen,Biohub_OPS0070,11,15.384615384615385,1,1,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0073,12,16.923076923076923,1,1,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0059,13,18.461538461538463,1,1,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0068,14,20.0,1,1,Mitochondria,#C85A3C
Physical screen,Whole-screen,Biohub_OPS0050,15,21.53846153846154,1,1,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0030,16,23.076923076923077,1,1,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0065,17,24.615384615384617,1,2,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0065,17,24.615384615384617,2,2,Cytoskeleton,#4FA7B8
Physical screen,Whole-screen,Biohub_OPS0045,18,26.153846153846157,1,2,Peroxisome,#D56C75
Physical screen,Whole-screen,Biohub_OPS0045,18,26.153846153846157,2,2,Nucleus,#3E6F9C
Physical screen,Whole-screen,Biohub_OPS0029,19,27.692307692307693,1,1,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0057,20,29.230769230769234,1,2,Peroxisome,#D56C75
Physical screen,Whole-screen,Biohub_OPS0057,20,29.230769230769234,2,2,Nucleus,#3E6F9C
Physical screen,Whole-screen,Biohub_OPS0048,21,30.76923076923077,1,1,Signaling,#7B6597
Physical screen,Whole-screen,Biohub_OPS0015,22,32.30769230769231,1,1,Mitochondria,#C85A3C
Physical screen,Whole-screen,Biohub_OPS0002,23,33.84615384615385,1,1,Mitochondria,#C85A3C
Physical screen,Whole-screen,Biohub_OPS0036,24,35.38461538461539,1,1,Nucleus,#3E6F9C
Physical screen,Whole-screen,Biohub_OPS0074,25,36.92307692307693,1,2,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0074,25,36.92307692307693,2,2,Cytoskeleton,#4FA7B8
Physical screen,Whole-screen,Biohub_OPS0058,26,38.46153846153847,1,1,Nucleus,#3E6F9C
Physical screen,Whole-screen,Biohub_OPS0016,27,40.0,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0017,28,41.53846153846154,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0051,29,43.07692307692308,1,1,Mitochondria,#C85A3C
Physical screen,Whole-screen,Biohub_OPS0054,30,44.61538461538462,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0063,31,46.15384615384615,1,1,Mitochondria,#C85A3C
Physical screen,Whole-screen,Biohub_OPS0075,32,47.69230769230769,1,1,Mitochondria,#C85A3C
Physical screen,Whole-screen,Biohub_OPS0011,33,49.23076923076923,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0042,34,50.769230769230774,1,1,Nucleus,#3E6F9C
Physical screen,Whole-screen,Biohub_OPS0031,35,52.307692307692314,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0013,36,53.84615384615385,1,1,Endosome,#C6A16A
Physical screen,Whole-screen,Biohub_OPS0040,37,55.38461538461539,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0071,38,56.92307692307693,1,1,Plasma Membrane,#9C8C72
Physical screen,Whole-screen,Biohub_OPS0007,39,58.46153846153847,1,2,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0007,39,58.46153846153847,2,2,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0032,40,60.0,1,1,Plasma Membrane,#9C8C72
Physical screen,Whole-screen,Biohub_OPS0006,41,61.53846153846154,1,2,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0006,41,61.53846153846154,2,2,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0009,42,63.07692307692308,1,2,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0009,42,63.07692307692308,2,2,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0012,43,64.61538461538461,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0025,44,66.15384615384616,1,1,Endosome,#C6A16A
Physical screen,Whole-screen,Biohub_OPS0021,45,67.6923076923077,1,1,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0020,46,69.23076923076924,1,1,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0072,47,70.76923076923077,1,2,Cytoskeleton,#4FA7B8
Physical screen,Whole-screen,Biohub_OPS0072,47,70.76923076923077,2,2,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0028,48,72.3076923076923,1,1,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0008,49,73.84615384615385,1,2,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0008,49,73.84615384615385,2,2,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0027,50,75.38461538461539,1,1,Endosome,#C6A16A
Physical screen,Whole-screen,Biohub_OPS0005,51,76.92307692307693,1,2,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0005,51,76.92307692307693,2,2,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0076,52,78.46153846153847,1,1,Cytoskeleton,#4FA7B8
Physical screen,Whole-screen,Biohub_OPS0001,53,80.0,1,2,ER/Golgi,#4F9A70
Physical screen,Whole-screen,Biohub_OPS0001,53,80.0,2,2,Stress/PQC,#CC79A7
Physical screen,Whole-screen,Biohub_OPS0060,54,81.53846153846155,1,1,Endosome,#C6A16A
Physical screen,Whole-screen,Biohub_OPS0014,55,83.07692307692308,1,1,Endosome,#C6A16A
Physical screen,Whole-screen,Biohub_OPS0018,56,84.61538461538461,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0026,57,86.15384615384616,1,1,Endosome,#C6A16A
Physical screen,Whole-screen,Biohub_OPS0003,58,87.6923076923077,1,1,Plasma Membrane,#9C8C72
Physical screen,Whole-screen,Biohub_OPS0034,59,89.23076923076924,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0044,60,90.76923076923077,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0033,61,92.3076923076923,1,1,Cytoskeleton,#4FA7B8
Physical screen,Whole-screen,Biohub_OPS0066,62,93.84615384615385,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0019,63,95.38461538461539,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0056,64,96.92307692307693,1,1,Lysosome,#E8943A
Physical screen,Whole-screen,Biohub_OPS0004,65,98.46153846153847,1,1,Plasma Membrane,#9C8C72
Physical screen,Whole-screen,Biohub_OPS0055,66,100.0,1,1,Lysosome,#E8943A
Reporter × screen,Field,fe2+_ferhonox_live-cell_dye::Biohub_OPS0067,1,0.0,1,1,Signaling,#7B6597
Reporter × screen,Field,prb::Biohub_OPS0077,2,1.0204081632653061,1,1,Signaling,#7B6597
Reporter × screen,Field,p53::Biohub_OPS0077,3,2.0408163265306123,1,1,Signaling,#7B6597
Reporter × screen,Field,proteasome_psmb7::Biohub_OPS0070,4,3.0612244897959187,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,nucleoli_npm1::Biohub_OPS0043,5,4.081632653061225,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,nucleolus-dfc_fbl::Biohub_OPS0041,6,5.1020408163265305,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,c-myc::Biohub_OPS0077,7,6.122448979591837,1,1,Signaling,#7B6597
Reporter × screen,Field,p21::Biohub_OPS0077,8,7.142857142857143,1,1,Signaling,#7B6597
Reporter × screen,Field,caspase_activity_cellevent-caspase_live-cell_dye::Biohub_OPS0073,9,8.16326530612245,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,b-catenin::Biohub_OPS0077,10,9.183673469387756,1,1,Signaling,#7B6597
Reporter × screen,Field,oxidative_stress_cellrox_live-cell_dye::Biohub_OPS0069,11,10.204081632653061,1,1,Signaling,#7B6597
Reporter × screen,Field,ps6::Biohub_OPS0077,12,11.224489795918368,1,1,Signaling,#7B6597
Reporter × screen,Field,er_ncln::Biohub_OPS0052,13,12.244897959183675,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,caspase_activity_cellevent-caspase_live-cell_dye::Biohub_OPS0050,14,13.26530612244898,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,trans-golgi_vamp3::Biohub_OPS0059,15,14.285714285714286,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,lipid_droplet_plin2::Biohub_OPS0065,16,15.306122448979592,1,1,Lysosome,#E8943A
Reporter × screen,Field,cell_proliferation_marker_mki67::Biohub_OPS0045,17,16.3265306122449,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,nuclei_nucleolive_live_cell_dye::Biohub_OPS0061,18,17.346938775510203,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,mitochondria_tomm20::Biohub_OPS0043,19,18.367346938775512,1,1,Mitochondria,#C85A3C
Reporter × screen,Field,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye::Biohub_OPS0053,20,19.387755102040817,1,1,Signaling,#7B6597
Reporter × screen,Field,proteasome_psmb7::Biohub_OPS0029,21,20.408163265306122,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,er_cona::Biohub_OPS0043,22,21.42857142857143,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,autophagosome_atg101::Biohub_OPS0054,23,22.448979591836736,1,1,Lysosome,#E8943A
Reporter × screen,Field,autophagosome_map1lc3b::Biohub_OPS0017,24,23.46938775510204,1,1,Lysosome,#E8943A
Reporter × screen,Field,cell_proliferation_marker_mki67::Biohub_OPS0057,25,24.48979591836735,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,er_golgi_cope::Biohub_OPS0023,26,25.510204081632654,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,autophagosome_map1lc3b::Biohub_OPS0016,27,26.53061224489796,1,1,Lysosome,#E8943A
Reporter × screen,Field,microtubules_tubulin::Biohub_OPS0043,28,27.551020408163264,1,1,Cytoskeleton,#4FA7B8
Reporter × screen,Field,mitochondria_tomm70a::Biohub_OPS0068,29,28.571428571428573,1,1,Mitochondria,#C85A3C
Reporter × screen,Field,chromalive_488_excitation::Biohub_OPS0002,30,29.591836734693878,1,1,Mitochondria,#C85A3C
Reporter × screen,Field,autophagosome_atg101::Biohub_OPS0031,31,30.612244897959183,1,1,Lysosome,#E8943A
Reporter × screen,Field,plasma_membrane_atp1b3::Biohub_OPS0071,32,31.63265306122449,1,1,Plasma Membrane,#9C8C72
Reporter × screen,Field,f-actin_phalloidin::Biohub_OPS0043,33,32.6530612244898,1,1,Cytoskeleton,#4FA7B8
Reporter × screen,Field,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye::Biohub_OPS0064,34,33.673469387755105,1,1,Signaling,#7B6597
Reporter × screen,Field,plasma_membrane_wga::Biohub_OPS0043,35,34.69387755102041,1,1,Plasma Membrane,#9C8C72
Reporter × screen,Field,chromatin_h2bc21::Biohub_OPS0064,36,35.714285714285715,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,nuclear_speckles_srrm2::Biohub_OPS0036,37,36.734693877551024,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,nuclei_nucleolive_live_cell_dye::Biohub_OPS0062,38,37.755102040816325,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,plasma_membrane_atp1b3::Biohub_OPS0032,39,38.775510204081634,1,1,Plasma Membrane,#9C8C72
Reporter × screen,Field,lysosome_lamp1::Biohub_OPS0011,40,39.79591836734694,1,1,Lysosome,#E8943A
Reporter × screen,Field,trans-golgi_vamp3::Biohub_OPS0030,41,40.816326530612244,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,mitochondria_tomm70a::Biohub_OPS0015,42,41.83673469387755,1,1,Mitochondria,#C85A3C
Reporter × screen,Field,chromatin_h2bc21::Biohub_OPS0069,43,42.85714285714286,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,nuclei_hoechst::Biohub_OPS0043,44,43.87755102040816,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,5xupre::Biohub_OPS0007,45,44.89795918367347,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,chromalive_488_excitation::Biohub_OPS0051,46,45.91836734693878,1,1,Mitochondria,#C85A3C
Reporter × screen,Field,5xupre::Biohub_OPS0009,47,46.93877551020408,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,lipid_droplet_plin2::Biohub_OPS0022,48,47.95918367346939,1,1,Lysosome,#E8943A
Reporter × screen,Field,5xupre::Biohub_OPS0006,49,48.9795918367347,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,5xupre::Biohub_OPS0005,50,50.0,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,5xupre::Biohub_OPS0001,51,51.02040816326531,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,endosome_vps35::Biohub_OPS0013,52,52.04081632653061,1,1,Endosome,#C6A16A
Reporter × screen,Field,5xupre::Biohub_OPS0008,53,53.06122448979592,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,peroxisome_peroxi_spy650_live_cell_dye::Biohub_OPS0045,54,54.08163265306123,1,1,Peroxisome,#D56C75
Reporter × screen,Field,oxidative_stress_cellrox_live-cell_dye::Biohub_OPS0048,55,55.10204081632653,1,1,Signaling,#7B6597
Reporter × screen,Field,mitochondria_chromalive_561_excitation::Biohub_OPS0075,56,56.12244897959184,1,1,Mitochondria,#C85A3C
Reporter × screen,Field,nucleolus-gc_npm3::Biohub_OPS0042,57,57.142857142857146,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,mitochondria_chromalive_561_excitation::Biohub_OPS0063,58,58.16326530612245,1,1,Mitochondria,#C85A3C
Reporter × screen,Field,er_sec61b::Biohub_OPS0006,59,59.183673469387756,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,er_sec61b::Biohub_OPS0007,60,60.204081632653065,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,chaperones_hspa1b::Biohub_OPS0072,61,61.224489795918366,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,nucleolus-dfc_fbl::Biohub_OPS0062,62,62.244897959183675,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,nucleolus-gc_npm3::Biohub_OPS0058,63,63.26530612244898,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,microtubules_map4::Biohub_OPS0046,64,64.28571428571429,1,1,Cytoskeleton,#4FA7B8
Reporter × screen,Field,er_golgi_bridge_vapa::Biohub_OPS0020,65,65.3061224489796,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,lysosome_lamp1::Biohub_OPS0012,66,66.3265306122449,1,1,Lysosome,#E8943A
Reporter × screen,Field,er_golgi_bridge_vapa::Biohub_OPS0021,67,67.34693877551021,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,er_golgi_cope::Biohub_OPS0074,68,68.36734693877551,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,er_sec61b::Biohub_OPS0009,69,69.38775510204081,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,peroxisome_peroxi_spy650_live_cell_dye::Biohub_OPS0057,70,70.40816326530613,1,1,Peroxisome,#D56C75
Reporter × screen,Field,nuclear_speckles_srrm2::Biohub_OPS0061,71,71.42857142857143,1,1,Nucleus,#3E6F9C
Reporter × screen,Field,recycling_endosome_tfrc::Biohub_OPS0027,72,72.44897959183673,1,1,Endosome,#C6A16A
Reporter × screen,Field,er_sec61b::Biohub_OPS0008,73,73.46938775510205,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,er_sec61b::Biohub_OPS0005,74,74.48979591836735,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,endosome_vps35::Biohub_OPS0025,75,75.51020408163265,1,1,Endosome,#C6A16A
Reporter × screen,Field,chaperones_hspa1b::Biohub_OPS0028,76,76.53061224489797,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0076,77,77.55102040816327,1,1,Cytoskeleton,#4FA7B8
Reporter × screen,Field,recycling_endosome_tfrc::Biohub_OPS0060,78,78.57142857142857,1,1,Endosome,#C6A16A
Reporter × screen,Field,clathrin_vesicles_clta::Biohub_OPS0018,79,79.59183673469389,1,1,Lysosome,#E8943A
Reporter × screen,Field,late_endosome_rab7a::Biohub_OPS0014,80,80.61224489795919,1,1,Endosome,#C6A16A
Reporter × screen,Field,fe2+_ferhonox_live-cell_dye::Biohub_OPS0047,81,81.63265306122449,1,1,Signaling,#7B6597
Reporter × screen,Field,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0065,82,82.6530612244898,1,1,Cytoskeleton,#4FA7B8
Reporter × screen,Field,plasma_membrane_slc3a2::Biohub_OPS0004,83,83.6734693877551,1,1,Plasma Membrane,#9C8C72
Reporter × screen,Field,early_endosome_eea1::Biohub_OPS0039,84,84.6938775510204,1,1,Endosome,#C6A16A
Reporter × screen,Field,autophagosome_map1lc3b::Biohub_OPS0040,85,85.71428571428572,1,1,Lysosome,#E8943A
Reporter × screen,Field,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0074,86,86.73469387755102,1,1,Cytoskeleton,#4FA7B8
Reporter × screen,Field,lipid_droplet_bodipy_live_cell_dye::Biohub_OPS0034,87,87.75510204081633,1,1,Lysosome,#E8943A
Reporter × screen,Field,lipid_droplet_bodipy_live_cell_dye::Biohub_OPS0066,88,88.77551020408164,1,1,Lysosome,#E8943A
Reporter × screen,Field,er_sec61b::Biohub_OPS0001,89,89.79591836734694,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,plasma_membrane_slc3a2::Biohub_OPS0003,90,90.81632653061224,1,1,Plasma Membrane,#9C8C72
Reporter × screen,Field,er_golgi_cop-ii_sec23a::Biohub_OPS0035,91,91.83673469387756,1,1,ER/Golgi,#4F9A70
Reporter × screen,Field,lysosome_lysotracker_live-cell_dye::Biohub_OPS0044,92,92.85714285714286,1,1,Lysosome,#E8943A
Reporter × screen,Field,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0033,93,93.87755102040816,1,1,Cytoskeleton,#4FA7B8
Reporter × screen,Field,clathrin_vesicles_clta::Biohub_OPS0019,94,94.89795918367348,1,1,Lysosome,#E8943A
Reporter × screen,Field,late_endosome_rab7a::Biohub_OPS0026,95,95.91836734693878,1,1,Endosome,#C6A16A
Reporter × screen,Field,stress_granule_g3bp1::Biohub_OPS0037,96,96.93877551020408,1,1,Stress/PQC,#CC79A7
Reporter × screen,Field,lysosome_lysotracker_live-cell_dye::Biohub_OPS0056,97,97.9591836734694,1,1,Lysosome,#E8943A
Reporter × screen,Field,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0072,98,98.9795918367347,1,1,Cytoskeleton,#4FA7B8
Reporter × screen,Field,lysosome_lysotracker_live-cell_dye::Biohub_OPS0055,99,100.0,1,1,Lysosome,#E8943A
Reporter × screen,Gene,fe2+_ferhonox_live-cell_dye::Biohub_OPS0067,1,0.0,1,1,Signaling,#7B6597
Reporter × screen,Gene,prb::Biohub_OPS0077,2,1.0204081632653061,1,1,Signaling,#7B6597
Reporter × screen,Gene,nucleoli_npm1::Biohub_OPS0043,3,2.0408163265306123,1,1,Nucleus,#3E6F9C
Reporter × screen,Gene,caspase_activity_cellevent-caspase_live-cell_dye::Biohub_OPS0073,4,3.0612244897959187,1,1,Stress/PQC,#CC79A7
Reporter × screen,Gene,c-myc::Biohub_OPS0077,5,4.081632653061225,1,1,Signaling,#7B6597
Reporter × screen,Gene,oxidative_stress_cellrox_live-cell_dye::Biohub_OPS0069,6,5.1020408163265305,1,1,Signaling,#7B6597
Reporter × screen,Gene,nucleolus-dfc_fbl::Biohub_OPS0041,7,6.122448979591837,1,1,Nucleus,#3E6F9C
Reporter × screen,Gene,proteasome_psmb7::Biohub_OPS0070,8,7.142857142857143,1,1,Stress/PQC,#CC79A7
Reporter × screen,Gene,b-catenin::Biohub_OPS0077,9,8.16326530612245,1,1,Signaling,#7B6597
Reporter × screen,Gene,p53::Biohub_OPS0077,10,9.183673469387756,1,1,Signaling,#7B6597
Reporter × screen,Gene,ps6::Biohub_OPS0077,11,10.204081632653061,1,1,Signaling,#7B6597
Reporter × screen,Gene,lipid_droplet_plin2::Biohub_OPS0065,12,11.224489795918368,1,1,Lysosome,#E8943A
Reporter × screen,Gene,caspase_activity_cellevent-caspase_live-cell_dye::Biohub_OPS0050,13,12.244897959183675,1,1,Stress/PQC,#CC79A7
Reporter × screen,Gene,nuclei_nucleolive_live_cell_dye::Biohub_OPS0061,14,13.26530612244898,1,1,Nucleus,#3E6F9C
Reporter × screen,Gene,p21::Biohub_OPS0077,15,14.285714285714286,1,1,Signaling,#7B6597
Reporter × screen,Gene,trans-golgi_vamp3::Biohub_OPS0059,16,15.306122448979592,1,1,ER/Golgi,#4F9A70
Reporter × screen,Gene,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye::Biohub_OPS0053,17,16.3265306122449,1,1,Signaling,#7B6597
Reporter × screen,Gene,cell_proliferation_marker_mki67::Biohub_OPS0045,18,17.346938775510203,1,1,Nucleus,#3E6F9C
Reporter × screen,Gene,er_ncln::Biohub_OPS0052,19,18.367346938775512,1,1,ER/Golgi,#4F9A70
Reporter × screen,Gene,cell_proliferation_marker_mki67::Biohub_OPS0057,20,19.387755102040817,1,1,Nucleus,#3E6F9C
Reporter × screen,Gene,chromalive_488_excitation::Biohub_OPS0002,21,20.408163265306122,1,1,Mitochondria,#C85A3C
Reporter × screen,Gene,proteasome_psmb7::Biohub_OPS0029,22,21.42857142857143,1,1,Stress/PQC,#CC79A7
Reporter × screen,Gene,mitochondria_tomm20::Biohub_OPS0043,23,22.448979591836736,1,1,Mitochondria,#C85A3C
Reporter × screen,Gene,autophagosome_map1lc3b::Biohub_OPS0016,24,23.46938775510204,1,1,Lysosome,#E8943A
Reporter × screen,Gene,autophagosome_map1lc3b::Biohub_OPS0017,25,24.48979591836735,1,1,Lysosome,#E8943A
Reporter × screen,Gene,er_golgi_cope::Biohub_OPS0023,26,25.510204081632654,1,1,ER/Golgi,#4F9A70
Reporter × screen,Gene,autophagosome_atg101::Biohub_OPS0054,27,26.53061224489796,1,1,Lysosome,#E8943A
Reporter × screen,Gene,mitochondria_tomm70a::Biohub_OPS0068,28,27.551020408163264,1,1,Mitochondria,#C85A3C
Reporter × screen,Gene,er_cona::Biohub_OPS0043,29,28.571428571428573,1,1,ER/Golgi,#4F9A70
Reporter × screen,Gene,trans-golgi_vamp3::Biohub_OPS0030,30,29.591836734693878,1,1,ER/Golgi,#4F9A70
Reporter × screen,Gene,5xupre::Biohub_OPS0007,31,30.612244897959183,1,1,Stress/PQC,#CC79A7
Reporter × screen,Gene,autophagosome_atg101::Biohub_OPS0031,32,31.63265306122449,1,1,Lysosome,#E8943A
