unit,split,entity_id,rank_low_to_high,rank_percentile,consensus_ko_pearson,q25,q75,difficulty
Reporter,Field,chaperones_hspa1b,36,68.62745098039215,0.771560658266147,0.7645107741157213,0.7764351318900784,Readable (≥0.75)
Reporter,Field,er_golgi_cope,37,70.58823529411764,0.7761345391472181,0.7729007388154665,0.783786931137244,Readable (≥0.75)
Reporter,Field,er_sec61b,38,72.54901960784314,0.7772952952732642,0.7731798860554894,0.7821762301648656,Readable (≥0.75)
Reporter,Field,endosome_vps35,39,74.50980392156862,0.7814716452111801,0.7662718477348486,0.7874978047485153,Readable (≥0.75)
Reporter,Field,nuclear_speckles_srrm2,40,76.47058823529412,0.7934418022632599,0.7625604001184305,0.8126070100814105,Readable (≥0.75)
Reporter,Field,recycling_endosome_tfrc,41,78.4313725490196,0.8178502604365349,0.805077600106597,0.8332307813689113,Readable (≥0.75)
Reporter,Field,fe2+_ferhonox_live-cell_dye,42,80.3921568627451,0.8331707987313469,0.7605014908850232,0.8705580648034811,Readable (≥0.75)
Reporter,Field,autophagosome_map1lc3b,43,82.35294117647058,0.8355268033842245,0.774292253019909,0.844703657987217,Readable (≥0.75)
Reporter,Field,clathrin_vesicles_clta,44,84.31372549019608,0.8721618015319109,0.8682687800998488,0.8769594552926718,Readable (≥0.75)
Reporter,Field,early_endosome_eea1,45,86.27450980392156,0.8759963822861512,0.8679227950672309,0.8822417315716545,Readable (≥0.75)
Reporter,Field,lipid_droplet_bodipy_live_cell_dye,46,88.23529411764706,0.8818478342145681,0.8753211827327807,0.8932465967411796,Readable (≥0.75)
Reporter,Field,actin_filament_fastact_spy555_live_cell_dye,47,90.19607843137254,0.8824875426789125,0.8773878075182437,0.8870176933084926,Readable (≥0.75)
Reporter,Field,late_endosome_rab7a,48,92.15686274509804,0.8830103754997254,0.8419533743212619,0.8904456640904148,Readable (≥0.75)
Reporter,Field,plasma_membrane_slc3a2,49,94.11764705882352,0.8851629294455051,0.8839526336640119,0.8898700618495544,Readable (≥0.75)
Reporter,Field,er_golgi_cop-ii_sec23a,50,96.07843137254902,0.888666332140565,0.8837674489244819,0.89596351608634,Readable (≥0.75)
Reporter,Field,lysosome_lysotracker_live-cell_dye,51,98.0392156862745,0.901026745016376,0.8942321539235611,0.905673229911675,Readable (≥0.75)
Reporter,Field,stress_granule_g3bp1,52,100.0,0.9024642951786518,0.8957432871684432,0.9083815313875676,Readable (≥0.75)
Reporter,Gene,prb,1,0.0,0.4474449838272993,0.3890345421883588,0.4712958590406924,Hard (<0.60)
Reporter,Gene,nucleoli_npm1,2,1.9607843137254901,0.5333916893642809,0.4965531827985412,0.5424973476988574,Hard (<0.60)
Reporter,Gene,c-myc,3,3.9215686274509802,0.5492729490498702,0.5320675969993075,0.5576327691723904,Hard (<0.60)
Reporter,Gene,b-catenin,4,5.88235294117647,0.5556902340302865,0.5022781746981975,0.5607073326191555,Hard (<0.60)
Reporter,Gene,p53,5,7.8431372549019605,0.5697864287098249,0.544096601648877,0.5727351389576991,Hard (<0.60)
Reporter,Gene,caspase_activity_cellevent-caspase_live-cell_dye,6,9.80392156862745,0.5755442526589225,0.5086362968916849,0.5868077847873792,Hard (<0.60)
Reporter,Gene,ps6,7,11.76470588235294,0.5775233318238557,0.5216933804136351,0.5855754704517313,Hard (<0.60)
Reporter,Gene,proteasome_psmb7,8,13.72549019607843,0.5960753543690468,0.5748854783712886,0.6053568553722773,Hard (<0.60)
Reporter,Gene,p21,9,15.686274509803921,0.607278133481741,0.5973892613624533,0.6122177675490579,Intermediate (0.60–0.75)
Reporter,Gene,er_ncln,10,17.64705882352941,0.6531121644501885,0.6375740223408987,0.656618180933098,Intermediate (0.60–0.75)
Reporter,Gene,oxidative_stress_cellrox_live-cell_dye,11,19.6078431372549,0.661024148389697,0.6516314591261714,0.6697312945189575,Intermediate (0.60–0.75)
Reporter,Gene,trans-golgi_vamp3,12,21.56862745098039,0.663585352525115,0.6385953196634849,0.6691805481600265,Intermediate (0.60–0.75)
Reporter,Gene,cell_proliferation_marker_mki67,13,23.52941176470588,0.6683644772817692,0.6546911027592917,0.6887414747849108,Intermediate (0.60–0.75)
Reporter,Gene,mitochondria_tomm20,14,25.49019607843137,0.68048119072078,0.661625951140498,0.6887009676442378,Intermediate (0.60–0.75)
Reporter,Gene,lipid_droplet_plin2,15,27.45098039215686,0.697941415819029,0.6840829837446413,0.7034096801032623,Intermediate (0.60–0.75)
Reporter,Gene,autophagosome_atg101,16,29.41176470588235,0.7028304977342487,0.676445413256685,0.7112052418291568,Intermediate (0.60–0.75)
Reporter,Gene,er_cona,17,31.372549019607842,0.7051554984102646,0.6820435637608171,0.709444848375602,Intermediate (0.60–0.75)
