reporter_slug,short_name,run_state,biological_category,reliability,historical_reference_tier,method_id,method,recoverability_r,magnitude_spearman,variance_ratio,top5pct_recall,n_genes,observed_boundary_ties,predicted_boundary_ties,tier,proxy_supported,pass_reliability,pass_recovery,pass_rank,pass_variance_lower,pass_variance_upper,pass_quantitative_hit,pass_ranking_hit,pass_measurement_recovery,failed_quantitative_gates,failed_ranking_gates
c-myc,c-Myc*,checkpoint_average,Signaling,0.2166304258685255,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.5492729490498702,0.6272016392016392,0.3962574389284445,0.5,1000,1,1,not_identifiable,False,False,False,False,False,True,False,True,True,reliability;recovery;rank;variance_lower;quantitative_hit,reliability;rank
c-myc,c-Myc*,checkpoint_average,Signaling,0.2166304258685255,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.548488892575525,0.6272016392016392,0.3962574389284445,0.5,1000,1,1,not_identifiable,False,False,False,False,False,True,False,True,True,reliability;recovery;rank;variance_lower;quantitative_hit,reliability;rank
er_cona,ConA*,checkpoint_average,ER/Golgi,0.2319836986715685,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7051554984102646,0.7217280977280978,0.5309365644444025,0.56,1000,1,1,not_identifiable,False,False,True,True,True,True,False,True,False,reliability;quantitative_hit,reliability
er_cona,ConA*,checkpoint_average,ER/Golgi,0.2319836986715685,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.7050810533717652,0.7217280977280978,0.5309365644444025,0.56,1000,1,1,not_identifiable,False,False,True,True,True,True,False,True,False,reliability;quantitative_hit,reliability
microtubules_tubulin,Tubulin*,checkpoint_average,Cytoskeleton,0.2737965813011502,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.71860714521673,0.7399994599994602,0.5857511505265177,0.6,1000,1,1,not_identifiable,False,False,True,True,True,True,True,True,False,reliability,reliability
microtubules_tubulin,Tubulin*,checkpoint_average,Cytoskeleton,0.2737965813011502,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.7185639060003843,0.7399994599994602,0.5857511505265177,0.6,1000,1,1,not_identifiable,False,False,True,True,True,True,True,True,False,reliability,reliability
nucleolus-dfc_fbl,FBL,checkpoint_average,Nucleus,0.2774818093462274,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7793305455396573,0.8226278946278948,0.7610209142882526,0.8,1000,1,1,not_identifiable,False,False,True,True,True,True,True,True,False,reliability,reliability
nucleolus-dfc_fbl,FBL,checkpoint_average,Nucleus,0.2774818093462274,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.7792843556317182,0.8226278946278948,0.7610209142882526,0.8,1000,1,1,not_identifiable,False,False,True,True,True,True,True,True,False,reliability,reliability
plasma_membrane_wga,WGA*,checkpoint_average,Plasma Membrane,0.2955940866884624,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7419182704554664,0.7645170085170087,0.6043069062375509,0.6,1000,1,1,not_identifiable,False,False,True,True,True,True,True,True,False,reliability,reliability
plasma_membrane_wga,WGA*,checkpoint_average,Plasma Membrane,0.2955940866884624,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.741995843506212,0.7645170085170087,0.6043069062375509,0.6,1000,1,1,not_identifiable,False,False,True,True,True,True,True,True,False,reliability,reliability
microtubules_map4,MAP4,checkpoint_average,Cytoskeleton,0.557891172634394,unresolved,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8168677599479754,0.6780510060510061,0.8142748720121701,0.66,1000,1,1,unresolved,False,True,True,False,True,True,True,True,False,rank,rank
microtubules_map4,MAP4,checkpoint_average,Cytoskeleton,0.557891172634394,unresolved,state_matched_hybrid,state_matched_hybrid,0.8168954388627012,0.6780510060510061,0.8142748720121701,0.66,1000,1,1,unresolved,False,True,True,False,True,True,True,True,False,rank,rank
lipid_droplet_plin2,PLIN2,checkpoint_average,Lysosome,0.3164645586840825,unresolved,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.697941415819029,0.5638696318696319,0.443161027867824,0.44,1000,1,1,unresolved,False,True,False,False,False,True,False,False,False,recovery;rank;variance_lower;quantitative_hit,rank;ranking_hit
lipid_droplet_plin2,PLIN2,checkpoint_average,Lysosome,0.3164645586840825,unresolved,state_matched_hybrid,state_matched_hybrid,0.6961122814743663,0.5638696318696319,0.443161027867824,0.44,1000,1,1,unresolved,False,True,False,False,False,True,False,False,False,recovery;rank;variance_lower;quantitative_hit,rank;ranking_hit
cell_proliferation_marker_mki67,MKI67*,checkpoint_average,Nucleus,0.3279687777331082,unresolved,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.6683644772817692,0.6634308394308395,0.5366833306482973,0.62,1000,1,1,unresolved,False,True,False,False,True,True,True,True,False,recovery;rank,rank
cell_proliferation_marker_mki67,MKI67*,checkpoint_average,Nucleus,0.3279687777331082,unresolved,state_matched_hybrid,state_matched_hybrid,0.6714792701149999,0.6634308394308395,0.5366833306482973,0.62,1000,1,1,unresolved,False,True,False,False,True,True,True,True,False,recovery;rank,rank
stress_granule_g3bp1,G3BP1,single,Stress/PQC,0.5489821526032832,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.927926774074634,0.9352573792573792,1.0403664831009685,0.88,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
stress_granule_g3bp1,G3BP1,single,Stress/PQC,0.5489821526032832,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.927926793583107,0.9352573792573792,1.0403664831009685,0.88,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
lysosome_lysotracker_live-cell_dye,LysoTracker live-cell dye,single,Lysosome,0.8118267526031067,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.9248392219344774,0.987814743814744,0.932913405820219,0.92,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
lysosome_lysotracker_live-cell_dye,LysoTracker live-cell dye,single,Lysosome,0.8118267526031067,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.9248392404583452,0.987814743814744,0.932913405820219,0.92,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
er_golgi_cop-ii_sec23a,SEC23A,single,ER/Golgi,0.7963114253629393,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.9248014762997626,0.9437014037014037,0.880814473699775,0.92,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
er_golgi_cop-ii_sec23a,SEC23A,single,ER/Golgi,0.7963114253629393,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.92480146328687,0.9437014037014037,0.880814473699775,0.92,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
early_endosome_eea1,EEA1,single,Endosome,0.7784811755482057,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.9192501720041036,0.9742767262767262,1.0029782175716098,0.96,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
early_endosome_eea1,EEA1,single,Endosome,0.7784811755482057,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.9192501486591071,0.9742767262767262,1.0029782175716098,0.96,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
lipid_droplet_bodipy_live_cell_dye,BODIPY live cell dye,single,Lysosome,0.693173451270225,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.9148503104845682,0.961966525966526,0.7997804159492842,0.96,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
lipid_droplet_bodipy_live_cell_dye,BODIPY live cell dye,single,Lysosome,0.693173451270225,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.91485030738457,0.961966525966526,0.7997804159492842,0.96,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
late_endosome_rab7a,RAB7A,single,Endosome,0.5437250794222616,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.9105539268503586,0.953953457953458,0.835124406363975,0.96,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
late_endosome_rab7a,RAB7A,single,Endosome,0.5437250794222616,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.9105539053638368,0.953953457953458,0.835124406363975,0.96,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
actin_filament_fastact_spy555_live_cell_dye,FastAct_SPY555 Live Cell Dye,single,Cytoskeleton,0.4815571491092879,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.9096364724139372,0.9716324996324998,0.9356440317131808,0.94,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
actin_filament_fastact_spy555_live_cell_dye,FastAct_SPY555 Live Cell Dye,single,Cytoskeleton,0.4815571491092879,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.9096364214839804,0.9716324996324998,0.9356440317131808,0.94,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
plasma_membrane_slc3a2,SLC3A2,single,Plasma Membrane,0.4535912492305982,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.9073366475601992,0.9342243582243582,0.900398653029889,0.88,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
plasma_membrane_slc3a2,SLC3A2,single,Plasma Membrane,0.4535912492305982,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.9073365856264556,0.9342243582243582,0.900398653029889,0.88,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
clathrin_vesicles_clta,CLTA,single,Lysosome,0.5686643877978657,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.9066772521783908,0.956040368040368,0.9895047138653058,0.9,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
clathrin_vesicles_clta,CLTA,single,Lysosome,0.5686643877978657,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.9066772495547204,0.956040368040368,0.9895047138653058,0.9,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
autophagosome_map1lc3b,MAP1LC3B,single,Lysosome,0.4661954595673966,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.889691340426604,0.9309955989955992,0.9406503813201004,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
autophagosome_map1lc3b,MAP1LC3B,single,Lysosome,0.4661954595673966,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.889691347224431,0.9309955989955992,0.9406503813201004,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,single,Signaling,0.6070291514177555,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.871222957285742,0.9384217584217586,0.7387614070694895,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,single,Signaling,0.6070291514177555,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.8712229514714348,0.9384217584217586,0.7387614070694895,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
recycling_endosome_tfrc,TFRC,single,Endosome,0.591056052462748,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8625896345824002,0.95589643989644,1.0155245397777124,0.9,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
recycling_endosome_tfrc,TFRC,single,Endosome,0.591056052462748,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.862589617568555,0.95589643989644,1.0155245397777124,0.9,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
er_golgi_cope,COPE,single,ER/Golgi,0.5671140969254439,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8243623409420252,0.8560528480528481,0.7669499043081245,0.78,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
er_golgi_cope,COPE,single,ER/Golgi,0.5671140969254439,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.8243623600897756,0.8560528480528481,0.7669499043081245,0.78,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
chaperones_hspa1b,HSPA1B,single,Stress/PQC,0.3807492021518412,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8219783624013265,0.8082567402567402,0.9336180765290092,0.82,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
chaperones_hspa1b,HSPA1B,single,Stress/PQC,0.3807492021518412,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.8219783700537426,0.8082567402567402,0.9336180765290092,0.82,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
nucleolus-gc_npm3,NPM3,single,Nucleus,0.4003235836780205,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8214593877394993,0.8464120744120744,0.8079653111529275,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
nucleolus-gc_npm3,NPM3,single,Nucleus,0.4003235836780205,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.8214593594629154,0.8464120744120744,0.8079653111529275,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
nuclei_nucleolive_live_cell_dye,NucleoLIVE Live Cell dye,single,Nucleus,0.6299969683630331,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8201554869612058,0.8586335106335107,0.8104118341167609,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
nuclei_nucleolive_live_cell_dye,NucleoLIVE Live Cell dye,single,Nucleus,0.6299969683630331,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.8201554758744694,0.8586335106335107,0.8104118341167609,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
endosome_vps35,VPS35,single,Endosome,0.3519252152106765,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8163044809053341,0.8546260826260828,0.8154378796054983,0.7,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
endosome_vps35,VPS35,single,Endosome,0.3519252152106765,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.8163044717112184,0.8546260826260828,0.8154378796054983,0.7,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
er_sec61b,SEC61B,single,ER/Golgi,0.4571854056007768,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8011578214665254,0.9027515907515908,0.5975807714164775,0.88,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
er_sec61b,SEC61B,single,ER/Golgi,0.4571854056007768,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.8011579131864366,0.9027515907515908,0.5975807714164775,0.88,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
er_golgi_bridge_vapa,VAPA,single,ER/Golgi,0.6864386449976475,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7998845250656208,0.9127519927519928,0.7965337308975347,0.9,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
er_golgi_bridge_vapa,VAPA,single,ER/Golgi,0.6864386449976475,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.7998845510915866,0.9127519927519928,0.7965337308975347,0.9,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
mitochondria_chromalive_561_excitation,ChromaLIVE 561 excitation,single,Mitochondria,0.7231375976605061,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.792696370681127,0.948944148944149,0.8030454072399054,0.88,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
mitochondria_chromalive_561_excitation,ChromaLIVE 561 excitation,single,Mitochondria,0.7231375976605061,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.7926963685132327,0.948944148944149,0.8030454072399054,0.88,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
peroxisome_peroxi_spy650_live_cell_dye,Peroxi_SPY650 live cell dye,single,Peroxisome,0.491094238791797,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7845023048420747,0.8806369726369727,0.8836335031677109,0.78,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
peroxisome_peroxi_spy650_live_cell_dye,Peroxi_SPY650 live cell dye,single,Peroxisome,0.491094238791797,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.7845023045201648,0.8806369726369727,0.8836335031677109,0.78,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
chromalive_488_excitation,ChromaLIVE 488 excitation,single,Mitochondria,0.3255015696911665,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.765586062396566,0.8281655041655043,0.8104960899417758,0.72,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
chromalive_488_excitation,ChromaLIVE 488 excitation,single,Mitochondria,0.3255015696911665,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.7655860794264726,0.8281655041655043,0.8104960899417758,0.72,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
chromatin_h2bc21,H2BC21,single,Nucleus,0.580774506626757,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.757968520745635,0.8284402564402565,0.617709526773538,0.74,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
chromatin_h2bc21,H2BC21,single,Nucleus,0.580774506626757,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.7579684968530559,0.8284402564402565,0.617709526773538,0.74,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
plasma_membrane_atp1b3,ATP1B3,single,Plasma Membrane,0.5016975413704213,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.749630705267191,0.7901273381273383,0.8178673388963575,0.84,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
plasma_membrane_atp1b3,ATP1B3,single,Plasma Membrane,0.5016975413704213,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.7496306805061022,0.7901273381273383,0.8178673388963575,0.84,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,pHrodo-dextran Live Cell Dye,single,Signaling,0.4110300664564122,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7449175643424193,0.8004884004884005,0.907220619090717,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,pHrodo-dextran Live Cell Dye,single,Signaling,0.4110300664564122,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.744917564901687,0.8004884004884005,0.907220619090717,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
5xupre,5xUPRE,single,Stress/PQC,0.4085795923758126,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7441053985059262,0.8691582411582411,0.9148190923164354,0.88,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
5xupre,5xUPRE,single,Stress/PQC,0.4085795923758126,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.7441053712659265,0.8691582411582411,0.9148190923164354,0.88,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
f-actin_phalloidin,Phalloidin*,single,Cytoskeleton,0.3996475172727066,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7399577975273133,0.7667355227355228,0.5597563749380151,0.62,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
f-actin_phalloidin,Phalloidin*,single,Cytoskeleton,0.3996475172727066,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.7399577889680745,0.7667355227355228,0.5597563749380151,0.62,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
mitochondria_tomm70a,TOMM70A,single,Mitochondria,0.3915349809035072,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7389631509780884,0.8321720561720561,0.8199099745237842,0.8,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
mitochondria_tomm70a,TOMM70A,single,Mitochondria,0.3915349809035072,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.738963131639947,0.8321720561720561,0.8199099745237842,0.8,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
lysosome_lamp1,LAMP1,single,Lysosome,0.4475988330251703,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7367389331261318,0.8253753693753694,0.8056712673663229,0.74,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
lysosome_lamp1,LAMP1,single,Lysosome,0.4475988330251703,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.7367389052947259,0.8253753693753694,0.8056712673663229,0.74,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
autophagosome_atg101,ATG101,single,Lysosome,0.5696557950339326,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7028304977342487,0.759906027906028,0.7688987207299794,0.82,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
autophagosome_atg101,ATG101,single,Lysosome,0.5696557950339326,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.7028304957284963,0.759906027906028,0.7688987207299794,0.82,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
nuclear_speckles_srrm2,SRRM2,single,Nucleus,0.619391207547443,ranking_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8493885807693005,0.8735903495903496,0.5043211124129257,0.76,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
nuclear_speckles_srrm2,SRRM2,single,Nucleus,0.619391207547443,ranking_proxy,state_matched_hybrid,state_matched_hybrid,0.8493885800507657,0.8735903495903496,0.5043211124129257,0.76,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
proteasome_psmb7,PSMB7,single,Stress/PQC,0.4309405843280984,ranking_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.5960753543690468,0.8524185964185965,0.8649332539524749,0.78,1000,1,1,ranking_proxy,True,True,False,True,True,True,True,True,True,recovery,
proteasome_psmb7,PSMB7,single,Stress/PQC,0.4309405843280984,ranking_proxy,state_matched_hybrid,state_matched_hybrid,0.5960753509938823,0.8524185964185965,0.8649332539524749,0.78,1000,1,1,ranking_proxy,True,True,False,True,True,True,True,True,True,recovery,
oxidative_stress_cellrox_live-cell_dye,CellROX live-cell dye,single,Signaling,0.566358845982032,ranking_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.661024148389697,0.792913848913849,0.7604035754657683,0.82,1000,1,1,ranking_proxy,True,True,False,True,True,True,True,True,False,recovery,
oxidative_stress_cellrox_live-cell_dye,CellROX live-cell dye,single,Signaling,0.566358845982032,ranking_proxy,state_matched_hybrid,state_matched_hybrid,0.6610241485340478,0.792913848913849,0.7604035754657683,0.82,1000,1,1,ranking_proxy,True,True,False,True,True,True,True,True,False,recovery,
er_ncln,NCLN,single,ER/Golgi,0.5109354049791082,ranking_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.6531121644501885,0.7559005559005559,0.8174816849740577,0.58,1000,1,1,ranking_proxy,True,True,False,True,True,True,False,True,False,recovery;quantitative_hit,
er_ncln,NCLN,single,ER/Golgi,0.5109354049791082,ranking_proxy,state_matched_hybrid,state_matched_hybrid,0.6531121377034973,0.7559005559005559,0.8174816849740577,0.58,1000,1,1,ranking_proxy,True,True,False,True,True,True,False,True,False,recovery;quantitative_hit,
trans-golgi_vamp3,VAMP3,single,ER/Golgi,0.565576846698852,ranking_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.663585352525115,0.7426306186306186,0.7768874986598934,0.88,1000,1,1,ranking_proxy,True,True,False,True,True,True,True,True,False,recovery,
trans-golgi_vamp3,VAMP3,single,ER/Golgi,0.565576846698852,ranking_proxy,state_matched_hybrid,state_matched_hybrid,0.6635853255020586,0.7426306186306186,0.7768874986598934,0.88,1000,1,1,ranking_proxy,True,True,False,True,True,True,True,True,False,recovery,
p21,p21*,single,Signaling,0.673271028808692,ranking_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.607278133481741,0.7401452121452122,0.2471245885312734,0.64,1000,1,1,ranking_proxy,True,True,False,True,False,True,True,True,False,recovery;variance_lower,
p21,p21*,single,Signaling,0.673271028808692,ranking_proxy,state_matched_hybrid,state_matched_hybrid,0.6072781237883714,0.7401452121452122,0.2471245885312734,0.64,1000,1,1,ranking_proxy,True,True,False,True,False,True,True,True,False,recovery;variance_lower,
mitochondria_tomm20,TOMM20*,single,Mitochondria,0.4495396744921411,ranking_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.68048119072078,0.7225830865830867,0.405429297558564,0.56,1000,1,1,ranking_proxy,True,True,False,True,False,True,False,True,False,recovery;variance_lower;quantitative_hit,
mitochondria_tomm20,TOMM20*,single,Mitochondria,0.4495396744921411,ranking_proxy,state_matched_hybrid,state_matched_hybrid,0.6804811886463704,0.7225830865830867,0.405429297558564,0.56,1000,1,1,ranking_proxy,True,True,False,True,False,True,False,True,False,recovery;variance_lower;quantitative_hit,
p53,p53*,single,Signaling,0.6790572976946833,measurement_required,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.5697864287098249,0.6655184935184936,0.1391835936560213,0.4,1000,1,1,measurement_required,False,True,False,False,False,True,False,False,True,recovery;rank;variance_lower;quantitative_hit,rank;ranking_hit
p53,p53*,single,Signaling,0.6790572976946833,measurement_required,state_matched_hybrid,state_matched_hybrid,0.5697864270108011,0.6655184935184936,0.1391835936560213,0.4,1000,1,1,measurement_required,False,True,False,False,False,True,False,False,True,recovery;rank;variance_lower;quantitative_hit,rank;ranking_hit
caspase_activity_cellevent-caspase_live-cell_dye,CellEvent-Caspase live-cell dye,single,Stress/PQC,0.3152966465946273,measurement_required,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.5755442526589225,0.580865476865477,0.463075149719185,0.42,1000,1,1,measurement_required,False,True,False,False,False,True,False,False,True,recovery;rank;variance_lower;quantitative_hit,rank;ranking_hit
caspase_activity_cellevent-caspase_live-cell_dye,CellEvent-Caspase live-cell dye,single,Stress/PQC,0.3152966465946273,measurement_required,state_matched_hybrid,state_matched_hybrid,0.5755442502937315,0.580865476865477,0.463075149719185,0.42,1000,1,1,measurement_required,False,True,False,False,False,True,False,False,True,recovery;rank;variance_lower;quantitative_hit,rank;ranking_hit
ps6,pS6*,single,Signaling,0.3470813638953472,measurement_required,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.5775233318238557,0.663015507015507,0.0684645614362293,0.28,1000,1,1,measurement_required,False,True,False,False,False,True,False,False,True,recovery;rank;variance_lower;quantitative_hit,rank;ranking_hit
ps6,pS6*,single,Signaling,0.3470813638953472,measurement_required,state_matched_hybrid,state_matched_hybrid,0.5775233313986192,0.663015507015507,0.0684645614362293,0.28,1000,1,1,measurement_required,False,True,False,False,False,True,False,False,True,recovery;rank;variance_lower;quantitative_hit,rank;ranking_hit
