reporter_slug,short_name,run_state,biological_category,reliability,historical_reference_tier,method_id,method,recoverability_r,magnitude_spearman,variance_ratio,top5pct_recall,n_genes,observed_boundary_ties,predicted_boundary_ties,tier,proxy_supported,pass_reliability,pass_recovery,pass_rank,pass_variance_lower,pass_variance_upper,pass_quantitative_hit,pass_ranking_hit,pass_measurement_recovery,failed_quantitative_gates,failed_ranking_gates
clathrin_vesicles_clta,CLTA,checkpoint_average,Lysosome,0.5686643877978657,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.9066772521783908,0.9554859914859912,0.985584518519466,0.92,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
clathrin_vesicles_clta,CLTA,checkpoint_average,Lysosome,0.5686643877978657,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.9043085192592188,0.9554859914859912,0.985584518519466,0.92,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
autophagosome_map1lc3b,MAP1LC3B,checkpoint_average,Lysosome,0.4661954595673966,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.889691340426604,0.9305271065271066,0.9347263774201356,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
autophagosome_map1lc3b,MAP1LC3B,checkpoint_average,Lysosome,0.4661954595673966,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.8897299397398424,0.9305271065271066,0.9347263774201356,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,checkpoint_average,Signaling,0.6070291514177555,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.871222957285742,0.93401305001305,0.7370803755819276,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,checkpoint_average,Signaling,0.6070291514177555,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.8707603305052812,0.93401305001305,0.7370803755819276,0.86,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
recycling_endosome_tfrc,TFRC,checkpoint_average,Endosome,0.591056052462748,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8625896345824002,0.9551779391779394,1.0244270122384225,0.92,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
recycling_endosome_tfrc,TFRC,checkpoint_average,Endosome,0.591056052462748,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.8580801254131357,0.9551779391779394,1.0244270122384225,0.92,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
er_golgi_cope,COPE,checkpoint_average,ER/Golgi,0.5671140969254439,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8243623409420252,0.854032154032154,0.7655537577096397,0.78,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
er_golgi_cope,COPE,checkpoint_average,ER/Golgi,0.5671140969254439,quantitative_proxy,state_matched_hybrid,state_matched_hybrid,0.8243843189967076,0.854032154032154,0.7655537577096397,0.78,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
chaperones_hspa1b,HSPA1B,checkpoint_average,Stress/PQC,0.3807492021518412,quantitative_proxy,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8219783624013265,0.8072720072720073,0.932221391997017,0.84,1000,1,1,quantitative_proxy,True,True,True,True,True,True,True,True,False,,
