reporter_slug,reporter_short_name,biological_category_x,destination_screen,n_source_screens,n_source_control_cells,n_destination_control_cells,n_common_genes,phase_ntc_shift_rms_smd,phase_ntc_shift_median_abs_smd,phase_ntc_shift_p90_abs_smd,phenotype_ntc_shift_rms_smd,phenotype_ntc_shift_median_abs_smd,true_ko_response_rms_shift,true_ko_profile_cross_screen_pearson,true_ko_magnitude_cross_screen_spearman,consensus10_strict_gene_pearson,consensus10_strict_magnitude_spearman,consensus10_strict_cell_pearson,consensus10_gene_holdout_pearson,consensus10_gene_holdout_cell_pearson,short_name,biological_category_y,consensus10_screen_penalty_gene,consensus10_screen_penalty_cell,statistical_unit,inference_cluster,consensus_aggregation,gene_minus_strict_screen_pearson,transfer_loss_rank_desc_81,phase_shift_rank_desc_81,target_shift_rank_desc_81,image_selection_rule,highlight_selection_rule
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,Signaling,Biohub_OPS0047,1,4641,5384,1000,131.32737597572134,0.2764181864357782,252.624301935953,97.7737256471417,79.94133477915065,4.319308475099088,0.1230413277604295,0.2836550716550716,0.1975041540572419,0.5764092964092964,0.0880379939723449,0.871222957285742,0.9508618303885064,FeRhoNox live-cell dye,Signaling,-0.6737188032285,-0.8628238364161614,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,0.6737188032285,2,2,1,per-screen soft-QC non-edge NTC phase/geometry medoid; outcome not used,all two destination directions of the frozen FeRhoNox repeated-reporter failure case
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,Signaling,Biohub_OPS0067,1,5384,4641,1000,4.297953701786162,0.2703796486581157,5.798826712906526,6.243230762098969,3.458537828902464,0.1943461105942084,0.0869619329556057,0.2206494766494766,0.1566016610596913,0.2495001515001514,0.1192092251347578,0.871222957285742,0.9508618303885064,FeRhoNox live-cell dye,Signaling,-0.7146212962260506,-0.8316526052537485,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,0.7146212962260506,1,11,9,per-screen soft-QC non-edge NTC phase/geometry medoid; outcome not used,all two destination directions of the frozen FeRhoNox repeated-reporter failure case
