reporter_slug,reporter_short_name,biological_category_x,destination_screen,n_source_screens,n_source_control_cells,n_destination_control_cells,n_common_genes,phase_ntc_shift_rms_smd,phase_ntc_shift_median_abs_smd,phase_ntc_shift_p90_abs_smd,phenotype_ntc_shift_rms_smd,phenotype_ntc_shift_median_abs_smd,true_ko_response_rms_shift,true_ko_profile_cross_screen_pearson,true_ko_magnitude_cross_screen_spearman,consensus10_strict_gene_pearson,consensus10_strict_magnitude_spearman,consensus10_strict_cell_pearson,consensus10_gene_holdout_pearson,consensus10_gene_holdout_cell_pearson,short_name,biological_category_y,consensus10_screen_penalty_gene,consensus10_screen_penalty_cell,statistical_unit,inference_cluster,consensus_aggregation,gene_minus_strict_screen_pearson
er_sec61b,SEC61B,ER/Golgi,Biohub_OPS0001,5,14551,5374,1000,0.3240711015890219,0.2693907893519649,0.5080439186922202,0.4653525616702997,0.2905685318378113,0.1699102732666618,0.3471678385436709,0.4411982851982852,0.937248277167479,0.8006075666075667,0.8464326411485672,0.8011578214665254,0.7470259395738442,SEC61B,ER/Golgi,0.1360904557009536,0.0994067015747229,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,-0.1360904557009536
er_sec61b,SEC61B,ER/Golgi,Biohub_OPS0005,5,15927,3998,1000,0.049727907629665,0.0359489368940017,0.081991610977069,0.1699815540632716,0.1394633858533281,0.1462184625891332,0.333717695768943,0.4244507924507924,0.8922984513143698,0.8107889107889108,0.7770001851022243,0.8011578214665254,0.7470259395738442,SEC61B,ER/Golgi,0.0911406298478444,0.0299742455283801,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,-0.0911406298478444
er_sec61b,SEC61B,ER/Golgi,Biohub_OPS0006,5,16485,3440,1000,0.2656171636085931,0.2220082461199184,0.4380601351895307,0.3750619812232273,0.3335021287939467,0.1437890476812168,0.3297199319550288,0.3834719634719635,0.7998452552904686,0.7668521201526766,0.7000055170307556,0.8011578214665254,0.7470259395738442,SEC61B,ER/Golgi,-0.0013125661760567,-0.0470204225430885,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,0.0013125661760567
er_sec61b,SEC61B,ER/Golgi,Biohub_OPS0007,5,18488,1437,1000,0.1897328730311705,0.1280549629635292,0.3320661077490484,0.145240304954816,0.1373150738412961,0.2299803934208137,0.2771626370494809,0.2438440238440239,0.7891836023579042,0.7354520254520255,0.72644117847085,0.8011578214665254,0.7470259395738442,SEC61B,ER/Golgi,-0.0119742191086211,-0.0205847611029942,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,0.0119742191086211
er_sec61b,SEC61B,ER/Golgi,Biohub_OPS0008,5,16506,3419,1000,0.1435775660992571,0.0867812477167266,0.2068302424028098,0.173930253853878,0.1281712592223215,0.1350044755183296,0.3214910633838401,0.3325841845841846,0.8765254722287257,0.8058521742697309,0.7697934669752916,0.8011578214665254,0.7470259395738442,SEC61B,ER/Golgi,0.0753676507622003,0.0227675274014473,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,-0.0753676507622003
er_sec61b,SEC61B,ER/Golgi,Biohub_OPS0009,5,17668,2257,1000,0.1422512460998698,0.1054251954278404,0.240338927577854,0.1394929642867681,0.1005979205971436,0.183177425198121,0.2499278682026601,0.3330694890694891,0.8434317881862323,0.7741667461667462,0.7560481273879607,0.8011578214665254,0.7470259395738442,SEC61B,ER/Golgi,0.0422739667197069,0.0090221878141164,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,-0.0422739667197069
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,Signaling,Biohub_OPS0047,1,4641,5384,1000,131.32737597572134,0.2764181864357782,252.624301935953,97.7737256471417,79.94133477915065,4.319308475099088,0.1230413277604295,0.2836550716550716,0.1975041540572419,0.5764092964092964,0.0880379939723449,0.871222957285742,0.9508618303885064,FeRhoNox live-cell dye,Signaling,-0.6737188032285,-0.8628238364161614,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,0.6737188032285
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,Signaling,Biohub_OPS0067,1,5384,4641,1000,4.297953701786162,0.2703796486581157,5.798826712906526,6.243230762098969,3.458537828902464,0.1943461105942084,0.0869619329556057,0.2206494766494766,0.1566016610596913,0.2495001515001514,0.1192092251347578,0.871222957285742,0.9508618303885064,FeRhoNox live-cell dye,Signaling,-0.7146212962260506,-0.8316526052537485,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,0.7146212962260506
late_endosome_rab7a,RAB7A,Endosome,Biohub_OPS0014,1,3467,2715,1000,0.3272826158268922,0.0940711655062239,0.6294287471109483,0.6477727572226746,0.5916215791399957,0.1970465574156525,0.3830871926405493,0.3094923574923575,0.8916496870418389,0.8747760287760288,0.8254489780714114,0.9105539268503586,0.8766868499418101,RAB7A,Endosome,-0.0189042398085197,-0.0512378718703987,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,0.0189042398085197
late_endosome_rab7a,RAB7A,Endosome,Biohub_OPS0026,1,2715,3467,1000,0.5083090381400899,0.0938003009477975,0.8475259610247525,0.9399296348162556,0.800588233599504,0.2754107258994609,0.4112878223139823,0.3196005916005916,0.9015414888660114,0.920893700893701,0.8535501801719267,0.9105539268503586,0.8766868499418101,RAB7A,Endosome,-0.0090124379843472,-0.0231366697698833,directed_reporter_destination_screen,reporter_slug,unweighted_median_10_models,0.0090124379843472
