method_id,split,reporter_slug,metric,legacy_partition_median,corrected_partition_mean,n_partitions,mean_minus_legacy_median
catboost_multirmse,strict_whole_screen,fe2+_ferhonox_live-cell_dye,gene_macro_feature_pearson,0.23999114138617483,0.23999114138617483,2,0.0
catboost_multirmse,strict_whole_screen,late_endosome_rab7a,gene_macro_feature_pearson,0.8952030936876932,0.8952030936876932,2,0.0
catboost_multirmse,strict_whole_screen,lipid_droplet_bodipy_live_cell_dye,gene_macro_feature_pearson,0.9093958487113316,0.9093958487113316,2,0.0
catboost_multirmse,strict_whole_screen,lipid_droplet_plin2,gene_macro_feature_pearson,0.23858958960045124,0.23858958960045124,2,0.0
catboost_multirmse,strict_whole_screen,lysosome_lamp1,gene_macro_feature_pearson,0.7445170823484659,0.7445170823484659,2,0.0
catboost_multirmse,strict_whole_screen,lysosome_lysotracker_live-cell_dye,gene_macro_feature_pearson,0.9125476330518724,0.9157801270484924,3,0.003232493996620067
catboost_multirmse,strict_whole_screen,mitochondria_chromalive_561_excitation,gene_macro_feature_pearson,0.6524846114528676,0.6524846114528676,2,0.0
catboost_multirmse,strict_whole_screen,mitochondria_tomm70a,gene_macro_feature_pearson,0.6026828357717022,0.6026828357717022,2,0.0
catboost_multirmse,strict_whole_screen,nuclear_speckles_srrm2,gene_macro_feature_pearson,0.6260836351818094,0.6260836351818094,2,0.0
catboost_multirmse,strict_whole_screen,nuclei_nucleolive_live_cell_dye,gene_macro_feature_pearson,0.43044126679887995,0.43044126679887995,2,0.0
catboost_multirmse,strict_whole_screen,nucleolus-dfc_fbl,gene_macro_feature_pearson,0.433868608243453,0.433868608243453,2,0.0
catboost_multirmse,strict_whole_screen,nucleolus-gc_npm3,gene_macro_feature_pearson,0.7225165479661276,0.7225165479661276,2,0.0
catboost_multirmse,strict_whole_screen,oxidative_stress_cellrox_live-cell_dye,gene_macro_feature_pearson,0.4701953146662466,0.4701953146662466,2,0.0
catboost_multirmse,strict_whole_screen,peroxisome_peroxi_spy650_live_cell_dye,gene_macro_feature_pearson,0.638652223162353,0.638652223162353,2,0.0
catboost_multirmse,strict_whole_screen,plasma_membrane_atp1b3,gene_macro_feature_pearson,0.7460156111046672,0.7460156111046672,2,0.0
catboost_multirmse,strict_whole_screen,plasma_membrane_slc3a2,gene_macro_feature_pearson,0.9142292415102323,0.9142292415102323,2,0.0
catboost_multirmse,strict_whole_screen,proteasome_psmb7,gene_macro_feature_pearson,0.5620637031582494,0.5620637031582494,2,0.0
catboost_multirmse,strict_whole_screen,recycling_endosome_tfrc,gene_macro_feature_pearson,0.842374083896478,0.842374083896478,2,0.0
catboost_multirmse,strict_whole_screen,trans-golgi_vamp3,gene_macro_feature_pearson,0.567328129739811,0.567328129739811,2,0.0
gbdt,field_holdout_sanity,5xupre,gene_macro_feature_pearson,0.7063842266798019,0.7057905831933022,5,-0.0005936434864997064
gbdt,field_holdout_sanity,actin_filament_fastact_spy555_live_cell_dye,gene_macro_feature_pearson,0.8994735690454642,0.8969535378118356,5,-0.002520031233628539
gbdt,field_holdout_sanity,autophagosome_atg101,gene_macro_feature_pearson,0.6526000847419103,0.6450089909136295,5,-0.007591093828280826
gbdt,field_holdout_sanity,autophagosome_map1lc3b,gene_macro_feature_pearson,0.8525260662039121,0.8538971319794655,5,0.0013710657755533484
gbdt,field_holdout_sanity,b-catenin,gene_macro_feature_pearson,0.5203383279343446,0.5159841464568551,5,-0.00435418147748956
gbdt,field_holdout_sanity,c-myc,gene_macro_feature_pearson,0.5065603428830703,0.4953993937124809,5,-0.011160949170589407
gbdt,field_holdout_sanity,caspase_activity_cellevent-caspase_live-cell_dye,gene_macro_feature_pearson,0.5401019978647431,0.5409610010062655,5,0.0008590031415224297
gbdt,field_holdout_sanity,cell_proliferation_marker_mki67,gene_macro_feature_pearson,0.6572723550101122,0.6463810717066129,5,-0.01089128330349931
