reporter_slug,short_name,display_label,biological_category,destination_screen,display_screen,metric,metric_label,value,reporter_order,status
oxidative_stress_cellrox_live-cell_dye,CellROX live-cell dye,CellROX,Signaling,Biohub_OPS0048,OPS0048,consensus10_strict_magnitude_spearman,Rank across screens,0.7832317832317832,31,crosses_gate
oxidative_stress_cellrox_live-cell_dye,CellROX live-cell dye,CellROX,Signaling,Biohub_OPS0069,OPS0069,consensus10_strict_magnitude_spearman,Rank across screens,0.0355001155001154,31,crosses_gate
endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,pHrodo-dextran Live Cell Dye,pHrodo-dextran,Signaling,Biohub_OPS0053,OPS0053,consensus10_strict_gene_pearson,Recovery across screens,0.3304604567044104,32,stable_below
endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,pHrodo-dextran Live Cell Dye,pHrodo-dextran,Signaling,Biohub_OPS0064,OPS0064,consensus10_strict_gene_pearson,Recovery across screens,0.3070989734260365,32,stable_below
endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,pHrodo-dextran Live Cell Dye,pHrodo-dextran,Signaling,Biohub_OPS0053,OPS0053,consensus10_strict_magnitude_spearman,Rank across screens,0.6965267225267224,32,stable_below
endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,pHrodo-dextran Live Cell Dye,pHrodo-dextran,Signaling,Biohub_OPS0064,OPS0064,consensus10_strict_magnitude_spearman,Rank across screens,0.3079083979083978,32,stable_below
lipid_droplet_plin2,PLIN2,PLIN2,Lysosome,Biohub_OPS0022,OPS0022,consensus10_strict_gene_pearson,Recovery across screens,0.3941558683291077,33,stable_below
lipid_droplet_plin2,PLIN2,PLIN2,Lysosome,Biohub_OPS0065,OPS0065,consensus10_strict_gene_pearson,Recovery across screens,0.2384413432834359,33,stable_below
lipid_droplet_plin2,PLIN2,PLIN2,Lysosome,Biohub_OPS0022,OPS0022,consensus10_strict_magnitude_spearman,Rank across screens,0.4671013071013071,33,stable_below
lipid_droplet_plin2,PLIN2,PLIN2,Lysosome,Biohub_OPS0065,OPS0065,consensus10_strict_magnitude_spearman,Rank across screens,0.176065724065724,33,stable_below
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,FeRhoNox,Signaling,Biohub_OPS0047,OPS0047,consensus10_strict_gene_pearson,Recovery across screens,0.1975041540572419,34,stable_below
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,FeRhoNox,Signaling,Biohub_OPS0067,OPS0067,consensus10_strict_gene_pearson,Recovery across screens,0.1566016610596913,34,stable_below
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,FeRhoNox,Signaling,Biohub_OPS0047,OPS0047,consensus10_strict_magnitude_spearman,Rank across screens,0.5764092964092964,34,stable_below
fe2+_ferhonox_live-cell_dye,FeRhoNox live-cell dye,FeRhoNox,Signaling,Biohub_OPS0067,OPS0067,consensus10_strict_magnitude_spearman,Rank across screens,0.2495001515001514,34,stable_below
