gene,mean_response_percentile
SEL1L,0.38517307692307684
SERINC3,0.30268269230769235
SETD1B,0.4883653846153847
SF3B3,0.7902115384615386
SF3B5,0.7511730769230769
SH3GL1,0.3711730769230769
SH3KBP1,0.2888846153846154
SIGLEC14,0.5091730769230768
SKA3,0.7102692307692305
SKAP1,0.5388653846153847
SKP2,0.686
SLC25A24,0.3628076923076923
SLC2A1,0.36113461538461533
SLC2A8,0.3993076923076923
SLC35B1,0.4087115384615384
SLC35B2,0.4836923076923077
SLC35C1,0.42061538461538467
SLC38A2,0.38173076923076926
SLC38A6,0.4660384615384616
SLC39A7,0.42198076923076927
SLC39A9,0.39988461538461534
SLC4A1,0.4400576923076922
SLC5A3,0.33465384615384625
SLU7,0.6558076923076922
SMARCC1,0.32069230769230767
SMARCD1,0.5356153846153846
SMC1A,0.4804230769230769
SMC2,0.6574423076923076
SMC3,0.4821346153846155
SMU1,0.8410576923076925
SNAPC2,0.44690384615384615
SNRNP200,0.7576153846153848
SNRNP40,0.3076923076923077
SNRNP70,0.5832692307692308
SNRPB2,0.5241923076923076
SNRPC,0.7983846153846154
SNRPD1,0.893153846153846
SNRPD2,0.8328846153846153
SNRPD3,0.8288269230769232
SNRPG,0.9114807692307692
SNX32,0.4300769230769231
SOCS1,0.3627307692307692
SON,0.5091923076923078
SPATA31A3,0.7757692307692309
SPATA31A5,0.776826923076923
SPCS2,0.6967307692307693
SPCS3,0.4489038461538461
SPEN,0.5084423076923077
SPHK2,0.6368461538461538
SPRR2A,0.8022500000000001
SPRR2B,0.6940961538461538
SRP19,0.5532692307692307
SRP54,0.6724615384615386
SRP68,0.48636538461538464
SRP72,0.4587307692307692
SRPRA,0.5423846153846155
SRPRB,0.34323076923076923
SRSF3,0.8725192307692307
SRSF7,0.6175000000000002
SRSF8,0.32053846153846155
SSBP3,0.3294230769230768
SSX2IP,0.3541346153846154
STAT5B,0.5120384615384614
STK40,0.4153846153846154
STMN1,0.32157692307692304
STT3A,0.2601346153846154
STT3B,0.40113461538461537
STX5,0.42971153846153853
STX8,0.32509615384615387
STXBP1,0.4104423076923077
STXBP3,0.36417307692307693
SUV39H1,0.36357692307692296
SYPL2,0.4816346153846153
SYVN1,0.5326153846153846
TAB2,0.3374038461538461
TAF12,0.3924807692307693
TAF1B,0.5364038461538462
TAF6,0.5693461538461538
