method_id,method,split,reporter_slug,cell_pearson,split_label,method_color,method_order,method_family
gbdt,GBDT,field_holdout_sanity,plasma_membrane_wga,0.6074694895495971,Field,#5E88AD,2,Classical tabular
gbdt,GBDT,field_holdout_sanity,prb,0.3688816132924209,Field,#5E88AD,2,Classical tabular
gbdt,GBDT,field_holdout_sanity,proteasome_psmb7,0.6543818118671576,Field,#5E88AD,2,Classical tabular
gbdt,GBDT,field_holdout_sanity,ps6,0.5050560023445481,Field,#5E88AD,2,Classical tabular
gbdt,GBDT,field_holdout_sanity,recycling_endosome_tfrc,0.8629664376378059,Field,#5E88AD,2,Classical tabular
gbdt,GBDT,field_holdout_sanity,stress_granule_g3bp1,0.8752559850613275,Field,#5E88AD,2,Classical tabular
gbdt,GBDT,field_holdout_sanity,trans-golgi_vamp3,0.6560813255608082,Field,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,5xupre,0.6894930890202522,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,actin_filament_fastact_spy555_live_cell_dye,0.9014949984848499,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,autophagosome_atg101,0.6582237814863523,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,autophagosome_map1lc3b,0.8937991162141165,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,b-catenin,0.48043478662769,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,c-myc,0.4411157037566105,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,caspase_activity_cellevent-caspase_live-cell_dye,0.5395112951596578,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,cell_proliferation_marker_mki67,0.7364399376014868,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,chaperones_hspa1b,0.798015179981788,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,chromalive_488_excitation,0.7647856930891673,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,chromatin_h2bc21,0.645126149058342,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,clathrin_vesicles_clta,0.873008362452189,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,early_endosome_eea1,0.8325293260316053,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,0.8077189554770788,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,endosome_vps35,0.8295468342800936,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,er_cona,0.5563194379624393,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,er_golgi_bridge_vapa,0.7543775469064713,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,er_golgi_cop-ii_sec23a,0.8463279942671458,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,er_golgi_cope,0.8400667543212572,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,er_ncln,0.5546291382362446,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,er_sec61b,0.7567176317175229,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,f-actin_phalloidin,0.5969688802543613,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,fe2+_ferhonox_live-cell_dye,0.9562690950930118,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,late_endosome_rab7a,0.8897845807174841,Gene,#5E88AD,2,Classical tabular
gbdt,GBDT,gene_holdout_main,lipid_droplet_bodipy_live_cell_dye,0.8701462164521218,Gene,#5E88AD,2,Classical tabular
