run_state,reporter_slug,method_id,reference_state,reference_method_id,reference_tier,tier,transition,exact_tier_changed,proxy_status_changed,reliability_pass,changed_gate_flags,n_changed_gate_flags,delta_recoverability_r,delta_magnitude_spearman,delta_variance_ratio,delta_top5pct_recall,delta_reliability
checkpoint_average,proteasome_psmb7,gbdt,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,unchanged,False,False,True,,0,-0.0011980234235932086,0.008504660504660477,0.09658301341983133,0.0,0.0
checkpoint_average,oxidative_stress_cellrox_live-cell_dye,gbdt,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,unchanged,False,False,True,,0,-0.009108817666252822,0.004186684186684109,0.03437238547147636,0.0,0.0
checkpoint_average,er_ncln,gbdt,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,unchanged,False,False,True,quantitative_hit,1,-0.0026215150598618564,-0.004204156204156151,0.03564179566642578,0.020000000000000018,0.0
checkpoint_average,trans-golgi_vamp3,gbdt,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,unchanged,False,False,True,,0,0.0020482909131787075,0.0012196332196332538,0.10868533387251877,0.0,0.0
checkpoint_average,p21,gbdt,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,unchanged,False,False,True,,0,-0.01713011050328317,-0.007094563094563022,-0.01630205141649982,0.020000000000000018,0.0
checkpoint_average,mitochondria_tomm20,gbdt,checkpoint_average,coherent_median_ensemble,ranking_proxy,ranking_proxy,unchanged,False,False,True,,0,-0.007353732294256399,0.003081675081675117,0.0141033107449548,0.040000000000000036,0.0
checkpoint_average,p53,gbdt,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,unchanged,False,False,True,,0,-0.044773117998437195,-0.024384012384012443,0.008963096780301716,-0.040000000000000036,0.0
checkpoint_average,caspase_activity_cellevent-caspase_live-cell_dye,gbdt,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,unchanged,False,False,True,,0,-0.007300330612566519,0.012463212463212359,0.01804892952476317,-0.06,0.0
checkpoint_average,ps6,gbdt,checkpoint_average,coherent_median_ensemble,measurement_required,measurement_required,unchanged,False,False,True,,0,-0.022492634183867377,0.0011347091347091443,0.004279533829367396,0.0,0.0
checkpoint_average,prb,gbdt,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,unchanged,False,False,False,rank;quantitative_hit;ranking_hit,3,-0.13983970974446747,-0.08439859239859238,0.0271253509955626,-0.25999999999999995,0.0
checkpoint_average,nuclei_hoechst,gbdt,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,unchanged,False,False,False,,0,-0.006724991717019457,-0.0043775803775805144,0.020389140958323893,0.040000000000000036,0.0
checkpoint_average,nucleoli_npm1,gbdt,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,unchanged,False,False,False,,0,-0.005024614610869449,0.008779520779520822,0.011484287993359044,0.020000000000000018,0.0
checkpoint_average,b-catenin,gbdt,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,unchanged,False,False,False,variance_lower,1,-0.021747756354828285,-0.002476094476094537,0.05149177145707262,0.06000000000000005,0.0
checkpoint_average,c-myc,gbdt,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,unchanged,False,False,False,,0,-0.025722687832863578,-0.0038598878598877784,0.040282067219664486,0.020000000000000018,0.0
checkpoint_average,er_cona,gbdt,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,unchanged,False,False,False,,0,-0.006519503840398233,0.001734961734961793,0.004475957380032036,0.0,0.0
checkpoint_average,microtubules_tubulin,gbdt,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,unchanged,False,False,False,,0,-0.0036386150936078554,0.0046825126825125185,0.0068155005711150185,0.0,0.0
checkpoint_average,nucleolus-dfc_fbl,gbdt,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,unchanged,False,False,False,,0,0.0036707032605732826,0.0054295494295494295,0.07686199646000647,0.019999999999999907,0.0
checkpoint_average,plasma_membrane_wga,gbdt,checkpoint_average,coherent_median_ensemble,not_identifiable,not_identifiable,unchanged,False,False,False,quantitative_hit,1,-0.004523177070609008,0.006382914382914273,0.0076264592563567435,-0.020000000000000018,0.0
checkpoint_average,microtubules_map4,gbdt,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,unchanged,False,False,True,,0,-0.001746069419771401,-0.0005448845448845496,-0.0037651254270032464,0.0,0.0
