reporter_slug,modality,display_column,feature_class
prb,phase,144,phase2d_vesicular_dark
prb,phase,145,phase2d_vesicular
prb,phase,146,phase2d_vesicular
prb,phase,147,phase2d_vesicular
prb,phase,148,phase2d_tubular
prb,phase,149,phase2d_tubular
prb,phase,150,phase2d_tubular
prb,phase,151,phase2d_tubular
prb,phase,152,phase2d_vesicular
prb,phase,153,phase2d_tubular
prb,phase,154,phase2d_tubular
prb,phase,155,phase2d_tubular
prb,phase,156,phase2d_vesicular
prb,phase,157,phase2d_vesicular
prb,phase,158,phase2d_vesicular
prb,phase,159,phase2d_vesicular_dark
prb,phase,160,phase2d_vesicular_dark
prb,phase,161,phase2d_vesicular_dark
prb,phase,162,phase2d_tubular
prb,phase,163,phase2d_vesicular
prb,phase,164,phase2d_vesicular
prb,phase,165,phase2d_tubular
prb,phase,166,phase2d_vesicular_dark
prb,phase,167,phase2d_vesicular_dark
prb,phase,168,cell
prb,phase,169,cell
prb,phase,170,cell
prb,phase,171,cell
prb,target,0,Integrated
prb,target,1,Integrated
prb,target,2,Integrated
prb,target,3,Integrated
prb,target,4,Spatial
prb,target,5,Spatial
prb,target,6,Level
prb,target,7,Level
prb,target,8,Dispersion
prb,target,9,Dispersion
prb,target,10,Extrema/range
prb,target,11,Extrema/range
prb,target,12,Extrema/range
prb,target,13,Dispersion
prb,target,14,Spatial
prb,target,15,Extrema/range
prb,target,16,Extrema/range
prb,target,17,Level
prb,target,18,Level
prb,target,19,Extrema/range
prb,target,20,Dispersion
prb,target,21,Dispersion
prb,target,22,Extrema/range
prb,target,23,Spatial
prb,target,24,Extrema/range
prb,target,25,Dispersion
prb,target,26,Extrema/range
prb,target,27,Extrema/range
prb,target,28,Extrema/range
prb,target,29,Extrema/range
