batch,reporter_id,tier,recoverability_r,magnitude_spearman,variance_ratio,top5pct_recall,reliability
prod_25,ldh_release,measurement required,0.5710933905508183,0.6693573303337083,0.9202373285960148,0.5714285714285714,0.4317914218459194
prod_25,mtt_viability,unresolved,0.7727466707147929,0.6017697787776528,1.26106272395305,0.5714285714285714,0.5151597958203917
prod_26,ldh_release,unresolved,0.6888483507256162,0.6224551931008624,0.7622623875107509,0.8571428571428571,0.561407563538768
prod_26,mtt_viability,unresolved,0.8300868070157964,0.6322211981566819,0.9621864532826164,0.8571428571428571,0.6113974863478906
prod_27,ldh_release,unresolved,0.6847795104689672,0.5289148856392951,0.9924851039695776,0.5714285714285714,0.3424704461002013
prod_27,mtt_viability,unresolved,0.8059193165802689,0.4890998463901689,1.0476105836733316,0.7142857142857143,0.5803422599392686
prod_30,ldh_release,measurement required,0.4068058892876557,0.4428960331864143,0.5350517622729964,0.3333333333333333,0.314623922430076
prod_30,mtt_viability,unresolved,0.8052871858620463,0.5219082188229194,0.6788106861745933,0.6666666666666666,0.454501598608551
