method_id,split,reporter_slug,screen_id,assay_id,cell_pearson,cell_metric_provenance,split_label,method,method_color,method_family,method_order
ridge,field_holdout_sanity,fe2+_ferhonox_live-cell_dye,Biohub_OPS0047,fe2+_ferhonox_live-cell_dye::Biohub_OPS0047,0.948575514058272,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,fe2+_ferhonox_live-cell_dye,Biohub_OPS0067,fe2+_ferhonox_live-cell_dye::Biohub_OPS0067,0.948575514058272,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,b-catenin,Biohub_OPS0077,b-catenin::Biohub_OPS0077,0.4133987188835938,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,c-myc,Biohub_OPS0077,c-myc::Biohub_OPS0077,0.43058958460887276,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,Biohub_OPS0053,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye::Biohub_OPS0053,0.7903026517480611,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,Biohub_OPS0064,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye::Biohub_OPS0064,0.7903026517480611,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,oxidative_stress_cellrox_live-cell_dye,Biohub_OPS0048,oxidative_stress_cellrox_live-cell_dye::Biohub_OPS0048,0.7506901599466801,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,oxidative_stress_cellrox_live-cell_dye,Biohub_OPS0069,oxidative_stress_cellrox_live-cell_dye::Biohub_OPS0069,0.7506901599466801,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,p21,Biohub_OPS0077,p21::Biohub_OPS0077,0.40328706632057826,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,p53,Biohub_OPS0077,p53::Biohub_OPS0077,0.3698298050463199,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,prb,Biohub_OPS0077,prb::Biohub_OPS0077,0.37134104788303374,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,ps6,Biohub_OPS0077,ps6::Biohub_OPS0077,0.4336026578148206,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,cell_proliferation_marker_mki67,Biohub_OPS0045,cell_proliferation_marker_mki67::Biohub_OPS0045,0.7187798348565896,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,cell_proliferation_marker_mki67,Biohub_OPS0057,cell_proliferation_marker_mki67::Biohub_OPS0057,0.7187798348565896,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,chromatin_h2bc21,Biohub_OPS0064,chromatin_h2bc21::Biohub_OPS0064,0.605255538970232,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,chromatin_h2bc21,Biohub_OPS0069,chromatin_h2bc21::Biohub_OPS0069,0.605255538970232,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,nuclear_speckles_srrm2,Biohub_OPS0036,nuclear_speckles_srrm2::Biohub_OPS0036,0.833622615536054,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,nuclear_speckles_srrm2,Biohub_OPS0061,nuclear_speckles_srrm2::Biohub_OPS0061,0.833622615536054,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,nuclei_hoechst,Biohub_OPS0043,nuclei_hoechst::Biohub_OPS0043,0.6466226766506831,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,nucleoli_npm1,Biohub_OPS0043,nucleoli_npm1::Biohub_OPS0043,0.40674584454132445,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,nucleolus-dfc_fbl,Biohub_OPS0041,nucleolus-dfc_fbl::Biohub_OPS0041,0.8005868315696716,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,nucleolus-dfc_fbl,Biohub_OPS0062,nucleolus-dfc_fbl::Biohub_OPS0062,0.8005868315696716,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,nucleolus-gc_npm3,Biohub_OPS0042,nucleolus-gc_npm3::Biohub_OPS0042,0.8162350823481879,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,nucleolus-gc_npm3,Biohub_OPS0058,nucleolus-gc_npm3::Biohub_OPS0058,0.8162350823481879,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,nuclei_nucleolive_live_cell_dye,Biohub_OPS0061,nuclei_nucleolive_live_cell_dye::Biohub_OPS0061,0.6339387693752846,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,nuclei_nucleolive_live_cell_dye,Biohub_OPS0062,nuclei_nucleolive_live_cell_dye::Biohub_OPS0062,0.6339387693752846,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_cona,Biohub_OPS0043,er_cona::Biohub_OPS0043,0.533479876526528,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_ncln,Biohub_OPS0052,er_ncln::Biohub_OPS0052,0.5569728285074234,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_sec61b,Biohub_OPS0001,er_sec61b::Biohub_OPS0001,0.7537735633552074,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_sec61b,Biohub_OPS0005,er_sec61b::Biohub_OPS0005,0.7537735633552074,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_sec61b,Biohub_OPS0006,er_sec61b::Biohub_OPS0006,0.7537735633552074,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_sec61b,Biohub_OPS0007,er_sec61b::Biohub_OPS0007,0.7537735633552074,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_sec61b,Biohub_OPS0008,er_sec61b::Biohub_OPS0008,0.7537735633552074,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_sec61b,Biohub_OPS0009,er_sec61b::Biohub_OPS0009,0.7537735633552074,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_golgi_cop-ii_sec23a,Biohub_OPS0035,er_golgi_cop-ii_sec23a::Biohub_OPS0035,0.8393716213603815,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_golgi_cope,Biohub_OPS0023,er_golgi_cope::Biohub_OPS0023,0.8327877931296825,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_golgi_cope,Biohub_OPS0074,er_golgi_cope::Biohub_OPS0074,0.8327877931296825,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_golgi_bridge_vapa,Biohub_OPS0020,er_golgi_bridge_vapa::Biohub_OPS0020,0.7378958575427532,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,er_golgi_bridge_vapa,Biohub_OPS0021,er_golgi_bridge_vapa::Biohub_OPS0021,0.7378958575427532,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,trans-golgi_vamp3,Biohub_OPS0030,trans-golgi_vamp3::Biohub_OPS0030,0.6253854210178057,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,trans-golgi_vamp3,Biohub_OPS0059,trans-golgi_vamp3::Biohub_OPS0059,0.6253854210178057,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,chromalive_488_excitation,Biohub_OPS0002,chromalive_488_excitation::Biohub_OPS0002,0.732832129796346,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,chromalive_488_excitation,Biohub_OPS0051,chromalive_488_excitation::Biohub_OPS0051,0.732832129796346,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,mitochondria_chromalive_561_excitation,Biohub_OPS0063,mitochondria_chromalive_561_excitation::Biohub_OPS0063,0.8010948243240514,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,mitochondria_chromalive_561_excitation,Biohub_OPS0075,mitochondria_chromalive_561_excitation::Biohub_OPS0075,0.8010948243240514,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,mitochondria_tomm20,Biohub_OPS0043,mitochondria_tomm20::Biohub_OPS0043,0.5080897369525499,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,mitochondria_tomm70a,Biohub_OPS0015,mitochondria_tomm70a::Biohub_OPS0015,0.7657640648384889,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,mitochondria_tomm70a,Biohub_OPS0068,mitochondria_tomm70a::Biohub_OPS0068,0.7657640648384889,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,actin_filament_fastact_spy555_live_cell_dye,Biohub_OPS0033,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0033,0.8841034094492594,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,actin_filament_fastact_spy555_live_cell_dye,Biohub_OPS0065,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0065,0.8841034094492594,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,actin_filament_fastact_spy555_live_cell_dye,Biohub_OPS0072,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0072,0.8841034094492594,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,actin_filament_fastact_spy555_live_cell_dye,Biohub_OPS0074,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0074,0.8841034094492594,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,actin_filament_fastact_spy555_live_cell_dye,Biohub_OPS0076,actin_filament_fastact_spy555_live_cell_dye::Biohub_OPS0076,0.8841034094492594,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,f-actin_phalloidin,Biohub_OPS0043,f-actin_phalloidin::Biohub_OPS0043,0.575382201332185,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,microtubules_map4,Biohub_OPS0046,microtubules_map4::Biohub_OPS0046,0.7207099293669066,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,microtubules_tubulin,Biohub_OPS0043,microtubules_tubulin::Biohub_OPS0043,0.5498390037152502,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,autophagosome_atg101,Biohub_OPS0031,autophagosome_atg101::Biohub_OPS0031,0.6552262810369333,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,autophagosome_atg101,Biohub_OPS0054,autophagosome_atg101::Biohub_OPS0054,0.6552262810369333,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,autophagosome_map1lc3b,Biohub_OPS0016,autophagosome_map1lc3b::Biohub_OPS0016,0.8782340630888938,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,autophagosome_map1lc3b,Biohub_OPS0017,autophagosome_map1lc3b::Biohub_OPS0017,0.8782340630888938,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,autophagosome_map1lc3b,Biohub_OPS0040,autophagosome_map1lc3b::Biohub_OPS0040,0.8782340630888938,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,clathrin_vesicles_clta,Biohub_OPS0018,clathrin_vesicles_clta::Biohub_OPS0018,0.855874577909708,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,clathrin_vesicles_clta,Biohub_OPS0019,clathrin_vesicles_clta::Biohub_OPS0019,0.855874577909708,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,lipid_droplet_bodipy_live_cell_dye,Biohub_OPS0034,lipid_droplet_bodipy_live_cell_dye::Biohub_OPS0034,0.8484034714599451,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,lipid_droplet_bodipy_live_cell_dye,Biohub_OPS0066,lipid_droplet_bodipy_live_cell_dye::Biohub_OPS0066,0.8484034714599451,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,lipid_droplet_plin2,Biohub_OPS0022,lipid_droplet_plin2::Biohub_OPS0022,0.7849646963179111,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,lipid_droplet_plin2,Biohub_OPS0065,lipid_droplet_plin2::Biohub_OPS0065,0.7849646963179111,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,lysosome_lamp1,Biohub_OPS0011,lysosome_lamp1::Biohub_OPS0011,0.7104642649491628,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,lysosome_lamp1,Biohub_OPS0012,lysosome_lamp1::Biohub_OPS0012,0.7104642649491628,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,lysosome_lysotracker_live-cell_dye,Biohub_OPS0044,lysosome_lysotracker_live-cell_dye::Biohub_OPS0044,0.8824286077171564,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,lysosome_lysotracker_live-cell_dye,Biohub_OPS0055,lysosome_lysotracker_live-cell_dye::Biohub_OPS0055,0.8824286077171564,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,lysosome_lysotracker_live-cell_dye,Biohub_OPS0056,lysosome_lysotracker_live-cell_dye::Biohub_OPS0056,0.8824286077171564,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,early_endosome_eea1,Biohub_OPS0039,early_endosome_eea1::Biohub_OPS0039,0.8150402826567491,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,endosome_vps35,Biohub_OPS0013,endosome_vps35::Biohub_OPS0013,0.7941921837627888,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,endosome_vps35,Biohub_OPS0025,endosome_vps35::Biohub_OPS0025,0.7941921837627888,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,late_endosome_rab7a,Biohub_OPS0014,late_endosome_rab7a::Biohub_OPS0014,0.8724828677872816,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,late_endosome_rab7a,Biohub_OPS0026,late_endosome_rab7a::Biohub_OPS0026,0.8724828677872816,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,recycling_endosome_tfrc,Biohub_OPS0027,recycling_endosome_tfrc::Biohub_OPS0027,0.8391329407691955,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,recycling_endosome_tfrc,Biohub_OPS0060,recycling_endosome_tfrc::Biohub_OPS0060,0.8391329407691955,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,plasma_membrane_atp1b3,Biohub_OPS0032,plasma_membrane_atp1b3::Biohub_OPS0032,0.6555263604968786,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,plasma_membrane_atp1b3,Biohub_OPS0071,plasma_membrane_atp1b3::Biohub_OPS0071,0.6555263604968786,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,plasma_membrane_slc3a2,Biohub_OPS0003,plasma_membrane_slc3a2::Biohub_OPS0003,0.8511930709083876,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,plasma_membrane_slc3a2,Biohub_OPS0004,plasma_membrane_slc3a2::Biohub_OPS0004,0.8511930709083876,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,plasma_membrane_wga,Biohub_OPS0043,plasma_membrane_wga::Biohub_OPS0043,0.5872285079210997,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,peroxisome_peroxi_spy650_live_cell_dye,Biohub_OPS0045,peroxisome_peroxi_spy650_live_cell_dye::Biohub_OPS0045,0.8432437767585119,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,peroxisome_peroxi_spy650_live_cell_dye,Biohub_OPS0057,peroxisome_peroxi_spy650_live_cell_dye::Biohub_OPS0057,0.8432437767585119,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,5xupre,Biohub_OPS0001,5xupre::Biohub_OPS0001,0.687041757106781,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,5xupre,Biohub_OPS0005,5xupre::Biohub_OPS0005,0.687041757106781,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,5xupre,Biohub_OPS0006,5xupre::Biohub_OPS0006,0.687041757106781,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,5xupre,Biohub_OPS0007,5xupre::Biohub_OPS0007,0.687041757106781,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,5xupre,Biohub_OPS0008,5xupre::Biohub_OPS0008,0.687041757106781,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,5xupre,Biohub_OPS0009,5xupre::Biohub_OPS0009,0.687041757106781,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,caspase_activity_cellevent-caspase_live-cell_dye,Biohub_OPS0050,caspase_activity_cellevent-caspase_live-cell_dye::Biohub_OPS0050,0.5516420675131182,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,caspase_activity_cellevent-caspase_live-cell_dye,Biohub_OPS0073,caspase_activity_cellevent-caspase_live-cell_dye::Biohub_OPS0073,0.5516420675131182,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,chaperones_hspa1b,Biohub_OPS0028,chaperones_hspa1b::Biohub_OPS0028,0.7847706727683544,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,chaperones_hspa1b,Biohub_OPS0072,chaperones_hspa1b::Biohub_OPS0072,0.7847706727683544,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,proteasome_psmb7,Biohub_OPS0029,proteasome_psmb7::Biohub_OPS0029,0.6295406050980091,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,proteasome_psmb7,Biohub_OPS0070,proteasome_psmb7::Biohub_OPS0070,0.6295406050980091,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,field_holdout_sanity,stress_granule_g3bp1,Biohub_OPS0037,stress_granule_g3bp1::Biohub_OPS0037,0.8570981356004873,frozen reporter-cell score reweighted by physical unit,Field,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,fe2+_ferhonox_live-cell_dye,Biohub_OPS0047,fe2+_ferhonox_live-cell_dye::Biohub_OPS0047,0.9509375785787901,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,fe2+_ferhonox_live-cell_dye,Biohub_OPS0067,fe2+_ferhonox_live-cell_dye::Biohub_OPS0067,0.9509375785787901,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,b-catenin,Biohub_OPS0077,b-catenin::Biohub_OPS0077,0.41355213798582546,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,c-myc,Biohub_OPS0077,c-myc::Biohub_OPS0077,0.43023555745681125,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,Biohub_OPS0053,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye::Biohub_OPS0053,0.7901684450606505,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,Biohub_OPS0064,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye::Biohub_OPS0064,0.7901684450606505,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,oxidative_stress_cellrox_live-cell_dye,Biohub_OPS0048,oxidative_stress_cellrox_live-cell_dye::Biohub_OPS0048,0.7510629219313463,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,oxidative_stress_cellrox_live-cell_dye,Biohub_OPS0069,oxidative_stress_cellrox_live-cell_dye::Biohub_OPS0069,0.7510629219313463,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,p21,Biohub_OPS0077,p21::Biohub_OPS0077,0.4023131914933522,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,p53,Biohub_OPS0077,p53::Biohub_OPS0077,0.38383900314569475,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,prb,Biohub_OPS0077,prb::Biohub_OPS0077,0.30879832555850345,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,ps6,Biohub_OPS0077,ps6::Biohub_OPS0077,0.4327468930929899,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,cell_proliferation_marker_mki67,Biohub_OPS0045,cell_proliferation_marker_mki67::Biohub_OPS0045,0.7189747584362824,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,cell_proliferation_marker_mki67,Biohub_OPS0057,cell_proliferation_marker_mki67::Biohub_OPS0057,0.7189747584362824,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,chromatin_h2bc21,Biohub_OPS0064,chromatin_h2bc21::Biohub_OPS0064,0.6051771707832814,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,chromatin_h2bc21,Biohub_OPS0069,chromatin_h2bc21::Biohub_OPS0069,0.6051771707832814,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,nuclear_speckles_srrm2,Biohub_OPS0036,nuclear_speckles_srrm2::Biohub_OPS0036,0.8336332480112711,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,nuclear_speckles_srrm2,Biohub_OPS0061,nuclear_speckles_srrm2::Biohub_OPS0061,0.8336332480112711,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,nuclei_hoechst,Biohub_OPS0043,nuclei_hoechst::Biohub_OPS0043,0.6468538968761762,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,nucleoli_npm1,Biohub_OPS0043,nucleoli_npm1::Biohub_OPS0043,0.4073629570090108,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
ridge,gene_holdout_main,nucleolus-dfc_fbl,Biohub_OPS0041,nucleolus-dfc_fbl::Biohub_OPS0041,0.8008669830858708,frozen reporter-cell score reweighted by physical unit,Gene,Ridge,#3E6F9C,Classical tabular,1
