target,screen,gene,representation,n_cells,n_guides,cross_guide_constraint,median_neighbour_phase_distance,median_neighbour_raw_fluor_difference,median_random_raw_fluor_difference,raw_fluor_discrepancy_ratio,median_neighbour_endpoint_rms,median_random_endpoint_rms,endpoint_discrepancy_ratio,case_order,representation_order,case_label,representation_label,log2_discrepancy_ratio
FeRhoNox,Biohub_OPS0047,ADAT3,phase172,24,4,True,0.8647765796152999,1.0376780915024542,0.7898730251451134,1.3137277239108334,0.8740737438201904,1.2704120874404907,0.6880238056182861,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5394696118592849
FeRhoNox,Biohub_OPS0047,ADRA2C,phase172,24,4,True,0.8838905949309739,0.6298965208573205,1.012478680602834,0.6221331203559541,0.9492218494415284,1.3501355648040771,0.7030566930770874,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5082870648735426
FeRhoNox,Biohub_OPS0047,ADRB2,phase172,24,4,True,0.8246265910109627,0.9663065968963068,1.5220184153634166,0.6348849574632637,1.0441217422485352,1.562605857849121,0.6681926250457764,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5816640353940686
FeRhoNox,Biohub_OPS0047,ADRM1,phase172,24,4,True,0.7719652627691034,1.125117273312735,1.216089850300357,0.9251925530295702,1.1228253841400146,1.6594278812408447,0.6766340136528015,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5635523932286838
FeRhoNox,Biohub_OPS0047,ADSS,phase172,24,4,True,0.7802992140719018,0.5912626790351879,1.0240585665514843,0.5773719378436176,1.0363848209381104,1.4724127054214478,0.7038684487342834,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5066222769524229
FeRhoNox,Biohub_OPS0047,AGAP4,phase172,24,4,True,0.7394760845809605,1.1739626339638658,1.1868003200917043,0.9891829434905726,1.036480188369751,1.9627214670181277,0.5280832052230835,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.9211628351796939
FeRhoNox,Biohub_OPS0047,AGAP9,phase172,24,4,True,0.8104707152308865,1.2189921295876462,1.7460003485729128,0.6981625923408236,1.0399179458618164,2.154071092605591,0.4827686250209808,0,0,"FeRhoNox
OPS0047",Engineered 172D,-1.0505961760385678
FeRhoNox,Biohub_OPS0047,AHCYL1,phase172,24,4,True,0.7826100445274606,0.4555461150391663,0.9388162767758752,0.4852345728427538,1.123660683631897,1.3375135660171509,0.8401116132736206,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.25134708459187344
FeRhoNox,Biohub_OPS0047,AKR1C3,phase172,24,4,True,0.8724554950565686,0.7339354075631014,0.8023573067215445,0.9147239034464372,0.9774277210235596,1.4368033409118652,0.6802794337272644,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5558006208123335
FeRhoNox,Biohub_OPS0047,ALAS1,phase172,24,4,True,0.7853054140207357,0.9279999452162028,0.8822072779265522,1.0519069253172304,1.1513826847076416,1.6430010795593262,0.7007802128791809,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5129660550854002
FeRhoNox,Biohub_OPS0047,ALG12,phase172,24,4,True,0.8804312328304404,0.9674730522050558,0.960289300140267,1.0074808206899102,1.0894098281860352,1.5699794292449951,0.6939007043838501,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5271988637007183
FeRhoNox,Biohub_OPS0047,ALKBH8,phase172,24,4,True,0.810867048115134,0.860302219523834,1.021017906564156,0.842592685194769,1.1739215850830078,1.6675589084625244,0.7039760947227478,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5064016555283408
FeRhoNox,Biohub_OPS0047,ALYREF,phase172,24,4,True,0.7540233161648245,0.4006212306066763,1.3480649313558386,0.2971824437297281,0.8776753544807434,2.2898964881896973,0.3832816779613495,0,0,"FeRhoNox
OPS0047",Engineered 172D,-1.3835230603442406
FeRhoNox,Biohub_OPS0047,AMIGO3,phase172,24,3,True,0.938591087635217,0.9324074713945384,1.2365663923737578,0.754029445685205,1.0141775608062744,1.4127354621887207,0.7178821563720703,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.47818105636968705
FeRhoNox,Biohub_OPS0047,AMMECR1,phase172,24,4,True,0.877000873718367,0.8665823141224711,0.9687711955484082,0.8945170109356014,1.047834873199463,1.5783379077911377,0.6638849973678589,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5909947450269036
FeRhoNox,Biohub_OPS0047,ANP32B,phase172,24,4,True,0.7293835889100964,1.1310368533881157,1.1828822838233577,0.9561702536725252,1.0661214590072632,1.5546835660934448,0.6857482194900513,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5442491236923487
FeRhoNox,Biohub_OPS0047,AP1S1,phase172,24,4,True,0.8519359266018256,0.4002265438315314,0.8188962609149825,0.4887390050900266,0.9337032437324524,1.340654373168945,0.696453332901001,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.5219014091791553
FeRhoNox,Biohub_OPS0047,AP2A1,phase172,24,4,True,0.92650230419013,0.9376045475538844,0.9037957730354984,1.0374075377724277,1.140252947807312,1.5716582536697388,0.7255094647407532,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.46293365958158644
FeRhoNox,Biohub_OPS0047,AP2M1,phase172,24,4,True,0.9804332518245612,1.01117395531829,0.9335141057857204,1.0831908688377077,1.094672679901123,1.1103814840316772,0.9858527779579164,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.020555876649611823
FeRhoNox,Biohub_OPS0047,AP2S1,phase172,24,4,True,0.8402796685899327,0.8955776842908477,1.341645398025494,0.6675218993102601,1.012303352355957,1.62990403175354,0.6210815906524658,0,0,"FeRhoNox
OPS0047",Engineered 172D,-0.6871452890863297
