target,screen,gene,representation,n_cells,n_guides,cross_guide_constraint,median_neighbour_phase_distance,median_neighbour_raw_fluor_difference,median_random_raw_fluor_difference,raw_fluor_discrepancy_ratio,median_neighbour_endpoint_rms,median_random_endpoint_rms,endpoint_discrepancy_ratio,case_order,representation_order,case_label,representation_label,log2_discrepancy_ratio
FeRhoNox,Biohub_OPS0047,PPIAL4D,raw_thumbnail,24,4,True,0.8392192673706865,1.0551377546956724,1.106462181966832,0.953613934477249,1.7404444217681885,1.6396682262420654,1.061461329460144,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.08605181277667076
FeRhoNox,Biohub_OPS0047,PPIE,raw_thumbnail,24,4,True,0.964822583566715,1.4988051951577228,1.1098689086086466,1.3504344373757209,1.891796588897705,1.4112284183502195,1.340531826019287,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.4228054712377795
FeRhoNox,Biohub_OPS0047,PPP1CA,raw_thumbnail,24,4,True,1.0135416910688773,1.106302210039146,0.8192863547304909,1.3503242226011083,1.1187559366226196,1.1951005458831787,0.9361186623573304,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.09523667753193428
FeRhoNox,Biohub_OPS0047,PPP1R15B,raw_thumbnail,24,4,True,0.9291906663330408,1.403518364120039,1.3269520816555953,1.0577008646528625,2.0601978302001958,1.71586012840271,1.2006793022155762,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.26385086304482436
FeRhoNox,Biohub_OPS0047,PPP1R2,raw_thumbnail,24,4,True,0.8876010451594989,0.8175911296415426,1.1980320670419005,0.6824451132266294,1.4892711639404297,1.8609750270843504,0.8002639412879944,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.3214521899058106
FeRhoNox,Biohub_OPS0047,PPP2CA,raw_thumbnail,24,4,True,1.0260888065624796,1.7464556835737262,1.023158378348874,1.7069260444234216,1.4357410669326782,1.5086208581924438,0.9516910910606384,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.0714347290385809
FeRhoNox,Biohub_OPS0047,PPWD1,raw_thumbnail,24,4,True,0.8922906701770887,1.7051661084483714,1.4110204825200765,1.2084630447057385,2.626863956451416,1.6932401657104492,1.5513830184936523,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.6335549150413698
FeRhoNox,Biohub_OPS0047,PPY,raw_thumbnail,24,4,True,0.7387250009509111,1.4602105785187351,1.138163872089481,1.2829528456548436,1.6069819927215576,1.5286524295806885,1.0512409210205078,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.07209334078458082
FeRhoNox,Biohub_OPS0047,PRAMEF6,raw_thumbnail,24,4,True,0.9898711043305652,2.1740563751042767,1.3706815024130945,1.5861134561725938,2.226510524749756,2.328911304473877,0.9560306072235109,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.06487128820568183
FeRhoNox,Biohub_OPS0047,PRCC,raw_thumbnail,24,4,True,0.9621584280903084,0.678741573941106,0.8344144359971433,0.813434601152358,1.9684398174285889,2.113877296447754,0.9311987161636353,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.10283902567212937
FeRhoNox,Biohub_OPS0047,PRDM13,raw_thumbnail,24,4,True,0.9143693668710188,1.2424550275578727,0.8821507572426445,1.40843843000423,1.3243544101715088,1.3936108350753784,0.9503043293952942,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.0735384928126565
FeRhoNox,Biohub_OPS0047,PREB,raw_thumbnail,24,4,True,0.9904198478894788,1.1573235358427678,0.8809924593888137,1.313658844078709,1.7990055084228516,1.3578189611434937,1.3249229192733765,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.40590842970091534
FeRhoNox,Biohub_OPS0047,PRELID3B,raw_thumbnail,24,4,True,0.9125627555666032,0.9227979356766368,1.1437529017970218,0.8068158202936763,1.5089828968048096,1.5992954969406128,0.9435297846794128,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.08386003436842526
FeRhoNox,Biohub_OPS0047,PRIM1,raw_thumbnail,24,4,True,0.9309718661089628,0.925838669480128,1.0405040635235812,0.8897982256261947,1.3409428596496582,1.4246149063110352,0.9412668943405152,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.08732424064059609
FeRhoNox,Biohub_OPS0047,PRKACA,raw_thumbnail,24,4,True,0.908245211249932,1.4014473477939755,1.3507814768745918,1.0375085621077758,1.731056809425354,1.4868885278701782,1.164214253425598,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.2193565856606273
FeRhoNox,Biohub_OPS0047,PRKRA,raw_thumbnail,24,4,True,0.9432580739542796,1.1469384013986423,1.5394641519072352,0.7450244294274119,2.0220437049865723,2.046241283416748,0.9881746172904968,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.01716209635698123
FeRhoNox,Biohub_OPS0047,PRMT3,raw_thumbnail,24,4,True,0.9193977314094546,2.160256690706504,1.656403274267356,1.3041852333104131,2.097874879837036,1.8911449909210205,1.1093146800994873,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.1496686739048863
FeRhoNox,Biohub_OPS0047,PROS1,raw_thumbnail,24,4,True,0.912595105613738,0.8095654796335574,0.977716959917963,0.8280161977567468,1.4064546823501587,1.6639474630355835,0.8452518582344055,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.24254681208859763
FeRhoNox,Biohub_OPS0047,PRPF39,raw_thumbnail,24,4,True,0.9193244904651584,1.2778662375572347,1.2336761205156328,1.0358198690132157,1.4264668226242063,1.3804806470870972,1.0333117246627808,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.0472755453772523
FeRhoNox,Biohub_OPS0047,PRPF4,raw_thumbnail,24,4,True,0.9866991427592886,1.2887521681470369,1.1362575101951873,1.1342078328051306,2.1754813194274902,1.3524367809295654,1.6085641384124756,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.6857734618375977
FeRhoNox,Biohub_OPS0047,PRPF6,raw_thumbnail,24,4,True,1.0022949540401818,0.6553650035889251,0.9769118880462642,0.670853750075246,1.3388493061065674,1.461114764213562,0.9163204431533812,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.1260758885914555
FeRhoNox,Biohub_OPS0047,PRRC2A,raw_thumbnail,24,4,True,0.9209267778579288,0.6773301007113437,0.9604161901242824,0.705246441778219,1.5562453269958496,1.6978987455368042,0.916571319103241,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.1256809525690953
FeRhoNox,Biohub_OPS0047,PRSS3,raw_thumbnail,24,4,True,0.8350848746087347,1.0051388445980072,1.1456116965826786,0.8773817931471045,1.7909433841705322,1.7834876775741575,1.0041804313659668,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.006018516349891015
FeRhoNox,Biohub_OPS0047,PSMB6,raw_thumbnail,24,4,True,0.934774213092394,1.0858294448927468,1.2307529512542446,0.8822480935643436,1.1547627449035645,1.3991752862930298,0.8253167271614075,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.27698021429851344
FeRhoNox,Biohub_OPS0047,PSMC2,raw_thumbnail,24,4,True,0.8125681665421388,1.272810140657537,1.2723211030037045,1.00038436653505,2.0258629322052,2.0521180629730225,0.9872058629989624,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.018577132233084336
FeRhoNox,Biohub_OPS0047,PSMC6,raw_thumbnail,24,4,True,0.928404515089832,2.823852000936617,1.6897582639243498,1.671157384594416,1.9021167755126955,1.8903449773788448,1.0062273740768433,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.008956343302656612
FeRhoNox,Biohub_OPS0047,PSMD11,raw_thumbnail,24,4,True,0.9078171330711644,1.068159885440339,1.3454501537203287,0.7939052089642642,2.1970534324646,1.7977306842803955,1.222126007080078,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.2893930416357927
FeRhoNox,Biohub_OPS0047,PSMD14,raw_thumbnail,24,4,True,0.8648118776897022,1.8666232414382893,1.555644937277021,1.1999031377337304,2.5655782222747803,1.9931433200836184,1.2872021198272705,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.36423860707655475
FeRhoNox,Biohub_OPS0047,PSMD2,raw_thumbnail,24,4,True,0.7214928739819544,0.6762276537894973,1.0191192564329652,0.663541238693077,1.8790283203125,2.061056613922119,0.9116820693016052,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.1333972935344068
FeRhoNox,Biohub_OPS0047,PSMD4,raw_thumbnail,24,4,True,0.91670989949816,1.06184999371728,0.7683240421948137,1.3820340577706938,1.8096885681152344,1.7075477838516235,1.0598171949386597,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.08381543960040774
FeRhoNox,Biohub_OPS0047,PSPC1,raw_thumbnail,24,4,True,0.9811370068948356,1.493985263814149,1.2274596185413291,1.2171359784442846,1.7705726623535156,1.7391626834869385,1.0180604457855225,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.025823221773271954
FeRhoNox,Biohub_OPS0047,PSRC1,raw_thumbnail,24,4,True,0.977235352424184,1.2416315344446245,1.0798524640643414,1.1498159014902647,1.7249913215637207,1.851079225540161,0.9318841099739076,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.1017775438293779
FeRhoNox,Biohub_OPS0047,PTDSS1,raw_thumbnail,24,4,True,0.9724423957978832,0.7495005789356382,1.160766284772075,0.6456946491022593,1.438860535621643,1.4978179931640625,0.9606377482414246,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.05793559452491898
FeRhoNox,Biohub_OPS0047,PTEN,raw_thumbnail,24,4,True,0.9084231213084089,2.7059591139685,1.3835633209347928,1.95578986015634,2.9715490341186523,1.862578630447388,1.5953952074050903,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.6739138491549264
FeRhoNox,Biohub_OPS0047,PTK2,raw_thumbnail,24,4,True,0.8519970500391318,1.010733346641974,0.9671089586851976,1.045108038308408,1.6403133869171145,1.61958909034729,1.0127960443496704,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.01834367519459254
FeRhoNox,Biohub_OPS0047,PTPMT1,raw_thumbnail,24,4,True,0.7825335914481072,0.826808086399785,0.9076920115615466,0.9108905618519072,1.8109347820281985,1.7983620166778564,1.006991267204285,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.010051172107656514
FeRhoNox,Biohub_OPS0047,PTPRH,raw_thumbnail,24,4,True,0.8844297733848656,1.3023964461179636,1.147639322773405,1.1348482230206,1.4205458164215088,1.6207318305969238,0.8764841556549072,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.19020008349718578
FeRhoNox,Biohub_OPS0047,PTPRR,raw_thumbnail,24,4,True,0.8534343704182252,2.1461349461257084,1.4690335427187258,1.460916230785226,3.528409004211426,2.026595115661621,1.741052746772766,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.7999599114064518
FeRhoNox,Biohub_OPS0047,PUF60,raw_thumbnail,24,4,True,0.919473285587052,1.1013920326995823,0.9820235363932546,1.1215536001761637,1.9274510145187376,1.8079777956008911,1.066081166267395,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.09231728210618892
FeRhoNox,Biohub_OPS0047,PUM1,raw_thumbnail,24,4,True,1.108679471456969,2.430453915620328,1.1021570018983495,2.2051793995176068,1.649035930633545,1.4188176393508911,1.16226065158844,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.21693364755909608
FeRhoNox,Biohub_OPS0047,PXN,raw_thumbnail,24,4,True,0.8129925786893717,0.8251370870029758,1.0475144150781546,0.787709529459232,1.5011603832244873,1.889535665512085,0.7944599390029907,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.3319536220207843
FeRhoNox,Biohub_OPS0047,QARS,raw_thumbnail,24,4,True,0.8563401134296398,1.279028229679343,1.0084611375157628,1.268296994398905,1.7102885246276855,1.998888373374939,0.8556198477745056,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.22495814586531296
FeRhoNox,Biohub_OPS0047,QTRT1,raw_thumbnail,24,4,True,0.8719069764675977,0.9613646047905356,0.8000493459671048,1.2016316363941677,2.086555957794189,1.6634769439697266,1.2543342113494873,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.326921798551054
FeRhoNox,Biohub_OPS0047,RAB10,raw_thumbnail,24,4,True,0.8203046065731957,3.1132806533478,2.185592010401826,1.424456457806787,1.598402976989746,1.979856848716736,0.8073325753211975,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.30876499024819937
FeRhoNox,Biohub_OPS0047,RAB11A,raw_thumbnail,24,4,True,1.0231070978574746,1.1926386398892557,0.9313301860105652,1.2805755228422566,1.3592748641967771,1.2009661197662354,1.1318178176879885,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.17864175439739763
FeRhoNox,Biohub_OPS0047,RAB14,raw_thumbnail,24,4,True,0.929440688979664,2.266421951343124,1.295201769261067,1.7498601415871706,1.5283491611480713,1.5351591110229492,0.9955639839172364,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.006414055371803584
FeRhoNox,Biohub_OPS0047,RAB4A,raw_thumbnail,24,4,True,0.9400649832910708,1.1943176997206058,0.7979733894126416,1.496688630932541,2.0490734577178955,1.972195625305176,1.0389808416366575,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.05516905180649804
FeRhoNox,Biohub_OPS0047,RAB5C,raw_thumbnail,24,4,True,0.995551159880482,1.355124057132274,0.7677727489365275,1.7650067145640558,1.5140693187713623,1.6700456142425537,0.9066035747528076,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.14145624508197246
FeRhoNox,Biohub_OPS0047,RAB6A,raw_thumbnail,24,4,True,1.0224885334861122,1.1318425408870936,1.0617638133471012,1.0660021811433529,1.872809886932373,1.294227957725525,1.4470479488372805,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.5331127272626305
FeRhoNox,Biohub_OPS0047,RAB7A,raw_thumbnail,24,4,True,1.040883263482412,0.6442734119422793,1.0211400969191338,0.6309353769243875,1.7167938947677612,1.722353458404541,0.9967721104621888,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.004664392356895837
FeRhoNox,Biohub_OPS0047,RABGGTA,raw_thumbnail,24,4,True,0.9515676067113364,1.571149838143021,1.049149685391662,1.4975459269727456,2.290777921676636,1.5642176866531372,1.464487910270691,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.5503962834429452
FeRhoNox,Biohub_OPS0047,RABGGTB,raw_thumbnail,24,4,True,0.9245854417632854,0.8776975150230085,0.950652336755924,0.9232581471562236,1.7350282669067385,1.7301286458969116,1.0028319358825684,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.004079845646052275
FeRhoNox,Biohub_OPS0047,RAC1,raw_thumbnail,24,4,True,1.0198377406385777,0.5683887028902123,0.7793159851603011,0.7293430568773689,1.6746785640716553,1.393534541130066,1.2017488479614258,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.2651354204584301
FeRhoNox,Biohub_OPS0047,RAC3,raw_thumbnail,24,4,True,0.7808851972110195,1.121208461433607,0.8213494672726106,1.3650808895715416,1.4127143621444702,1.6440423727035522,0.8592931628227234,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.21877767901272543
FeRhoNox,Biohub_OPS0047,RAD21,raw_thumbnail,24,4,True,0.8475317745325841,1.278097432038117,1.1409792849466904,1.1201758427172788,1.3850384950637815,1.6650691032409668,0.8318204283714294,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.26565597885205106
FeRhoNox,Biohub_OPS0047,RAE1,raw_thumbnail,24,4,True,0.8378890882947607,0.5240636553393329,0.7017596803191192,0.7467850747723486,1.4941178560256958,1.5611954927444458,0.957034468650818,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.06335720898892397
FeRhoNox,Biohub_OPS0047,RAI14,raw_thumbnail,24,4,True,0.9312203761307896,1.9124505918600017,1.487531282610726,1.285654032433867,1.912309169769287,1.535872459411621,1.2450963258743286,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.31625735955075185
FeRhoNox,Biohub_OPS0047,RANBP1,raw_thumbnail,24,4,True,0.8620761868997768,1.1244545378896538,1.1797434697249218,0.953134784591637,1.8676767349243164,1.811488151550293,1.0310178995132446,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.044069379568125774
FeRhoNox,Biohub_OPS0047,RANGAP1,raw_thumbnail,24,4,True,0.9803502297205208,1.491612910429883,0.8778766053368837,1.6991145468074969,1.7605557441711426,1.6172997951507568,1.0885772705078125,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.12244381801929322
FeRhoNox,Biohub_OPS0047,RAP1GAP2,raw_thumbnail,24,4,True,0.8367199115564775,0.3440105941594757,0.8594239425150243,0.4002804403525933,1.3247361183166504,1.3747824430465698,0.9635969400405884,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.053498282667639015
FeRhoNox,Biohub_OPS0047,RAPGEF1,raw_thumbnail,24,4,True,0.8526762114709101,0.9585833347996175,1.403394611322947,0.6830461846336888,1.8651580810546875,1.719239354133606,1.0848740339279177,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.11752753928027115
FeRhoNox,Biohub_OPS0047,RARS,raw_thumbnail,24,4,True,0.943976511729376,1.4343916174724465,1.2148454103,1.180719460526447,1.7110164165496826,1.7152583599090576,0.9975269436836244,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.0035722851375676696
FeRhoNox,Biohub_OPS0047,RBBP8,raw_thumbnail,24,4,True,0.9389901845351776,0.6507928800544887,0.8730887413792359,0.7453914467232942,2.2814760208129883,1.7856051921844482,1.2777045965194702,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.3535543258010275
FeRhoNox,Biohub_OPS0047,RBFA,raw_thumbnail,24,4,True,0.9493404566289064,0.7829844024022697,1.0912209651278504,0.7175305711896153,1.8194446563720703,1.5017290115356443,1.2115665674209597,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.27687367334045704
FeRhoNox,Biohub_OPS0047,RBM10,raw_thumbnail,24,4,True,0.7524849030107525,1.7121688509790491,1.0335128914842069,1.6566497284037147,2.025022268295288,2.181140899658203,0.9284234046936036,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.10714520274160079
FeRhoNox,Biohub_OPS0047,RBM14,raw_thumbnail,24,4,True,0.9884502313536004,0.5757268618900955,0.73915131572259,0.7789025733212263,1.28630793094635,1.3044912815093994,0.9860609769821168,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.020251230769338872
FeRhoNox,Biohub_OPS0047,RBM22,raw_thumbnail,24,4,True,0.9333907673533276,2.633969077366025,1.0480548724174787,2.513197683333529,3.9171977043151855,1.4894492626190186,2.6299638748168945,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,1.3950429827949695
FeRhoNox,Biohub_OPS0047,RBM26,raw_thumbnail,24,4,True,0.8630446178551965,0.9447452770983996,1.1300368745157616,0.8360304857336956,1.4516918659210205,1.3623976707458496,1.0655419826507568,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.0915874368267012
FeRhoNox,Biohub_OPS0047,RBM28,raw_thumbnail,24,4,True,0.975476522772702,1.3849853770102571,0.978421875078734,1.4155298570964665,1.6454682350158691,1.308194875717163,1.2578158378601074,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.3309207065928955
FeRhoNox,Biohub_OPS0047,RBM42,raw_thumbnail,24,4,True,0.8722353238573055,1.3903055293185356,1.0247917086813505,1.3566713289547487,1.7391257286071775,1.5564591884613037,1.1173603534698486,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.1600945361552667
FeRhoNox,Biohub_OPS0047,RBM5,raw_thumbnail,24,4,True,0.8378040254572472,1.7768152804225903,1.4791434535994998,1.2012460833996226,2.867839336395264,1.856992602348328,1.5443460941314695,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.6269961025635585
FeRhoNox,Biohub_OPS0047,RBMXL1,raw_thumbnail,24,4,True,0.950157181049942,1.3921825693310177,1.2793663938242554,1.088181287277317,2.0201377868652344,1.3380883932113647,1.5097192525863647,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.5942802909019954
FeRhoNox,Biohub_OPS0047,RBPJ,raw_thumbnail,24,4,True,0.9970192586631632,1.3690779816038487,1.2712094248624808,1.0769885392817595,1.9632489681243896,1.9952354431152344,0.9839685559272766,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.023315881896641466
FeRhoNox,Biohub_OPS0047,RCL1,raw_thumbnail,24,4,True,1.0089352040796695,0.7441862581042284,1.3782502180700706,0.5399500383510143,1.4035406112670898,1.6119035482406616,0.8707348704338074,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.19969459459158348
FeRhoNox,Biohub_OPS0047,REST,raw_thumbnail,24,4,True,0.8477934453298186,1.514101705709169,1.3300100269277346,1.1384137525689777,1.9645395278930664,1.6153327226638794,1.2161825895309448,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.2823598416397938
FeRhoNox,Biohub_OPS0047,REV3L,raw_thumbnail,24,4,True,0.8384809955287238,1.2221966983646817,1.146315060811082,1.0661961446270356,2.512998104095459,2.0650851726531982,1.2168980836868286,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.28320834609884926
FeRhoNox,Biohub_OPS0047,RFWD3,raw_thumbnail,24,4,True,0.9479297831735958,1.9286227535400189,1.325838060427889,1.4546442820608063,3.687755107879639,2.0531084537506104,1.796181321144104,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.8449329947958728
FeRhoNox,Biohub_OPS0047,RGP1,raw_thumbnail,24,4,True,1.0559407795169005,2.014324450508094,1.1239115847134076,1.792244583920485,2.564305305480957,1.3534998893737793,1.89457368850708,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.9218732538483474
FeRhoNox,Biohub_OPS0047,RGPD8,raw_thumbnail,24,4,True,0.956760049368868,1.9266509023806235,1.3602436140178875,1.4164013582020667,2.338329315185547,1.7716889381408691,1.3198306560516355,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.4003528331084794
FeRhoNox,Biohub_OPS0047,RHOA,raw_thumbnail,24,4,True,0.8508888518669038,1.741716972338005,1.210397824466111,1.4389624114751287,3.383642196655273,2.569572925567627,1.3168110847473145,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.39704838534565057
FeRhoNox,Biohub_OPS0047,RHOF,raw_thumbnail,24,4,True,0.8853202038142115,0.405481555412488,0.5655345598688375,0.7169881103402945,2.4034485816955566,2.1146368980407715,1.1365774869918823,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.1846960442861171
FeRhoNox,Biohub_OPS0047,RHOG,raw_thumbnail,24,4,True,0.7121486749396186,0.9263505845697996,1.042862692730271,0.8882766552369069,1.8473613262176516,1.6437748670578003,1.1238529682159424,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.16845330255092897
FeRhoNox,Biohub_OPS0047,RHOQ,raw_thumbnail,24,4,True,1.008935686437527,0.901029760349258,1.149877035146157,0.7835879253251904,1.6844418048858645,1.7383272647857666,0.969001531600952,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.04542914892569341
FeRhoNox,Biohub_OPS0047,RICTOR,raw_thumbnail,24,4,True,0.8719088068395717,1.953629750308361,1.1966130128237271,1.6326328807826107,1.7162524461746216,1.733520269393921,0.9900388717651368,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.014442924238704703
FeRhoNox,Biohub_OPS0047,RIOK2,raw_thumbnail,24,4,True,0.8230700529705492,2.017982902568072,1.389690123968486,1.452109983199272,1.6794259548187256,1.4882361888885498,1.128467321395874,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.17436464099963409
FeRhoNox,Biohub_OPS0047,RNF11,raw_thumbnail,24,4,True,0.9422072841273712,1.412428495923569,1.4561659584137725,0.9699639575849942,1.5763572454452517,1.4776766300201416,1.066780924797058,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.09326393327601008
FeRhoNox,Biohub_OPS0047,RNF146,raw_thumbnail,24,4,True,0.9956939380522052,0.7562257357857525,0.8601671785726493,0.879161347495988,1.686795711517334,1.6291353702545166,1.035393238067627,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.05017880140868049
FeRhoNox,Biohub_OPS0047,RNF20,raw_thumbnail,24,4,True,0.832130150948238,2.3361357366335715,1.8623076168813528,1.2544306404898338,2.76820969581604,2.0163278579711914,1.372896671295166,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.4572230476119463
FeRhoNox,Biohub_OPS0047,RNF41,raw_thumbnail,24,4,True,0.905103982096307,1.4204628766151122,1.337150879499188,1.0623056069387828,1.4108803272247314,1.5362457036972046,0.9183949828147888,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.1228133342849056
FeRhoNox,Biohub_OPS0047,RPA2,raw_thumbnail,24,4,True,0.954603668372851,0.9827911116696102,0.9941571372785412,0.9885671739579872,3.1342456340789795,2.1042473316192627,1.4894853830337524,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.5748139658645898
FeRhoNox,Biohub_OPS0047,RPF2,raw_thumbnail,24,4,True,0.9557228157900532,1.7406098740667837,1.4525266493453717,1.1983324883238775,2.2630739212036133,2.194948434829712,1.031037449836731,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.044096735918915525
FeRhoNox,Biohub_OPS0047,RPL15,raw_thumbnail,24,4,True,0.7963881508610593,1.3125291292849908,1.435746267088494,0.9141790296600448,1.7237646579742432,1.859527826309204,0.9269905090332032,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.10937352695438392
FeRhoNox,Biohub_OPS0047,RPL18,raw_thumbnail,24,4,True,0.8448728683170882,2.831388089849594,1.9660802363848804,1.4401182807553137,2.430406093597412,1.995617151260376,1.217871904373169,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.28436239872534286
FeRhoNox,Biohub_OPS0047,RPL23,raw_thumbnail,24,4,True,0.9362541718249704,1.914124742434444,1.5879788161485997,1.2053843054889493,1.5274300575256348,1.866567015647888,0.8183097839355469,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.28928099360065
FeRhoNox,Biohub_OPS0047,RPL26,raw_thumbnail,24,4,True,1.0501715371757752,2.085208071146266,1.354108814233214,1.539911748028203,1.566328048706055,1.5780428647994995,0.9925763607025146,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,-0.010749999211995358
FeRhoNox,Biohub_OPS0047,RPL27A,raw_thumbnail,24,4,True,0.9254175910392932,1.3198477557820811,1.7916954946643808,0.736647359840191,2.1449108123779297,1.954647183418274,1.097339153289795,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.13400948667877666
FeRhoNox,Biohub_OPS0047,RPL30,raw_thumbnail,24,4,True,0.8319663413403305,0.7809287434303784,0.8103868037482459,0.9636493830086862,2.295407056808472,1.7983801364898682,1.2763748168945312,0,1,"FeRhoNox
OPS0047",Raw-thumbnail PCA,0.3520520493771632
