target,screen,representation,n_genes,median_endpoint_discrepancy_ratio,q25_endpoint_discrepancy_ratio,q75_endpoint_discrepancy_ratio,median_raw_fluor_discrepancy_ratio
FeRhoNox,Biohub_OPS0047,phase172,992,0.6813517212867737,0.6203395128250122,0.7502743452787399,0.8116219198984245
FeRhoNox,Biohub_OPS0047,raw_thumbnail,1000,1.0666356086730957,0.9620823115110396,1.1988813877105713,1.0996969560306291
FeRhoNox,Biohub_OPS0067,phase172,998,0.8485307097434998,0.761972188949585,0.9290713667869568,0.9354166666666668
FeRhoNox,Biohub_OPS0067,raw_thumbnail,1000,0.9659468233585358,0.8759471625089645,1.0705892145633698,1.0836351470567442
pRb,Biohub_OPS0077,phase172,1000,0.8894386291503906,0.8036795109510422,0.9814979434013368,0.991956211474273
pRb,Biohub_OPS0077,raw_thumbnail,1000,1.1419054865837095,0.9905878752470016,1.4034711718559263,1.1986885612310076
