split_label,unit,consensus,lo,hi,q25,q75,n_methods
Whole-screen,chromalive_488_excitation,0.656448560456435,0.5176384896039963,0.6806518935287993,0.6395940180518664,0.6716144212211173,10
Whole-screen,chromatin_h2bc21,0.7232453279818098,0.6420533247292042,0.7512142198781173,0.6996986883071561,0.7292455236117045,10
Whole-screen,clathrin_vesicles_clta,0.9023128344366949,0.7717586988583207,0.9121793949355682,0.886900493564705,0.9099195337233443,10
Whole-screen,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,0.3221373137882134,0.2029149623122065,0.4826276646926999,0.2503977737214881,0.3864812089321579,10
Whole-screen,endosome_vps35,0.7675928591440122,0.6993220684429009,0.7728247564906876,0.7571411561996987,0.7707146069345374,10
Whole-screen,er_golgi_bridge_vapa,0.8028491490210097,0.5961508043110371,0.8195120648791392,0.797270710580051,0.8088026869421203,10
Whole-screen,er_golgi_cope,0.45517536920184887,0.3627227741332414,0.64225731647457,0.42646639187781443,0.5389209765320022,10
Whole-screen,er_sec61b,0.8546146448287699,0.7689547683629724,0.8664819026986758,0.8529923264351156,0.8598995066972243,10
Whole-screen,fe2+_ferhonox_live-cell_dye,0.1863635618744865,-0.0054070438103129,0.2861729021533392,0.054411070026011,0.2550245630603361,10
Whole-screen,late_endosome_rab7a,0.893985403701663,0.441391563428624,0.907495530943076,0.8286504774975281,0.9030035533942284,10
Whole-screen,lipid_droplet_bodipy_live_cell_dye,0.9104310795664786,0.8068380939463774,0.9247393868863584,0.8881930664647371,0.9196743997745216,10
Whole-screen,lipid_droplet_plin2,0.31291798149080324,0.0075815698946826,0.5266735879704356,0.250481905148869,0.41274174602100777,10
Whole-screen,lysosome_lamp1,0.7525743547206124,0.6415607466672857,0.7745897999654213,0.7423441633582115,0.7564398578057686,10
Whole-screen,lysosome_lysotracker_live-cell_dye,0.917007711612516,0.7648074366928389,0.9295813991791672,0.8876327702568637,0.9246373994068966,10
Whole-screen,mitochondria_chromalive_561_excitation,0.6687814516481012,0.4955925100172559,0.7840069271624088,0.5946455726516433,0.7293393225215066,10
Whole-screen,mitochondria_tomm70a,0.5948710028703014,0.5035419252623493,0.6270086371029416,0.5646989158873718,0.6141967517032754,10
Whole-screen,nuclear_speckles_srrm2,0.6297254665211465,0.5661842369784911,0.6872372664511204,0.6119806836650241,0.6481481285106081,10
Whole-screen,nuclei_nucleolive_live_cell_dye,0.4263074880873318,0.3144819478911813,0.5114321950823069,0.4051877369396,0.43925929112810985,10
Whole-screen,nucleolus-dfc_fbl,0.4339405098423109,0.3855745946445192,0.4859952428863229,0.4184537630050423,0.46473231483832933,10
Whole-screen,nucleolus-gc_npm3,0.6941095229703933,0.1822312381894638,0.8150108878811201,0.6523370158004885,0.7280480731472684,10
Whole-screen,oxidative_stress_cellrox_live-cell_dye,0.46137472671580326,0.4236349213363913,0.4946817922173068,0.43895553640383383,0.4869496581110676,10
Whole-screen,peroxisome_peroxi_spy650_live_cell_dye,0.6576829408295453,0.5994164183114965,0.7412122537692387,0.6306949272984639,0.6688668242810916,10
Whole-screen,plasma_membrane_atp1b3,0.7520418342513342,0.6068944903090596,0.7588175994654496,0.7021348094567657,0.7541259305241208,10
Whole-screen,plasma_membrane_slc3a2,0.9157658194502196,0.8843255167206128,0.9216197182734808,0.9142309355859957,0.9181785459319751,10
Whole-screen,proteasome_psmb7,0.5724133938589755,0.5338539502893884,0.6036396951725085,0.5644095451292136,0.5789683989811844,10
Whole-screen,recycling_endosome_tfrc,0.8524611070752144,0.7988015819961827,0.8584174600740273,0.843519961150984,0.8582545020617545,10
Whole-screen,trans-golgi_vamp3,0.5557922530376042,0.2983210285916963,0.567946601503839,0.5268221005486946,0.5627473083441146,10
