split_label,unit,consensus,lo,hi,q25,q75,n_methods
Gene,oxidative_stress_cellrox_live-cell_dye,0.7772860606511434,0.6932379968464375,0.7834545828402042,0.7613079310705265,0.7802330072348317,10
Gene,p21,0.41466200927893315,0.321702302445968,0.426112504005432,0.404655915548404,0.422101720025142,10
Gene,p53,0.39230828791856753,0.2752936752140521,0.431851178308328,0.3680390299670398,0.40476923115551466,10
Gene,peroxisome_peroxi_spy650_live_cell_dye,0.8551700289050738,0.7254936049381893,0.8694103727738062,0.8458147543792923,0.862876113752524,10
Gene,plasma_membrane_atp1b3,0.6489113513380289,0.445407001239558,0.6615000086526076,0.6313205697573722,0.6541611767994862,10
Gene,plasma_membrane_slc3a2,0.8518346962829431,0.7988789096474648,0.8628567894299826,0.8498306936273972,0.857507619758447,10
Gene,plasma_membrane_wga,0.5992209978815581,0.5183750703930855,0.616109816564454,0.5675655144577225,0.6083445010499822,10
Gene,prb,0.3136661165952682,0.1966294505943854,0.3681565138945976,0.2927469739659378,0.3405426798310751,10
Gene,proteasome_psmb7,0.6486800791074833,0.5593972905228535,0.6615996636450291,0.6333009895558158,0.6553938797985513,10
Gene,ps6,0.5144789166127641,0.3171608057819927,0.5280386838068565,0.4514798670306724,0.5219614237717664,10
Gene,recycling_endosome_tfrc,0.8456918785969416,0.6275981908043226,0.8720412065585454,0.8353516140331825,0.8598552968973915,10
Gene,stress_granule_g3bp1,0.8674352093289295,0.7783752386768659,0.8806565610071024,0.8589307107031345,0.8755114647870261,10
Gene,trans-golgi_vamp3,0.6369214290132125,0.4286029427622755,0.663793463508288,0.6154668277750412,0.6490392714117965,10
Whole-screen,5xupre,0.6824279983838399,0.6217511460185051,0.6996215889851252,0.6777465269590418,0.6873604287082951,10
Whole-screen,actin_filament_fastact_spy555_live_cell_dye,0.8387351926416159,0.6507670956489771,0.8602622671673694,0.7978109772937994,0.8493382600446542,10
Whole-screen,autophagosome_atg101,0.584350308869034,0.494740342721343,0.6070280494168401,0.5563746992653856,0.5920241558148216,10
Whole-screen,autophagosome_map1lc3b,0.6226170717175895,0.4120243446306328,0.6518029235303402,0.5880666259779699,0.6323042180803087,10
Whole-screen,caspase_activity_cellevent-caspase_live-cell_dye,0.49020937643945206,0.2454992668632864,0.5092586966541905,0.4158900668941593,0.4979145419007788,10
Whole-screen,cell_proliferation_marker_mki67,0.5214705697726458,0.4313488031427065,0.5848479806445539,0.508814076310955,0.5556928939186037,10
Whole-screen,chaperones_hspa1b,0.6613410436548293,0.3736902327176115,0.704548302727441,0.570478955633007,0.6692090599487226,10
