reporter_slug,method_id,fold,n_keys,max_truth_delta,reordered,run_state
nuclei_nucleolive_live_cell_dye,gbdt,1,374,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,catboost_multirmse,1,374,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,mlp,1,374,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,tabm_specialists,1,374,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,scbutterfly_ops_b,1,374,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,resmlp_52head,1,374,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,multitab_pilot,1,374,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,midas_ops,1,374,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,scpair_ops,1,374,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,ridge,2,366,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,gbdt,2,366,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,catboost_multirmse,2,366,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,mlp,2,366,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,tabm_specialists,2,366,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,scbutterfly_ops_b,2,366,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,resmlp_52head,2,366,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,multitab_pilot,2,366,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,midas_ops,2,366,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,scpair_ops,2,366,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,ridge,3,394,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,gbdt,3,394,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,catboost_multirmse,3,394,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,mlp,3,394,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,tabm_specialists,3,394,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,scbutterfly_ops_b,3,394,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,resmlp_52head,3,394,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,multitab_pilot,3,394,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,midas_ops,3,394,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,scpair_ops,3,394,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,ridge,4,444,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,gbdt,4,444,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,catboost_multirmse,4,444,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,mlp,4,444,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,tabm_specialists,4,444,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,scbutterfly_ops_b,4,444,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,resmlp_52head,4,444,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,multitab_pilot,4,444,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,midas_ops,4,444,0.0,False,checkpoint_average
nuclei_nucleolive_live_cell_dye,scpair_ops,4,444,0.0,False,checkpoint_average
endosome_vps35,ridge,0,422,0.0,False,checkpoint_average
endosome_vps35,gbdt,0,422,0.0,False,checkpoint_average
endosome_vps35,catboost_multirmse,0,422,0.0,False,checkpoint_average
endosome_vps35,mlp,0,422,0.0,False,checkpoint_average
endosome_vps35,tabm_specialists,0,422,0.0,False,checkpoint_average
endosome_vps35,scbutterfly_ops_b,0,422,0.0,False,checkpoint_average
endosome_vps35,resmlp_52head,0,422,0.0,False,checkpoint_average
endosome_vps35,multitab_pilot,0,422,0.0,False,checkpoint_average
endosome_vps35,midas_ops,0,422,0.0,False,checkpoint_average
endosome_vps35,scpair_ops,0,422,0.0,False,checkpoint_average
endosome_vps35,ridge,1,374,0.0,False,checkpoint_average
endosome_vps35,gbdt,1,374,0.0,False,checkpoint_average
endosome_vps35,catboost_multirmse,1,374,0.0,False,checkpoint_average
endosome_vps35,mlp,1,374,0.0,False,checkpoint_average
endosome_vps35,tabm_specialists,1,374,0.0,False,checkpoint_average
endosome_vps35,scbutterfly_ops_b,1,374,0.0,False,checkpoint_average
endosome_vps35,resmlp_52head,1,374,0.0,False,checkpoint_average
endosome_vps35,multitab_pilot,1,374,0.0,False,checkpoint_average
endosome_vps35,midas_ops,1,374,0.0,False,checkpoint_average
endosome_vps35,scpair_ops,1,374,0.0,False,checkpoint_average
endosome_vps35,ridge,2,366,0.0,False,checkpoint_average
endosome_vps35,gbdt,2,366,0.0,False,checkpoint_average
endosome_vps35,catboost_multirmse,2,366,0.0,False,checkpoint_average
endosome_vps35,mlp,2,366,0.0,False,checkpoint_average
endosome_vps35,tabm_specialists,2,366,0.0,False,checkpoint_average
endosome_vps35,scbutterfly_ops_b,2,366,0.0,False,checkpoint_average
endosome_vps35,resmlp_52head,2,366,0.0,False,checkpoint_average
endosome_vps35,multitab_pilot,2,366,0.0,False,checkpoint_average
endosome_vps35,midas_ops,2,366,0.0,False,checkpoint_average
endosome_vps35,scpair_ops,2,366,0.0,False,checkpoint_average
endosome_vps35,ridge,3,394,0.0,False,checkpoint_average
endosome_vps35,gbdt,3,394,0.0,False,checkpoint_average
endosome_vps35,catboost_multirmse,3,394,0.0,False,checkpoint_average
endosome_vps35,mlp,3,394,0.0,False,checkpoint_average
endosome_vps35,tabm_specialists,3,394,0.0,False,checkpoint_average
endosome_vps35,scbutterfly_ops_b,3,394,0.0,False,checkpoint_average
endosome_vps35,resmlp_52head,3,394,0.0,False,checkpoint_average
endosome_vps35,multitab_pilot,3,394,0.0,False,checkpoint_average
endosome_vps35,midas_ops,3,394,0.0,False,checkpoint_average
endosome_vps35,scpair_ops,3,394,0.0,False,checkpoint_average
endosome_vps35,ridge,4,444,0.0,False,checkpoint_average
endosome_vps35,gbdt,4,444,0.0,False,checkpoint_average
endosome_vps35,catboost_multirmse,4,444,0.0,False,checkpoint_average
endosome_vps35,mlp,4,444,0.0,False,checkpoint_average
endosome_vps35,tabm_specialists,4,444,0.0,False,checkpoint_average
endosome_vps35,scbutterfly_ops_b,4,444,0.0,False,checkpoint_average
endosome_vps35,resmlp_52head,4,444,0.0,False,checkpoint_average
endosome_vps35,multitab_pilot,4,444,0.0,False,checkpoint_average
endosome_vps35,midas_ops,4,444,0.0,False,checkpoint_average
endosome_vps35,scpair_ops,4,444,0.0,False,checkpoint_average
er_sec61b,ridge,0,1266,0.0,False,checkpoint_average
er_sec61b,gbdt,0,1266,0.0,False,checkpoint_average
er_sec61b,catboost_multirmse,0,1266,0.0,False,checkpoint_average
er_sec61b,mlp,0,1266,0.0,False,checkpoint_average
er_sec61b,tabm_specialists,0,1266,0.0,False,checkpoint_average
er_sec61b,scbutterfly_ops_b,0,1266,0.0,False,checkpoint_average
er_sec61b,resmlp_52head,0,1266,0.0,False,checkpoint_average
er_sec61b,multitab_pilot,0,1266,0.0,False,checkpoint_average
er_sec61b,midas_ops,0,1266,0.0,False,checkpoint_average
er_sec61b,scpair_ops,0,1266,0.0,False,checkpoint_average
er_sec61b,ridge,1,1122,0.0,False,checkpoint_average
er_sec61b,gbdt,1,1122,0.0,False,checkpoint_average
er_sec61b,catboost_multirmse,1,1122,0.0,False,checkpoint_average
er_sec61b,mlp,1,1122,0.0,False,checkpoint_average
er_sec61b,tabm_specialists,1,1122,0.0,False,checkpoint_average
er_sec61b,scbutterfly_ops_b,1,1122,0.0,False,checkpoint_average
er_sec61b,resmlp_52head,1,1122,0.0,False,checkpoint_average
er_sec61b,multitab_pilot,1,1122,0.0,False,checkpoint_average
er_sec61b,midas_ops,1,1122,0.0,False,checkpoint_average
er_sec61b,scpair_ops,1,1122,0.0,False,checkpoint_average
er_sec61b,ridge,2,1098,0.0,False,checkpoint_average
er_sec61b,gbdt,2,1098,0.0,False,checkpoint_average
er_sec61b,catboost_multirmse,2,1098,0.0,False,checkpoint_average
er_sec61b,mlp,2,1098,0.0,False,checkpoint_average
er_sec61b,tabm_specialists,2,1098,0.0,False,checkpoint_average
er_sec61b,scbutterfly_ops_b,2,1098,0.0,False,checkpoint_average
er_sec61b,resmlp_52head,2,1098,0.0,False,checkpoint_average
er_sec61b,multitab_pilot,2,1098,0.0,False,checkpoint_average
er_sec61b,midas_ops,2,1098,0.0,False,checkpoint_average
er_sec61b,scpair_ops,2,1098,0.0,False,checkpoint_average
er_sec61b,ridge,3,1182,0.0,False,checkpoint_average
er_sec61b,gbdt,3,1182,0.0,False,checkpoint_average
er_sec61b,catboost_multirmse,3,1182,0.0,False,checkpoint_average
er_sec61b,mlp,3,1182,0.0,False,checkpoint_average
er_sec61b,tabm_specialists,3,1182,0.0,False,checkpoint_average
er_sec61b,scbutterfly_ops_b,3,1182,0.0,False,checkpoint_average
er_sec61b,resmlp_52head,3,1182,0.0,False,checkpoint_average
er_sec61b,multitab_pilot,3,1182,0.0,False,checkpoint_average
er_sec61b,midas_ops,3,1182,0.0,False,checkpoint_average
er_sec61b,scpair_ops,3,1182,0.0,False,checkpoint_average
er_sec61b,ridge,4,1332,0.0,False,checkpoint_average
er_sec61b,gbdt,4,1332,0.0,False,checkpoint_average
er_sec61b,catboost_multirmse,4,1332,0.0,False,checkpoint_average
er_sec61b,mlp,4,1332,0.0,False,checkpoint_average
er_sec61b,tabm_specialists,4,1332,0.0,False,checkpoint_average
er_sec61b,scbutterfly_ops_b,4,1332,0.0,False,checkpoint_average
er_sec61b,resmlp_52head,4,1332,0.0,False,checkpoint_average
er_sec61b,multitab_pilot,4,1332,0.0,False,checkpoint_average
er_sec61b,midas_ops,4,1332,0.0,False,checkpoint_average
er_sec61b,scpair_ops,4,1332,0.0,False,checkpoint_average
er_golgi_bridge_vapa,ridge,0,422,0.0,False,checkpoint_average
er_golgi_bridge_vapa,gbdt,0,422,0.0,False,checkpoint_average
er_golgi_bridge_vapa,catboost_multirmse,0,422,0.0,False,checkpoint_average
er_golgi_bridge_vapa,mlp,0,422,0.0,False,checkpoint_average
er_golgi_bridge_vapa,tabm_specialists,0,422,0.0,False,checkpoint_average
er_golgi_bridge_vapa,scbutterfly_ops_b,0,422,0.0,False,checkpoint_average
er_golgi_bridge_vapa,resmlp_52head,0,422,0.0,False,checkpoint_average
er_golgi_bridge_vapa,multitab_pilot,0,422,0.0,False,checkpoint_average
er_golgi_bridge_vapa,midas_ops,0,422,0.0,False,checkpoint_average
er_golgi_bridge_vapa,scpair_ops,0,422,0.0,False,checkpoint_average
er_golgi_bridge_vapa,ridge,1,374,0.0,False,checkpoint_average
er_golgi_bridge_vapa,gbdt,1,374,0.0,False,checkpoint_average
er_golgi_bridge_vapa,catboost_multirmse,1,374,0.0,False,checkpoint_average
er_golgi_bridge_vapa,mlp,1,374,0.0,False,checkpoint_average
er_golgi_bridge_vapa,tabm_specialists,1,374,0.0,False,checkpoint_average
er_golgi_bridge_vapa,scbutterfly_ops_b,1,374,0.0,False,checkpoint_average
er_golgi_bridge_vapa,resmlp_52head,1,374,0.0,False,checkpoint_average
er_golgi_bridge_vapa,multitab_pilot,1,374,0.0,False,checkpoint_average
er_golgi_bridge_vapa,midas_ops,1,374,0.0,False,checkpoint_average
er_golgi_bridge_vapa,scpair_ops,1,374,0.0,False,checkpoint_average
er_golgi_bridge_vapa,ridge,2,366,0.0,False,checkpoint_average
er_golgi_bridge_vapa,gbdt,2,366,0.0,False,checkpoint_average
er_golgi_bridge_vapa,catboost_multirmse,2,366,0.0,False,checkpoint_average
er_golgi_bridge_vapa,mlp,2,366,0.0,False,checkpoint_average
er_golgi_bridge_vapa,tabm_specialists,2,366,0.0,False,checkpoint_average
er_golgi_bridge_vapa,scbutterfly_ops_b,2,366,0.0,False,checkpoint_average
er_golgi_bridge_vapa,resmlp_52head,2,366,0.0,False,checkpoint_average
er_golgi_bridge_vapa,multitab_pilot,2,366,0.0,False,checkpoint_average
er_golgi_bridge_vapa,midas_ops,2,366,0.0,False,checkpoint_average
er_golgi_bridge_vapa,scpair_ops,2,366,0.0,False,checkpoint_average
er_golgi_bridge_vapa,ridge,3,394,0.0,False,checkpoint_average
er_golgi_bridge_vapa,gbdt,3,394,0.0,False,checkpoint_average
er_golgi_bridge_vapa,catboost_multirmse,3,394,0.0,False,checkpoint_average
er_golgi_bridge_vapa,mlp,3,394,0.0,False,checkpoint_average
er_golgi_bridge_vapa,tabm_specialists,3,394,0.0,False,checkpoint_average
er_golgi_bridge_vapa,scbutterfly_ops_b,3,394,0.0,False,checkpoint_average
er_golgi_bridge_vapa,resmlp_52head,3,394,0.0,False,checkpoint_average
er_golgi_bridge_vapa,multitab_pilot,3,394,0.0,False,checkpoint_average
er_golgi_bridge_vapa,midas_ops,3,394,0.0,False,checkpoint_average
er_golgi_bridge_vapa,scpair_ops,3,394,0.0,False,checkpoint_average
er_golgi_bridge_vapa,ridge,4,444,0.0,False,checkpoint_average
er_golgi_bridge_vapa,gbdt,4,444,0.0,False,checkpoint_average
er_golgi_bridge_vapa,catboost_multirmse,4,444,0.0,False,checkpoint_average
er_golgi_bridge_vapa,mlp,4,444,0.0,False,checkpoint_average
er_golgi_bridge_vapa,tabm_specialists,4,444,0.0,False,checkpoint_average
er_golgi_bridge_vapa,scbutterfly_ops_b,4,444,0.0,False,checkpoint_average
er_golgi_bridge_vapa,resmlp_52head,4,444,0.0,False,checkpoint_average
er_golgi_bridge_vapa,multitab_pilot,4,444,0.0,False,checkpoint_average
er_golgi_bridge_vapa,midas_ops,4,444,0.0,False,checkpoint_average
er_golgi_bridge_vapa,scpair_ops,4,444,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,ridge,0,422,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,gbdt,0,422,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,catboost_multirmse,0,422,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,mlp,0,422,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,tabm_specialists,0,422,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,scbutterfly_ops_b,0,422,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,resmlp_52head,0,422,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,multitab_pilot,0,422,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,midas_ops,0,422,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,scpair_ops,0,422,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,ridge,1,374,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,gbdt,1,374,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,catboost_multirmse,1,374,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,mlp,1,374,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,tabm_specialists,1,374,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,scbutterfly_ops_b,1,374,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,resmlp_52head,1,374,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,multitab_pilot,1,374,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,midas_ops,1,374,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,scpair_ops,1,374,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,ridge,2,366,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,gbdt,2,366,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,catboost_multirmse,2,366,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,mlp,2,366,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,tabm_specialists,2,366,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,scbutterfly_ops_b,2,366,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,resmlp_52head,2,366,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,multitab_pilot,2,366,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,midas_ops,2,366,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,scpair_ops,2,366,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,ridge,3,394,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,gbdt,3,394,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,catboost_multirmse,3,394,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,mlp,3,394,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,tabm_specialists,3,394,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,scbutterfly_ops_b,3,394,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,resmlp_52head,3,394,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,multitab_pilot,3,394,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,midas_ops,3,394,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,scpair_ops,3,394,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,ridge,4,444,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,gbdt,4,444,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,catboost_multirmse,4,444,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,mlp,4,444,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,tabm_specialists,4,444,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,scbutterfly_ops_b,4,444,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,resmlp_52head,4,444,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,multitab_pilot,4,444,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,midas_ops,4,444,0.0,False,checkpoint_average
mitochondria_chromalive_561_excitation,scpair_ops,4,444,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,ridge,0,422,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,gbdt,0,422,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,catboost_multirmse,0,422,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,mlp,0,422,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,tabm_specialists,0,422,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,scbutterfly_ops_b,0,422,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,resmlp_52head,0,422,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,multitab_pilot,0,422,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,midas_ops,0,422,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,scpair_ops,0,422,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,ridge,1,374,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,gbdt,1,374,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,catboost_multirmse,1,374,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,mlp,1,374,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,tabm_specialists,1,374,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,scbutterfly_ops_b,1,374,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,resmlp_52head,1,374,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,multitab_pilot,1,374,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,midas_ops,1,374,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,scpair_ops,1,374,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,ridge,2,366,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,gbdt,2,366,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,catboost_multirmse,2,366,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,mlp,2,366,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,tabm_specialists,2,366,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,scbutterfly_ops_b,2,366,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,resmlp_52head,2,366,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,multitab_pilot,2,366,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,midas_ops,2,366,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,scpair_ops,2,366,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,ridge,3,394,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,gbdt,3,394,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,catboost_multirmse,3,394,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,mlp,3,394,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,tabm_specialists,3,394,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,scbutterfly_ops_b,3,394,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,resmlp_52head,3,394,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,multitab_pilot,3,394,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,midas_ops,3,394,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,scpair_ops,3,394,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,ridge,4,444,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,gbdt,4,444,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,catboost_multirmse,4,444,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,mlp,4,444,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,tabm_specialists,4,444,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,scbutterfly_ops_b,4,444,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,resmlp_52head,4,444,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,multitab_pilot,4,444,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,midas_ops,4,444,0.0,False,checkpoint_average
peroxisome_peroxi_spy650_live_cell_dye,scpair_ops,4,444,0.0,False,checkpoint_average
chromalive_488_excitation,ridge,0,422,0.0,False,checkpoint_average
chromalive_488_excitation,gbdt,0,422,0.0,False,checkpoint_average
chromalive_488_excitation,catboost_multirmse,0,422,0.0,False,checkpoint_average
chromalive_488_excitation,mlp,0,422,0.0,False,checkpoint_average
chromalive_488_excitation,tabm_specialists,0,422,0.0,False,checkpoint_average
chromalive_488_excitation,scbutterfly_ops_b,0,422,0.0,False,checkpoint_average
chromalive_488_excitation,resmlp_52head,0,422,0.0,False,checkpoint_average
chromalive_488_excitation,multitab_pilot,0,422,0.0,False,checkpoint_average
chromalive_488_excitation,midas_ops,0,422,0.0,False,checkpoint_average
chromalive_488_excitation,scpair_ops,0,422,0.0,False,checkpoint_average
chromalive_488_excitation,ridge,1,374,0.0,False,checkpoint_average
chromalive_488_excitation,gbdt,1,374,0.0,False,checkpoint_average
chromalive_488_excitation,catboost_multirmse,1,374,0.0,False,checkpoint_average
chromalive_488_excitation,mlp,1,374,0.0,False,checkpoint_average
chromalive_488_excitation,tabm_specialists,1,374,0.0,False,checkpoint_average
chromalive_488_excitation,scbutterfly_ops_b,1,374,0.0,False,checkpoint_average
chromalive_488_excitation,resmlp_52head,1,374,0.0,False,checkpoint_average
chromalive_488_excitation,multitab_pilot,1,374,0.0,False,checkpoint_average
chromalive_488_excitation,midas_ops,1,374,0.0,False,checkpoint_average
chromalive_488_excitation,scpair_ops,1,374,0.0,False,checkpoint_average
chromalive_488_excitation,ridge,2,366,0.0,False,checkpoint_average
chromalive_488_excitation,gbdt,2,366,0.0,False,checkpoint_average
chromalive_488_excitation,catboost_multirmse,2,366,0.0,False,checkpoint_average
chromalive_488_excitation,mlp,2,366,0.0,False,checkpoint_average
chromalive_488_excitation,tabm_specialists,2,366,0.0,False,checkpoint_average
chromalive_488_excitation,scbutterfly_ops_b,2,366,0.0,False,checkpoint_average
chromalive_488_excitation,resmlp_52head,2,366,0.0,False,checkpoint_average
chromalive_488_excitation,multitab_pilot,2,366,0.0,False,checkpoint_average
chromalive_488_excitation,midas_ops,2,366,0.0,False,checkpoint_average
chromalive_488_excitation,scpair_ops,2,366,0.0,False,checkpoint_average
chromalive_488_excitation,ridge,3,394,0.0,False,checkpoint_average
chromalive_488_excitation,gbdt,3,394,0.0,False,checkpoint_average
chromalive_488_excitation,catboost_multirmse,3,394,0.0,False,checkpoint_average
chromalive_488_excitation,mlp,3,394,0.0,False,checkpoint_average
chromalive_488_excitation,tabm_specialists,3,394,0.0,False,checkpoint_average
chromalive_488_excitation,scbutterfly_ops_b,3,394,0.0,False,checkpoint_average
chromalive_488_excitation,resmlp_52head,3,394,0.0,False,checkpoint_average
chromalive_488_excitation,multitab_pilot,3,394,0.0,False,checkpoint_average
chromalive_488_excitation,midas_ops,3,394,0.0,False,checkpoint_average
chromalive_488_excitation,scpair_ops,3,394,0.0,False,checkpoint_average
chromalive_488_excitation,ridge,4,444,0.0,False,checkpoint_average
chromalive_488_excitation,gbdt,4,444,0.0,False,checkpoint_average
chromalive_488_excitation,catboost_multirmse,4,444,0.0,False,checkpoint_average
chromalive_488_excitation,mlp,4,444,0.0,False,checkpoint_average
chromalive_488_excitation,tabm_specialists,4,444,0.0,False,checkpoint_average
chromalive_488_excitation,scbutterfly_ops_b,4,444,0.0,False,checkpoint_average
chromalive_488_excitation,resmlp_52head,4,444,0.0,False,checkpoint_average
chromalive_488_excitation,multitab_pilot,4,444,0.0,False,checkpoint_average
chromalive_488_excitation,midas_ops,4,444,0.0,False,checkpoint_average
chromalive_488_excitation,scpair_ops,4,444,0.0,False,checkpoint_average
chromatin_h2bc21,ridge,0,422,0.0,False,checkpoint_average
chromatin_h2bc21,gbdt,0,422,0.0,False,checkpoint_average
chromatin_h2bc21,catboost_multirmse,0,422,0.0,False,checkpoint_average
chromatin_h2bc21,mlp,0,422,0.0,False,checkpoint_average
chromatin_h2bc21,tabm_specialists,0,422,0.0,False,checkpoint_average
chromatin_h2bc21,scbutterfly_ops_b,0,422,0.0,False,checkpoint_average
chromatin_h2bc21,resmlp_52head,0,422,0.0,False,checkpoint_average
chromatin_h2bc21,multitab_pilot,0,422,0.0,False,checkpoint_average
chromatin_h2bc21,midas_ops,0,422,0.0,False,checkpoint_average
chromatin_h2bc21,scpair_ops,0,422,0.0,False,checkpoint_average
chromatin_h2bc21,ridge,1,374,0.0,False,checkpoint_average
chromatin_h2bc21,gbdt,1,374,0.0,False,checkpoint_average
chromatin_h2bc21,catboost_multirmse,1,374,0.0,False,checkpoint_average
chromatin_h2bc21,mlp,1,374,0.0,False,checkpoint_average
chromatin_h2bc21,tabm_specialists,1,374,0.0,False,checkpoint_average
chromatin_h2bc21,scbutterfly_ops_b,1,374,0.0,False,checkpoint_average
chromatin_h2bc21,resmlp_52head,1,374,0.0,False,checkpoint_average
chromatin_h2bc21,multitab_pilot,1,374,0.0,False,checkpoint_average
