reporter_slug,method_id,fold,recoverability_r,n_gene_screen_pairs,n_endpoints,run_state
lysosome_lysotracker_live-cell_dye,scbutterfly_ops_b,2,0.6885977488815515,549,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,resmlp_52head,2,0.9139156244612266,549,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,multitab_pilot,2,0.9100717920920234,549,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,midas_ops,2,0.8257114408320292,549,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,scpair_ops,2,0.9193584789183866,549,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,ridge,3,0.9283704094075166,591,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,gbdt,3,0.9332178603155756,591,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,catboost_multirmse,3,0.9246451805408952,591,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,mlp,3,0.9379757519934768,591,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,tabm_specialists,3,0.9020031743683656,591,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,scbutterfly_ops_b,3,0.908236191892064,591,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,resmlp_52head,3,0.918121617277186,591,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,multitab_pilot,3,0.9129402356221882,591,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,midas_ops,3,0.8366334640384893,591,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,scpair_ops,3,0.929293844718764,591,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,ridge,4,0.9276616598723272,666,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,gbdt,4,0.935853854211096,666,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,catboost_multirmse,4,0.9276449879450293,666,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,mlp,4,0.94031737897953,666,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,tabm_specialists,4,0.923468943234886,666,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,scbutterfly_ops_b,4,0.9049672117808122,666,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,resmlp_52head,4,0.9301299581164636,666,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,multitab_pilot,4,0.9212543391159804,666,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,midas_ops,4,0.8553118097442547,666,24,checkpoint_average
lysosome_lysotracker_live-cell_dye,scpair_ops,4,0.9279639954535458,666,24,checkpoint_average
er_golgi_cop-ii_sec23a,ridge,0,0.9316751098649751,211,24,checkpoint_average
er_golgi_cop-ii_sec23a,gbdt,0,0.943829891382519,211,24,checkpoint_average
er_golgi_cop-ii_sec23a,catboost_multirmse,0,0.9352964149382754,211,24,checkpoint_average
er_golgi_cop-ii_sec23a,mlp,0,0.9453301804223156,211,24,checkpoint_average
er_golgi_cop-ii_sec23a,tabm_specialists,0,0.9402595590742452,211,24,checkpoint_average
er_golgi_cop-ii_sec23a,scbutterfly_ops_b,0,0.8674713402818908,211,24,checkpoint_average
er_golgi_cop-ii_sec23a,resmlp_52head,0,0.9416425764106068,211,24,checkpoint_average
er_golgi_cop-ii_sec23a,multitab_pilot,0,0.9353473210055552,211,24,checkpoint_average
er_golgi_cop-ii_sec23a,midas_ops,0,0.8944567788898267,211,24,checkpoint_average
er_golgi_cop-ii_sec23a,scpair_ops,0,0.9312023534306676,211,24,checkpoint_average
er_golgi_cop-ii_sec23a,ridge,1,0.9170009184698924,187,24,checkpoint_average
er_golgi_cop-ii_sec23a,gbdt,1,0.9284846470729684,187,24,checkpoint_average
er_golgi_cop-ii_sec23a,catboost_multirmse,1,0.9188263695121656,187,24,checkpoint_average
er_golgi_cop-ii_sec23a,mlp,1,0.9297530659302686,187,24,checkpoint_average
er_golgi_cop-ii_sec23a,tabm_specialists,1,0.9257553204547232,187,24,checkpoint_average
er_golgi_cop-ii_sec23a,scbutterfly_ops_b,1,0.7932392992230198,187,24,checkpoint_average
er_golgi_cop-ii_sec23a,resmlp_52head,1,0.9232925806427734,187,24,checkpoint_average
er_golgi_cop-ii_sec23a,multitab_pilot,1,0.920261901867018,187,24,checkpoint_average
er_golgi_cop-ii_sec23a,midas_ops,1,0.7897983104920417,187,24,checkpoint_average
er_golgi_cop-ii_sec23a,scpair_ops,1,0.90650293163309,187,24,checkpoint_average
er_golgi_cop-ii_sec23a,ridge,2,0.9145047358653428,183,24,checkpoint_average
er_golgi_cop-ii_sec23a,gbdt,2,0.9246534366738284,183,24,checkpoint_average
er_golgi_cop-ii_sec23a,catboost_multirmse,2,0.9130923225855088,183,24,checkpoint_average
er_golgi_cop-ii_sec23a,mlp,2,0.9287218286177762,183,24,checkpoint_average
er_golgi_cop-ii_sec23a,tabm_specialists,2,0.9246981037991956,183,24,checkpoint_average
er_golgi_cop-ii_sec23a,scbutterfly_ops_b,2,0.7888709102294521,183,24,checkpoint_average
er_golgi_cop-ii_sec23a,resmlp_52head,2,0.9200311059378036,183,24,checkpoint_average
er_golgi_cop-ii_sec23a,multitab_pilot,2,0.9152926713646252,183,24,checkpoint_average
er_golgi_cop-ii_sec23a,midas_ops,2,0.7624278144780022,183,24,checkpoint_average
er_golgi_cop-ii_sec23a,scpair_ops,2,0.9070118436524448,183,24,checkpoint_average
er_golgi_cop-ii_sec23a,ridge,3,0.9278935181287672,197,24,checkpoint_average
er_golgi_cop-ii_sec23a,gbdt,3,0.9333798785980694,197,24,checkpoint_average
er_golgi_cop-ii_sec23a,catboost_multirmse,3,0.9231338192006638,197,24,checkpoint_average
er_golgi_cop-ii_sec23a,mlp,3,0.9369964791391316,197,24,checkpoint_average
er_golgi_cop-ii_sec23a,tabm_specialists,3,0.8717350015506456,197,24,checkpoint_average
er_golgi_cop-ii_sec23a,scbutterfly_ops_b,3,0.8038563105898112,197,24,checkpoint_average
er_golgi_cop-ii_sec23a,resmlp_52head,3,0.9282292413689696,197,24,checkpoint_average
er_golgi_cop-ii_sec23a,multitab_pilot,3,0.9257938782364974,197,24,checkpoint_average
er_golgi_cop-ii_sec23a,midas_ops,3,0.8601869858865078,197,24,checkpoint_average
er_golgi_cop-ii_sec23a,scpair_ops,3,0.9206682206457774,197,24,checkpoint_average
er_golgi_cop-ii_sec23a,ridge,4,0.9265579311561228,222,24,checkpoint_average
er_golgi_cop-ii_sec23a,gbdt,4,0.9402101487898196,222,24,checkpoint_average
er_golgi_cop-ii_sec23a,catboost_multirmse,4,0.9289816028136932,222,24,checkpoint_average
er_golgi_cop-ii_sec23a,mlp,4,0.9429616616146604,222,24,checkpoint_average
er_golgi_cop-ii_sec23a,tabm_specialists,4,0.921499451208029,222,24,checkpoint_average
er_golgi_cop-ii_sec23a,scbutterfly_ops_b,4,0.8504838091262238,222,24,checkpoint_average
er_golgi_cop-ii_sec23a,resmlp_52head,4,0.9393039983666872,222,24,checkpoint_average
er_golgi_cop-ii_sec23a,multitab_pilot,4,0.9321943856088416,222,24,checkpoint_average
er_golgi_cop-ii_sec23a,midas_ops,4,0.819756274361101,222,24,checkpoint_average
er_golgi_cop-ii_sec23a,scpair_ops,4,0.928232794613503,222,24,checkpoint_average
early_endosome_eea1,ridge,0,0.9133379682046642,211,24,checkpoint_average
early_endosome_eea1,gbdt,0,0.9233407708285092,211,24,checkpoint_average
early_endosome_eea1,catboost_multirmse,0,0.9148764650635852,211,24,checkpoint_average
early_endosome_eea1,mlp,0,0.9252537147010332,211,24,checkpoint_average
early_endosome_eea1,tabm_specialists,0,0.9197653512885156,211,24,checkpoint_average
early_endosome_eea1,scbutterfly_ops_b,0,0.8145575437961027,211,24,checkpoint_average
early_endosome_eea1,resmlp_52head,0,0.9155942764625536,211,24,checkpoint_average
early_endosome_eea1,multitab_pilot,0,0.9145412484612118,211,24,checkpoint_average
early_endosome_eea1,midas_ops,0,0.8666146370264171,211,24,checkpoint_average
early_endosome_eea1,scpair_ops,0,0.9103749817339564,211,24,checkpoint_average
early_endosome_eea1,ridge,1,0.9054227923343544,187,24,checkpoint_average
early_endosome_eea1,gbdt,1,0.9156700821717468,187,24,checkpoint_average
early_endosome_eea1,catboost_multirmse,1,0.913194384022178,187,24,checkpoint_average
early_endosome_eea1,mlp,1,0.9184141880389324,187,24,checkpoint_average
early_endosome_eea1,tabm_specialists,1,0.9138031360333198,187,24,checkpoint_average
early_endosome_eea1,scbutterfly_ops_b,1,0.7367818160379632,187,24,checkpoint_average
early_endosome_eea1,resmlp_52head,1,0.9071203972655484,187,24,checkpoint_average
early_endosome_eea1,multitab_pilot,1,0.9127340234175176,187,24,checkpoint_average
early_endosome_eea1,midas_ops,1,0.8369625939390047,187,24,checkpoint_average
early_endosome_eea1,scpair_ops,1,0.9036490515877644,187,24,checkpoint_average
early_endosome_eea1,ridge,2,0.9163318464916178,183,24,checkpoint_average
early_endosome_eea1,gbdt,2,0.9306922245298382,183,24,checkpoint_average
early_endosome_eea1,catboost_multirmse,2,0.9274535824899268,183,24,checkpoint_average
early_endosome_eea1,mlp,2,0.9317652106010345,183,24,checkpoint_average
early_endosome_eea1,tabm_specialists,2,0.92836477399536,183,24,checkpoint_average
early_endosome_eea1,scbutterfly_ops_b,2,0.8391062614180423,183,24,checkpoint_average
early_endosome_eea1,resmlp_52head,2,0.9249161671393676,183,24,checkpoint_average
early_endosome_eea1,multitab_pilot,2,0.925820869856134,183,24,checkpoint_average
