reporter_slug,method_id,fold,recoverability_r,n_gene_screen_pairs,n_endpoints,run_state
f-actin_phalloidin,catboost_multirmse,2,0.761130445630616,183,72,checkpoint_average
f-actin_phalloidin,mlp,2,0.7714013720300746,183,72,checkpoint_average
f-actin_phalloidin,tabm_specialists,2,0.7772136618226663,183,72,checkpoint_average
f-actin_phalloidin,scbutterfly_ops_b,2,0.7310540505277281,183,72,checkpoint_average
f-actin_phalloidin,resmlp_52head,2,0.7532395114839028,183,72,checkpoint_average
f-actin_phalloidin,multitab_pilot,2,0.7642288753907435,183,72,checkpoint_average
f-actin_phalloidin,midas_ops,2,0.6235597642865142,183,72,checkpoint_average
f-actin_phalloidin,scpair_ops,2,0.7640504732068664,183,72,checkpoint_average
f-actin_phalloidin,ridge,3,0.7293163079029964,197,72,checkpoint_average
f-actin_phalloidin,gbdt,3,0.7439296390556426,197,72,checkpoint_average
f-actin_phalloidin,catboost_multirmse,3,0.7359934407490698,197,72,checkpoint_average
f-actin_phalloidin,mlp,3,0.7467438492740754,197,72,checkpoint_average
f-actin_phalloidin,tabm_specialists,3,0.7191686601231447,197,72,checkpoint_average
f-actin_phalloidin,scbutterfly_ops_b,3,0.6923500133250107,197,72,checkpoint_average
f-actin_phalloidin,resmlp_52head,3,0.7122023959008612,197,72,checkpoint_average
f-actin_phalloidin,multitab_pilot,3,0.7477281771307828,197,72,checkpoint_average
f-actin_phalloidin,midas_ops,3,0.6481529495100432,197,72,checkpoint_average
f-actin_phalloidin,scpair_ops,3,0.7432938999750573,197,72,checkpoint_average
f-actin_phalloidin,ridge,4,0.7310789202722092,222,72,checkpoint_average
f-actin_phalloidin,gbdt,4,0.7490675819988426,222,72,checkpoint_average
f-actin_phalloidin,catboost_multirmse,4,0.7415951352743302,222,72,checkpoint_average
f-actin_phalloidin,mlp,4,0.74433973109337,222,72,checkpoint_average
f-actin_phalloidin,tabm_specialists,4,0.7475642337879592,222,72,checkpoint_average
f-actin_phalloidin,scbutterfly_ops_b,4,0.7085292454884518,222,72,checkpoint_average
f-actin_phalloidin,resmlp_52head,4,0.6973443326578683,222,72,checkpoint_average
f-actin_phalloidin,multitab_pilot,4,0.7458835052145288,222,72,checkpoint_average
f-actin_phalloidin,midas_ops,4,0.5967925019084752,222,72,checkpoint_average
f-actin_phalloidin,scpair_ops,4,0.7426193679330478,222,72,checkpoint_average
mitochondria_tomm70a,ridge,0,0.7244472630471055,422,24,checkpoint_average
mitochondria_tomm70a,gbdt,0,0.7449139298659784,422,24,checkpoint_average
mitochondria_tomm70a,catboost_multirmse,0,0.7329028861228511,422,24,checkpoint_average
mitochondria_tomm70a,mlp,0,0.7454169913959167,422,24,checkpoint_average
mitochondria_tomm70a,tabm_specialists,0,0.7474955586496971,422,24,checkpoint_average
mitochondria_tomm70a,scbutterfly_ops_b,0,0.6812034614898614,422,24,checkpoint_average
mitochondria_tomm70a,resmlp_52head,0,0.7393508252396748,422,24,checkpoint_average
mitochondria_tomm70a,multitab_pilot,0,0.732816445165326,422,24,checkpoint_average
mitochondria_tomm70a,midas_ops,0,0.656048365782112,422,24,checkpoint_average
mitochondria_tomm70a,scpair_ops,0,0.7238131331560848,422,24,checkpoint_average
mitochondria_tomm70a,ridge,1,0.7303375149590053,374,24,checkpoint_average
mitochondria_tomm70a,gbdt,1,0.7566187519503389,374,24,checkpoint_average
mitochondria_tomm70a,catboost_multirmse,1,0.7452917906907514,374,24,checkpoint_average
mitochondria_tomm70a,mlp,1,0.7477939155156174,374,24,checkpoint_average
mitochondria_tomm70a,tabm_specialists,1,0.7583427145130314,374,24,checkpoint_average
mitochondria_tomm70a,scbutterfly_ops_b,1,0.7180799479685008,374,24,checkpoint_average
mitochondria_tomm70a,resmlp_52head,1,0.7575081488051647,374,24,checkpoint_average
mitochondria_tomm70a,multitab_pilot,1,0.746129000675254,374,24,checkpoint_average
mitochondria_tomm70a,midas_ops,1,0.5211833221008839,374,24,checkpoint_average
mitochondria_tomm70a,scpair_ops,1,0.7412612620400267,374,24,checkpoint_average
mitochondria_tomm70a,ridge,2,0.7208805331225764,366,24,checkpoint_average
mitochondria_tomm70a,gbdt,2,0.7488372909019629,366,24,checkpoint_average
mitochondria_tomm70a,catboost_multirmse,2,0.7321386883924458,366,24,checkpoint_average
mitochondria_tomm70a,mlp,2,0.7508720948692789,366,24,checkpoint_average
mitochondria_tomm70a,tabm_specialists,2,0.7515749256637777,366,24,checkpoint_average
mitochondria_tomm70a,scbutterfly_ops_b,2,0.6932337389895123,366,24,checkpoint_average
mitochondria_tomm70a,resmlp_52head,2,0.7465388054099935,366,24,checkpoint_average
mitochondria_tomm70a,multitab_pilot,2,0.7356113822516601,366,24,checkpoint_average
mitochondria_tomm70a,midas_ops,2,0.5197763913748802,366,24,checkpoint_average
mitochondria_tomm70a,scpair_ops,2,0.7328147936336965,366,24,checkpoint_average
mitochondria_tomm70a,ridge,3,0.7302476608176166,394,24,checkpoint_average
mitochondria_tomm70a,gbdt,3,0.7406907319551405,394,24,checkpoint_average
mitochondria_tomm70a,catboost_multirmse,3,0.7287078868088072,394,24,checkpoint_average
mitochondria_tomm70a,mlp,3,0.735389246289146,394,24,checkpoint_average
mitochondria_tomm70a,tabm_specialists,3,0.6876480987913819,394,24,checkpoint_average
mitochondria_tomm70a,scbutterfly_ops_b,3,0.6811004192077833,394,24,checkpoint_average
mitochondria_tomm70a,resmlp_52head,3,0.7433589685721871,394,24,checkpoint_average
mitochondria_tomm70a,multitab_pilot,3,0.7337905596142882,394,24,checkpoint_average
mitochondria_tomm70a,midas_ops,3,0.6271698281613426,394,24,checkpoint_average
mitochondria_tomm70a,scpair_ops,3,0.7215630785788528,394,24,checkpoint_average
mitochondria_tomm70a,ridge,4,0.7385761160600658,444,24,checkpoint_average
mitochondria_tomm70a,gbdt,4,0.7682408457175384,444,24,checkpoint_average
mitochondria_tomm70a,catboost_multirmse,4,0.7552109284346352,444,24,checkpoint_average
mitochondria_tomm70a,mlp,4,0.7532805065393009,444,24,checkpoint_average
mitochondria_tomm70a,tabm_specialists,4,0.74469844741372,444,24,checkpoint_average
mitochondria_tomm70a,scbutterfly_ops_b,4,0.7045828689744353,444,24,checkpoint_average
mitochondria_tomm70a,resmlp_52head,4,0.7663944957424059,444,24,checkpoint_average
mitochondria_tomm70a,multitab_pilot,4,0.7478198973754742,444,24,checkpoint_average
mitochondria_tomm70a,midas_ops,4,0.4937272721973694,444,24,checkpoint_average
mitochondria_tomm70a,scpair_ops,4,0.746527837978047,444,24,checkpoint_average
lysosome_lamp1,ridge,0,0.7418321861750545,422,24,checkpoint_average
lysosome_lamp1,gbdt,0,0.765661235408006,422,24,checkpoint_average
lysosome_lamp1,catboost_multirmse,0,0.7480933343420823,422,24,checkpoint_average
lysosome_lamp1,mlp,0,0.7657255273231404,422,24,checkpoint_average
lysosome_lamp1,tabm_specialists,0,0.7566028310863967,422,24,checkpoint_average
lysosome_lamp1,scbutterfly_ops_b,0,0.5182483501503694,422,24,checkpoint_average
lysosome_lamp1,resmlp_52head,0,0.7565837159892318,422,24,checkpoint_average
lysosome_lamp1,multitab_pilot,0,0.7515265966702837,422,24,checkpoint_average
lysosome_lamp1,midas_ops,0,0.6207379340603134,422,24,checkpoint_average
lysosome_lamp1,scpair_ops,0,0.7361615603320403,422,24,checkpoint_average
lysosome_lamp1,ridge,1,0.7526845492453119,374,24,checkpoint_average
lysosome_lamp1,gbdt,1,0.7019479897065434,374,24,checkpoint_average
lysosome_lamp1,catboost_multirmse,1,0.6824426546824848,374,24,checkpoint_average
lysosome_lamp1,mlp,1,0.7046668879656393,374,24,checkpoint_average
lysosome_lamp1,tabm_specialists,1,0.7726195895200411,374,24,checkpoint_average
lysosome_lamp1,scbutterfly_ops_b,1,0.6154154942670952,374,24,checkpoint_average
lysosome_lamp1,resmlp_52head,1,0.6890875828416473,374,24,checkpoint_average
lysosome_lamp1,multitab_pilot,1,0.6965555728075555,374,24,checkpoint_average
lysosome_lamp1,midas_ops,1,0.5785949403875766,374,24,checkpoint_average
lysosome_lamp1,scpair_ops,1,0.7067320086290598,374,24,checkpoint_average
lysosome_lamp1,ridge,2,0.7405987597271949,366,24,checkpoint_average
lysosome_lamp1,gbdt,2,0.7540605171460321,366,24,checkpoint_average
lysosome_lamp1,catboost_multirmse,2,0.7443001037123017,366,24,checkpoint_average
lysosome_lamp1,mlp,2,0.7620932260074871,366,24,checkpoint_average
lysosome_lamp1,tabm_specialists,2,0.7548083263830033,366,24,checkpoint_average
lysosome_lamp1,scbutterfly_ops_b,2,0.4716693847824151,366,24,checkpoint_average
lysosome_lamp1,resmlp_52head,2,0.747988400919891,366,24,checkpoint_average
lysosome_lamp1,multitab_pilot,2,0.7470133516542857,366,24,checkpoint_average
lysosome_lamp1,midas_ops,2,0.6262945609628939,366,24,checkpoint_average
lysosome_lamp1,scpair_ops,2,0.7285784860004386,366,24,checkpoint_average
lysosome_lamp1,ridge,3,0.7385881793309945,394,24,checkpoint_average
lysosome_lamp1,gbdt,3,0.7541246949149804,394,24,checkpoint_average
lysosome_lamp1,catboost_multirmse,3,0.7433321820736776,394,24,checkpoint_average
lysosome_lamp1,mlp,3,0.7552380348442144,394,24,checkpoint_average
lysosome_lamp1,tabm_specialists,3,0.5994004951514168,394,24,checkpoint_average
lysosome_lamp1,scbutterfly_ops_b,3,0.5289579680662001,394,24,checkpoint_average
lysosome_lamp1,resmlp_52head,3,0.7430897515973379,394,24,checkpoint_average
lysosome_lamp1,multitab_pilot,3,0.7442742850339065,394,24,checkpoint_average
lysosome_lamp1,midas_ops,3,0.633765766179887,394,24,checkpoint_average
lysosome_lamp1,scpair_ops,3,0.718889853250012,394,24,checkpoint_average
lysosome_lamp1,ridge,4,0.7343122843117585,444,24,checkpoint_average
lysosome_lamp1,gbdt,4,0.7596297317854175,444,24,checkpoint_average
lysosome_lamp1,catboost_multirmse,4,0.7537722077560355,444,24,checkpoint_average
lysosome_lamp1,mlp,4,0.7682809786567701,444,24,checkpoint_average
lysosome_lamp1,tabm_specialists,4,0.7080262554700131,444,24,checkpoint_average
lysosome_lamp1,scbutterfly_ops_b,4,0.5094969874644125,444,24,checkpoint_average
lysosome_lamp1,resmlp_52head,4,0.7621494518349635,444,24,checkpoint_average
lysosome_lamp1,multitab_pilot,4,0.7578974270359108,444,24,checkpoint_average
lysosome_lamp1,midas_ops,4,0.6283885266166107,444,24,checkpoint_average
lysosome_lamp1,scpair_ops,4,0.7300506091520931,444,24,checkpoint_average
autophagosome_atg101,ridge,0,0.7578856721656381,422,24,checkpoint_average
autophagosome_atg101,gbdt,0,0.7500128120506897,422,24,checkpoint_average
autophagosome_atg101,catboost_multirmse,0,0.7474205918980784,422,24,checkpoint_average
autophagosome_atg101,mlp,0,0.7631083733177784,422,24,checkpoint_average
autophagosome_atg101,tabm_specialists,0,0.7526080315507695,422,24,checkpoint_average
autophagosome_atg101,scbutterfly_ops_b,0,0.5346879086379195,422,24,checkpoint_average
autophagosome_atg101,resmlp_52head,0,0.7404613681556773,422,24,checkpoint_average
autophagosome_atg101,multitab_pilot,0,0.7442112567206903,422,24,checkpoint_average
autophagosome_atg101,midas_ops,0,0.6576326416355202,422,24,checkpoint_average
autophagosome_atg101,scpair_ops,0,0.7226431835947184,422,24,checkpoint_average
autophagosome_atg101,ridge,1,0.6814508635520863,374,24,checkpoint_average
autophagosome_atg101,gbdt,1,0.6862036286300638,374,24,checkpoint_average
autophagosome_atg101,catboost_multirmse,1,0.6797483989057268,374,24,checkpoint_average
autophagosome_atg101,mlp,1,0.6897301964758645,374,24,checkpoint_average
autophagosome_atg101,tabm_specialists,1,0.6894502986565151,374,24,checkpoint_average
autophagosome_atg101,scbutterfly_ops_b,1,0.3823933620385535,374,24,checkpoint_average
autophagosome_atg101,resmlp_52head,1,0.6670118163831574,374,24,checkpoint_average
autophagosome_atg101,multitab_pilot,1,0.676937925221389,374,24,checkpoint_average
autophagosome_atg101,midas_ops,1,0.5741537144071321,374,24,checkpoint_average
autophagosome_atg101,scpair_ops,1,0.6450585864511663,374,24,checkpoint_average
autophagosome_atg101,ridge,2,0.6707572669411759,366,24,checkpoint_average
autophagosome_atg101,gbdt,2,0.6782832754679594,366,24,checkpoint_average
autophagosome_atg101,catboost_multirmse,2,0.6654882562389167,366,24,checkpoint_average
autophagosome_atg101,mlp,2,0.6721514911093754,366,24,checkpoint_average
autophagosome_atg101,tabm_specialists,2,0.6686412231056901,366,24,checkpoint_average
autophagosome_atg101,scbutterfly_ops_b,2,0.4439197898100446,366,24,checkpoint_average
autophagosome_atg101,resmlp_52head,2,0.6440821040989221,366,24,checkpoint_average
autophagosome_atg101,multitab_pilot,2,0.6646629998537334,366,24,checkpoint_average
autophagosome_atg101,midas_ops,2,0.5510163547138356,366,24,checkpoint_average
autophagosome_atg101,scpair_ops,2,0.6290128184156657,366,24,checkpoint_average
autophagosome_atg101,ridge,3,0.6804000456900375,394,24,checkpoint_average
autophagosome_atg101,gbdt,3,0.6683919784146671,394,24,checkpoint_average
autophagosome_atg101,catboost_multirmse,3,0.6620007629409035,394,24,checkpoint_average
autophagosome_atg101,mlp,3,0.6753085135341399,394,24,checkpoint_average
autophagosome_atg101,tabm_specialists,3,0.489542495327097,394,24,checkpoint_average
autophagosome_atg101,scbutterfly_ops_b,3,0.4399266930194941,394,24,checkpoint_average
autophagosome_atg101,resmlp_52head,3,0.6522519767938094,394,24,checkpoint_average
autophagosome_atg101,multitab_pilot,3,0.6632879531940815,394,24,checkpoint_average
autophagosome_atg101,midas_ops,3,0.5525805223540287,394,24,checkpoint_average
autophagosome_atg101,scpair_ops,3,0.6286681863148874,394,24,checkpoint_average
autophagosome_atg101,ridge,4,0.7589492168810907,444,24,checkpoint_average
autophagosome_atg101,gbdt,4,0.7753289495726285,444,24,checkpoint_average
autophagosome_atg101,catboost_multirmse,4,0.7662817833116659,444,24,checkpoint_average
autophagosome_atg101,mlp,4,0.7763099795817512,444,24,checkpoint_average
autophagosome_atg101,tabm_specialists,4,0.726015344043479,444,24,checkpoint_average
autophagosome_atg101,scbutterfly_ops_b,4,0.4069716176793432,444,24,checkpoint_average
autophagosome_atg101,resmlp_52head,4,0.7640016760541798,444,24,checkpoint_average
autophagosome_atg101,multitab_pilot,4,0.7578947770062893,444,24,checkpoint_average
autophagosome_atg101,midas_ops,4,0.6303380559580368,444,24,checkpoint_average
autophagosome_atg101,scpair_ops,4,0.73161521386259,444,24,checkpoint_average
nuclear_speckles_srrm2,ridge,0,0.8051704797013933,422,24,checkpoint_average
nuclear_speckles_srrm2,gbdt,0,0.85783889703695,422,24,checkpoint_average
nuclear_speckles_srrm2,catboost_multirmse,0,0.8300700160122311,422,24,checkpoint_average
nuclear_speckles_srrm2,mlp,0,0.868883392707799,422,24,checkpoint_average
nuclear_speckles_srrm2,tabm_specialists,0,0.8492577123433014,422,24,checkpoint_average
nuclear_speckles_srrm2,scbutterfly_ops_b,0,0.7793942780392248,422,24,checkpoint_average
nuclear_speckles_srrm2,resmlp_52head,0,0.8564674011258132,422,24,checkpoint_average
nuclear_speckles_srrm2,multitab_pilot,0,0.8269140500989348,422,24,checkpoint_average
nuclear_speckles_srrm2,midas_ops,0,0.6571475641471066,422,24,checkpoint_average
nuclear_speckles_srrm2,scpair_ops,0,0.8354009216684403,422,24,checkpoint_average
nuclear_speckles_srrm2,ridge,1,0.835189321587556,374,24,checkpoint_average
nuclear_speckles_srrm2,gbdt,1,0.8758551897190814,374,24,checkpoint_average
nuclear_speckles_srrm2,catboost_multirmse,1,0.8494912045329727,374,24,checkpoint_average
nuclear_speckles_srrm2,mlp,1,0.8910855022424884,374,24,checkpoint_average
nuclear_speckles_srrm2,tabm_specialists,1,0.8805718997339561,374,24,checkpoint_average
nuclear_speckles_srrm2,scbutterfly_ops_b,1,0.8087201717992322,374,24,checkpoint_average
nuclear_speckles_srrm2,resmlp_52head,1,0.8747363153780956,374,24,checkpoint_average
nuclear_speckles_srrm2,multitab_pilot,1,0.8476847829457023,374,24,checkpoint_average
nuclear_speckles_srrm2,midas_ops,1,0.6089632114906904,374,24,checkpoint_average
nuclear_speckles_srrm2,scpair_ops,1,0.8649250114409197,374,24,checkpoint_average
nuclear_speckles_srrm2,ridge,2,0.853034820204403,366,24,checkpoint_average
nuclear_speckles_srrm2,gbdt,2,0.8831689498414096,366,24,checkpoint_average
nuclear_speckles_srrm2,catboost_multirmse,2,0.8480802495740676,366,24,checkpoint_average
nuclear_speckles_srrm2,mlp,2,0.888143815151774,366,24,checkpoint_average
nuclear_speckles_srrm2,tabm_specialists,2,0.8878469212634897,366,24,checkpoint_average
nuclear_speckles_srrm2,scbutterfly_ops_b,2,0.8246187876845813,366,24,checkpoint_average
nuclear_speckles_srrm2,resmlp_52head,2,0.8793811306885578,366,24,checkpoint_average
nuclear_speckles_srrm2,multitab_pilot,2,0.8544885306735376,366,24,checkpoint_average
nuclear_speckles_srrm2,midas_ops,2,0.6186519940667429,366,24,checkpoint_average
nuclear_speckles_srrm2,scpair_ops,2,0.8721011752180398,366,24,checkpoint_average
nuclear_speckles_srrm2,ridge,3,0.8306132386877518,394,24,checkpoint_average
nuclear_speckles_srrm2,gbdt,3,0.8686408755057204,394,24,checkpoint_average
nuclear_speckles_srrm2,catboost_multirmse,3,0.8454426339641478,394,24,checkpoint_average
nuclear_speckles_srrm2,mlp,3,0.8737612023551664,394,24,checkpoint_average
nuclear_speckles_srrm2,tabm_specialists,3,0.8263924112944282,394,24,checkpoint_average
nuclear_speckles_srrm2,scbutterfly_ops_b,3,0.8108808953151417,394,24,checkpoint_average
nuclear_speckles_srrm2,resmlp_52head,3,0.8683615746462158,394,24,checkpoint_average
nuclear_speckles_srrm2,multitab_pilot,3,0.8426093955338398,394,24,checkpoint_average
nuclear_speckles_srrm2,midas_ops,3,0.6434874602069813,394,24,checkpoint_average
nuclear_speckles_srrm2,scpair_ops,3,0.8585887328156553,394,24,checkpoint_average
nuclear_speckles_srrm2,ridge,4,0.8144613608397954,444,24,checkpoint_average
nuclear_speckles_srrm2,gbdt,4,0.86233812023741,444,24,checkpoint_average
nuclear_speckles_srrm2,catboost_multirmse,4,0.8397862131519073,444,24,checkpoint_average
nuclear_speckles_srrm2,mlp,4,0.8665905340826713,444,24,checkpoint_average
nuclear_speckles_srrm2,tabm_specialists,4,0.8277908743672566,444,24,checkpoint_average
nuclear_speckles_srrm2,scbutterfly_ops_b,4,0.8126054948083631,444,24,checkpoint_average
nuclear_speckles_srrm2,resmlp_52head,4,0.8638000228883818,444,24,checkpoint_average
nuclear_speckles_srrm2,multitab_pilot,4,0.8388097359887343,444,24,checkpoint_average
nuclear_speckles_srrm2,midas_ops,4,0.5879799916285907,444,24,checkpoint_average
nuclear_speckles_srrm2,scpair_ops,4,0.8477871580044599,444,24,checkpoint_average
proteasome_psmb7,ridge,0,0.5809840839700237,422,24,checkpoint_average
proteasome_psmb7,gbdt,0,0.6221069491088534,422,24,checkpoint_average
proteasome_psmb7,catboost_multirmse,0,0.5930806639913865,422,24,checkpoint_average
proteasome_psmb7,mlp,0,0.6251287776595809,422,24,checkpoint_average
proteasome_psmb7,tabm_specialists,0,0.6181809630107459,422,24,checkpoint_average
proteasome_psmb7,scbutterfly_ops_b,0,0.5390882696777317,422,24,checkpoint_average
proteasome_psmb7,resmlp_52head,0,0.6184114476434569,422,24,checkpoint_average
proteasome_psmb7,multitab_pilot,0,0.6092113832235703,422,24,checkpoint_average
proteasome_psmb7,midas_ops,0,0.4357665596563503,422,24,checkpoint_average
proteasome_psmb7,scpair_ops,0,0.5955023485796517,422,24,checkpoint_average
proteasome_psmb7,ridge,1,0.5826766044454462,374,24,checkpoint_average
proteasome_psmb7,gbdt,1,0.6173915691794002,374,24,checkpoint_average
proteasome_psmb7,catboost_multirmse,1,0.6059868234120848,374,24,checkpoint_average
proteasome_psmb7,mlp,1,0.6222430410636486,374,24,checkpoint_average
proteasome_psmb7,tabm_specialists,1,0.6168128055204933,374,24,checkpoint_average
proteasome_psmb7,scbutterfly_ops_b,1,0.4513494075273241,374,24,checkpoint_average
proteasome_psmb7,resmlp_52head,1,0.6127753963766873,374,24,checkpoint_average
proteasome_psmb7,multitab_pilot,1,0.6220427227985036,374,24,checkpoint_average
proteasome_psmb7,midas_ops,1,0.4634280726968476,374,24,checkpoint_average
proteasome_psmb7,scpair_ops,1,0.6001951930560675,374,24,checkpoint_average
proteasome_psmb7,ridge,2,0.5860882692876933,366,24,checkpoint_average
proteasome_psmb7,gbdt,2,0.6060204639024819,366,24,checkpoint_average
proteasome_psmb7,catboost_multirmse,2,0.5902646221633505,366,24,checkpoint_average
proteasome_psmb7,mlp,2,0.6307045119343163,366,24,checkpoint_average
proteasome_psmb7,tabm_specialists,2,0.6234536026602487,366,24,checkpoint_average
proteasome_psmb7,scbutterfly_ops_b,2,0.5225999648141334,366,24,checkpoint_average
proteasome_psmb7,resmlp_52head,2,0.6273599040256929,366,24,checkpoint_average
proteasome_psmb7,multitab_pilot,2,0.6096174388777148,366,24,checkpoint_average
proteasome_psmb7,midas_ops,2,0.4579319555583518,366,24,checkpoint_average
proteasome_psmb7,scpair_ops,2,0.6032880819455952,366,24,checkpoint_average
proteasome_psmb7,ridge,3,0.4960193904469195,394,24,checkpoint_average
proteasome_psmb7,gbdt,3,0.5285638841030673,394,24,checkpoint_average
proteasome_psmb7,catboost_multirmse,3,0.520581303751127,394,24,checkpoint_average
proteasome_psmb7,mlp,3,0.5144105490907105,394,24,checkpoint_average
proteasome_psmb7,tabm_specialists,3,0.4647202237683119,394,24,checkpoint_average
proteasome_psmb7,scbutterfly_ops_b,3,0.4384250513695844,394,24,checkpoint_average
proteasome_psmb7,resmlp_52head,3,0.52988636985738,394,24,checkpoint_average
proteasome_psmb7,multitab_pilot,3,0.5350150992596636,394,24,checkpoint_average
proteasome_psmb7,midas_ops,3,0.3943979837860258,394,24,checkpoint_average
proteasome_psmb7,scpair_ops,3,0.5314518162100987,394,24,checkpoint_average
proteasome_psmb7,ridge,4,0.6096821781278979,444,24,checkpoint_average
proteasome_psmb7,gbdt,4,0.6379828401613559,444,24,checkpoint_average
proteasome_psmb7,catboost_multirmse,4,0.6214448674685976,444,24,checkpoint_average
proteasome_psmb7,mlp,4,0.6533719519789541,444,24,checkpoint_average
proteasome_psmb7,tabm_specialists,4,0.6052277366932907,444,24,checkpoint_average
proteasome_psmb7,scbutterfly_ops_b,4,0.580564862319529,444,24,checkpoint_average
proteasome_psmb7,resmlp_52head,4,0.6457688108856612,444,24,checkpoint_average
proteasome_psmb7,multitab_pilot,4,0.6285241116822834,444,24,checkpoint_average
proteasome_psmb7,midas_ops,4,0.4616605675206321,444,24,checkpoint_average
proteasome_psmb7,scpair_ops,4,0.6274097785611077,444,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,ridge,0,0.5827820413931333,422,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,gbdt,0,0.6302160735843371,422,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,catboost_multirmse,0,0.6138262690934791,422,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,mlp,0,0.6362273623268094,422,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,tabm_specialists,0,0.6375052859862783,422,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,scbutterfly_ops_b,0,0.6048743401762257,422,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,resmlp_52head,0,0.6303064671783577,422,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,multitab_pilot,0,0.6124540438318232,422,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,midas_ops,0,0.5559143253913481,422,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,scpair_ops,0,0.6240996080284507,422,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,ridge,1,0.6446665483137167,374,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,gbdt,1,0.6764573640467351,374,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,catboost_multirmse,1,0.6663113113535789,374,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,mlp,1,0.6757464881030594,374,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,tabm_specialists,1,0.6945835927572132,374,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,scbutterfly_ops_b,1,0.63900980427956,374,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,resmlp_52head,1,0.7039516231421112,374,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,multitab_pilot,1,0.6811984544296902,374,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,midas_ops,1,0.5729473404807669,374,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,scpair_ops,1,0.6684709914445603,374,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,ridge,2,0.6469153454918725,366,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,gbdt,2,0.6524606965066359,366,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,catboost_multirmse,2,0.6313520391105963,366,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,mlp,2,0.6439206898795443,366,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,tabm_specialists,2,0.6810164589257198,366,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,scbutterfly_ops_b,2,0.6520898322621976,366,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,resmlp_52head,2,0.6974823176413665,366,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,multitab_pilot,2,0.625143236230504,366,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,midas_ops,2,0.4908452242282297,366,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,scpair_ops,2,0.6752707542441309,366,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,ridge,3,0.6430291860428013,394,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,gbdt,3,0.6691713561371575,394,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,catboost_multirmse,3,0.6601394547558441,394,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,mlp,3,0.6677511840414047,394,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,tabm_specialists,3,0.6272808188220242,394,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,scbutterfly_ops_b,3,0.6626801655844279,394,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,resmlp_52head,3,0.7071156794495806,394,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,multitab_pilot,3,0.6550892286922937,394,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,midas_ops,3,0.5975205127119531,394,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,scpair_ops,3,0.6707135159290182,394,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,ridge,4,0.6548842969357441,444,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,gbdt,4,0.7207411651107224,444,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,catboost_multirmse,4,0.7114903324958707,444,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,mlp,4,0.7034763541802906,444,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,tabm_specialists,4,0.6943165888784907,444,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,scbutterfly_ops_b,4,0.7096486278581077,444,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,resmlp_52head,4,0.7037065381918882,444,24,checkpoint_average
oxidative_stress_cellrox_live-cell_dye,multitab_pilot,4,0.7090740238398703,444,24,checkpoint_average
