reporter_slug,endpoint_index,endpoint_name,fold,common_control_scale,fold_target_scale,fold_to_common_factor
stress_granule_g3bp1,4,op_gfp_intensity_min_min,3,13.712866674419507,13.827012062072754,1.0083239624772389
stress_granule_g3bp1,5,op_gfp_intensity_min_max,3,33.37509092901142,34.389320373535156,1.0303888144209403
stress_granule_g3bp1,6,op_gfp_intensity_max_mean,3,29.251948816824342,29.5516300201416,1.010244828650353
stress_granule_g3bp1,7,op_gfp_intensity_max_median,3,29.47781840882513,29.541501998901367,1.0021603902023215
stress_granule_g3bp1,8,op_gfp_intensity_max_std,3,10.990423045699432,11.322968482971191,1.0302577467572447
stress_granule_g3bp1,9,op_gfp_intensity_max_sum,3,5976.516750121481,7242.77880859375,1.2118729205346126
stress_granule_g3bp1,10,op_gfp_intensity_max_min,3,20.98354591756419,21.283061981201172,1.0142738536572256
stress_granule_g3bp1,11,op_gfp_intensity_max_max,3,56.999212885077576,59.056785583496094,1.036098265121082
stress_granule_g3bp1,12,op_gfp_intensity_mean_mean,3,25.520222397379072,25.868412017822266,1.013643675004923
stress_granule_g3bp1,13,op_gfp_intensity_mean_median,3,26.310418215721448,26.581289291381836,1.0102952022061942
stress_granule_g3bp1,14,op_gfp_intensity_mean_std,3,7.303475616438603,7.45209264755249,1.0203488091038986
stress_granule_g3bp1,15,op_gfp_intensity_mean_sum,3,5180.720942801539,6282.4775390625,1.2126647253200964
stress_granule_g3bp1,16,op_gfp_intensity_mean_min,3,18.413934147656597,18.653045654296875,1.012985356889131
stress_granule_g3bp1,17,op_gfp_intensity_mean_max,3,38.60142556678568,40.14583969116211,1.040009250997852
stress_granule_g3bp1,18,op_gfp_intensity_range_mean,3,11.535854843783431,11.36678695678711,0.9853441388361929
stress_granule_g3bp1,19,op_gfp_intensity_range_median,3,9.561113501266465,9.270781517028809,0.9696340824529277
stress_granule_g3bp1,20,op_gfp_intensity_range_std,3,11.023725233419853,11.249975204467773,1.0205239124032242
stress_granule_g3bp1,21,op_gfp_intensity_range_sum,3,1679.4917206660646,2009.1258544921875,1.1962701749404245
stress_granule_g3bp1,22,op_gfp_intensity_range_min,3,8.119468474038003,8.112060546875,0.9990876339766956
