asset_key,diagnostic_cell_id,reporter_slug,gene,screen_id,well,segmentation_id,selection_rule,display_rule,pixel_size_um,source_npz,source_sha256,linked_true_magnitude,linked_predicted_magnitude
cell_01,prb::phase_row_3159763,prb,SALL3,Biohub_OPS0077,A/2/0,8627706,soft-QC non-edge targeting cell; max-cell guide with >=2 cells in each of 3 wells; phase/geometry medoid within well,pooled 1st-99th percentile across deterministic cells for target,0.325,panel_c/microscopy/cell_01.npz,e1e21cd8b833f29ad230dc139fe942f18fab2d52b8bcfd03a081270f1f065398,0.6856956633299979,0.2954577939154078
